,date,protocol,chain,usd_value,net_dollar_flow,rank_desc,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
90321,2022-12-16 00:00:00,qidao,xDai,49012.221880000005,0.0,1,-645065.0269171401,-1,645065.0269171401,0.0,1,0.0,-459.52252869511574,-1,459.52252869511574,140.365070767508,1,140.365070767508,-619590.1995954976,-1,619590.1995954976,-645065.0269171401,-1,645065.0269171401,-645065.0269171401,-1,645065.0269171401,0.0
90336,2022-12-16 00:00:00,rari-capital,Ethereum,15179694.81435,318510.0438423398,1,-8932111.141135888,-1,8932111.141135888,318510.0438423398,1,318510.0438423398,-42996.75564526109,-1,42996.75564526109,-2711947.422442018,-1,2711947.422442018,-9849006.522142403,-1,9849006.522142403,-8932111.141135888,-1,8932111.141135888,-8932111.141135888,-1,8932111.141135888,2.0982638171436685
90342,2022-12-16 00:00:00,reaper-farm,Fantom,9964337.67839,-401350.0700459084,1,-486433.7786775645,-1,486433.7786775645,-401350.0700459084,-1,401350.0700459084,-2292505.9506869293,-1,2292505.9506869293,1725237.57294086,1,1725237.57294086,-237297.10408489872,-1,237297.10408489872,-486433.7786775645,-1,486433.7786775645,-486433.7786775645,-1,486433.7786775645,-4.027865002169989
90343,2022-12-16 00:00:00,reaper-farm,Optimism,15679810.31253,234026.54011440117,1,14885527.613363966,1,14885527.613363966,234026.54011440117,1,234026.54011440117,1111270.487276856,1,1111270.487276856,-3133486.3049956993,-1,3133486.3049956993,14878953.712507036,1,14878953.712507036,14885527.613363966,1,14885527.613363966,14885527.613363966,1,14885527.613363966,1.4925342555157484
90344,2022-12-16 00:00:00,redacted-protocol,Ethereum,14092556.693500001,-11276.879903571271,1,-3926715.6069129272,-1,3926715.6069129272,-11276.879903571271,-1,11276.879903571271,75188.80046044754,1,75188.80046044754,-271501.61790130555,-1,271501.61790130555,-3943568.0140033704,-1,3943568.0140033704,-3926715.6069129272,-1,3926715.6069129272,-3926715.6069129272,-1,3926715.6069129272,-0.08002011380073125
90347,2022-12-16 00:00:00,ref-finance,Near,56672128.30132,-511655.21661211055,1,-157598563.67131594,-1,157598563.67131594,-511655.21661211055,-1,511655.21661211055,-647116.0719508897,-1,647116.0719508897,-12791892.404604767,-1,12791892.404604767,-157598563.67131594,-1,157598563.67131594,-157598563.67131594,-1,157598563.67131594,-157598563.67131594,-1,157598563.67131594,-0.9028339537412311
90348,2022-12-16 00:00:00,reflexer,Ethereum,32192895.76451,0.0,1,-4123886.763848666,-1,4123886.763848666,0.0,1,0.0,12873.20921622162,1,12873.20921622162,-73686.80541551553,-1,73686.80541551553,-4123886.763848666,-1,4123886.763848666,-4123886.763848666,-1,4123886.763848666,-4123886.763848666,-1,4123886.763848666,0.0
90349,2022-12-16 00:00:00,renvm,Arbitrum,392819.05607,0.0,1,-6622839.777207589,-1,6622839.777207589,0.0,1,0.0,-76615.65027376673,-1,76615.65027376673,-1680304.4334917217,-1,1680304.4334917217,-6622870.097699122,-1,6622870.097699122,-6622839.777207589,-1,6622839.777207589,-6622839.777207589,-1,6622839.777207589,0.0
90350,2022-12-16 00:00:00,renvm,Avalanche,275127.59213,-235.79863942296623,1,-951870.8148669702,-1,951870.8148669702,-235.79863942296623,-1,235.79863942296623,-68840.22876813693,-1,68840.22876813693,-1047124.9263625502,-1,1047124.9263625502,-1010856.9323859862,-1,1010856.9323859862,-951870.8148669702,-1,951870.8148669702,-951870.8148669702,-1,951870.8148669702,-0.08570519503240136
90341,2022-12-16 00:00:00,realt-tokens,xDai,62220947.1884,0.0,1,7713067.802152565,1,7713067.802152565,0.0,1,0.0,0.0,1,0.0,3099853.543,1,3099853.543,7419655.495565163,1,7419655.495565163,7713067.802152565,1,7713067.802152565,7713067.802152565,1,7713067.802152565,0.0
90320,2022-12-16 00:00:00,qidao,Polygon,24424128.396900002,38245.131371742864,1,-9340090.599438963,-1,9340090.599438963,38245.131371742864,1,38245.131371742864,164151.7415907808,1,164151.7415907808,-160646.74953896683,-1,160646.74953896683,-9419619.871294597,-1,9419619.871294597,-9340090.599438963,-1,9340090.599438963,-9340090.599438963,-1,9340090.599438963,0.15658749720869086
90319,2022-12-16 00:00:00,qidao,Optimism,2795226.2205499997,2612.965289783433,1,-1465442.6510693831,-1,1465442.6510693831,2612.965289783433,1,2612.965289783433,82065.59002920944,1,82065.59002920944,-339118.61144184915,-1,339118.61144184915,-944807.6713165442,-1,944807.6713165442,-1465442.6510693831,-1,1465442.6510693831,-1465442.6510693831,-1,1465442.6510693831,0.09347956421463789
90318,2022-12-16 00:00:00,qidao,Moonriver,557.01363,-0.018935943801798416,1,-823.2322118759578,-1,823.2322118759578,-0.018935943801798416,-1,0.018935943801798416,0.029481556570464224,1,0.029481556570464224,-0.19167234175994266,-1,0.19167234175994266,-822.7150006576635,-1,822.7150006576635,-823.2322118759578,-1,823.2322118759578,-823.2322118759578,-1,823.2322118759578,-0.0033995476559161423
90295,2022-12-16 00:00:00,pinksale,Polygon,251675.14706,35746.095194396425,1,32528.94404174153,1,32528.94404174153,35746.095194396425,1,35746.095194396425,-20491.441087675463,-1,20491.441087675463,59964.97577201596,1,59964.97577201596,31510.04110565385,1,31510.04110565385,32528.94404174153,1,32528.94404174153,32528.94404174153,1,32528.94404174153,14.203267828378168
90296,2022-12-16 00:00:00,platypus-finance,Avalanche,35881672.42782,-6946.376724587282,1,-75975466.60084772,-1,75975466.60084772,-6946.376724587282,-1,6946.376724587282,-738697.656021276,-1,738697.656021276,-4154736.4440824073,-1,4154736.4440824073,-85360370.16094522,-1,85360370.16094522,-75975466.60084772,-1,75975466.60084772,-75975466.60084772,-1,75975466.60084772,-0.019359121954420314
90299,2022-12-16 00:00:00,plutusdao,Arbitrum,12612007.93308,47309.012868075086,1,1444948.8005854804,1,1444948.8005854804,47309.012868075086,1,47309.012868075086,2571996.974744587,1,2571996.974744587,2217661.116710006,1,2217661.116710006,1444948.8005854804,1,1444948.8005854804,1444948.8005854804,1,1444948.8005854804,1444948.8005854804,1,1444948.8005854804,0.37511087147343447
90304,2022-12-16 00:00:00,pooltogether,Avalanche,215684.56347,813.6034506434764,1,215419.45205935143,1,215419.45205935143,813.6034506434764,1,813.6034506434764,10775.644530547677,1,10775.644530547677,-14612.928117222655,-1,14612.928117222655,215419.45205935143,1,215419.45205935143,215419.45205935143,1,215419.45205935143,215419.45205935143,1,215419.45205935143,0.37721913777878785
90305,2022-12-16 00:00:00,pooltogether,Binance,5456.34726,0.0,1,6334.983269774029,1,6334.983269774029,0.0,1,0.0,0.0,1,0.0,-251.12089653762038,-1,251.12089653762038,6334.983269774029,1,6334.983269774029,6334.983269774029,1,6334.983269774029,6334.983269774029,1,6334.983269774029,0.0
90306,2022-12-16 00:00:00,pooltogether,Celo,105183.22341,-259.2721236283985,1,98415.48414681938,1,98415.48414681938,-259.2721236283985,-1,259.2721236283985,-661.3992718007639,-1,661.3992718007639,-20281.582221208682,-1,20281.582221208682,98415.48414681938,1,98415.48414681938,98415.48414681938,1,98415.48414681938,98415.48414681938,1,98415.48414681938,-0.24649570076186592
90307,2022-12-16 00:00:00,pooltogether,Ethereum,6210411.15623,5502.76691619726,1,6399377.797192814,1,6399377.797192814,5502.76691619726,1,5502.76691619726,26830.544737464646,1,26830.544737464646,-36353.52766407962,-1,36353.52766407962,6399377.797192814,1,6399377.797192814,6399377.797192814,1,6399377.797192814,6399377.797192814,1,6399377.797192814,0.08860551705465002
90308,2022-12-16 00:00:00,pooltogether,Optimism,30146527.94863,77177.27304287642,1,30107254.149382517,1,30107254.149382517,77177.27304287642,1,77177.27304287642,-3297592.73661962,-1,3297592.73661962,-4630060.379493904,-1,4630060.379493904,30107254.149382517,1,30107254.149382517,30107254.149382517,1,30107254.149382517,30107254.149382517,1,30107254.149382517,0.2560071699612881
90309,2022-12-16 00:00:00,pooltogether,Polygon,4541547.72013,-1338.4968797200504,1,4531236.279826424,1,4531236.279826424,-1338.4968797200504,-1,1338.4968797200504,50289.538133251786,1,50289.538133251786,-521573.31433805503,-1,521573.31433805503,4531236.279826424,1,4531236.279826424,4531236.279826424,1,4531236.279826424,4531236.279826424,1,4531236.279826424,-0.029472262810039052
90310,2022-12-16 00:00:00,qidao,Arbitrum,972544.9220199999,0.0,1,-790848.1853274412,-1,790848.1853274412,0.0,1,0.0,-2209.273001491836,-1,2209.273001491836,-27605.18125895764,-1,27605.18125895764,-592380.0949197661,-1,592380.0949197661,-790848.1853274412,-1,790848.1853274412,-790848.1853274412,-1,790848.1853274412,0.0
90311,2022-12-16 00:00:00,qidao,Avalanche,1903443.39405,6.598500001469708,1,-157839.548024309,-1,157839.548024309,6.598500001469708,1,6.598500001469708,-1333.8387076417544,-1,1333.8387076417544,202272.31002777768,1,202272.31002777768,-152289.19691852608,-1,152289.19691852608,-157839.548024309,-1,157839.548024309,-157839.548024309,-1,157839.548024309,0.0003466612152531591
90312,2022-12-16 00:00:00,qidao,Binance,495455.52544,-15318.576017973579,1,-242965.7690885819,-1,242965.7690885819,-15318.576017973579,-1,15318.576017973579,-26440.43603606026,-1,26440.43603606026,-210727.46621736,-1,210727.46621736,-243761.44903240225,-1,243761.44903240225,-242965.7690885819,-1,242965.7690885819,-242965.7690885819,-1,242965.7690885819,-3.091816567061107
90313,2022-12-16 00:00:00,qidao,Ethereum,5350521.6077,-49203.56434694026,1,5219748.6391636245,1,5219748.6391636245,-49203.56434694026,-1,49203.56434694026,-127133.10212197801,-1,127133.10212197801,451148.6569187096,1,451148.6569187096,5219748.6391636245,1,5219748.6391636245,5219748.6391636245,1,5219748.6391636245,5219748.6391636245,1,5219748.6391636245,-0.9196031331997766
90314,2022-12-16 00:00:00,qidao,Fantom,11339726.72662,3549.1179312640543,1,-2548796.459473724,-1,2548796.459473724,3549.1179312640543,1,3549.1179312640543,29261.39867071551,1,29261.39867071551,376611.78140445,1,376611.78140445,-2145733.497917558,-1,2145733.497917558,-2548796.459473724,-1,2548796.459473724,-2548796.459473724,-1,2548796.459473724,0.03129809048160308
90315,2022-12-16 00:00:00,qidao,Harmony,5132.04076,0.0,1,-1742.0189012936664,-1,1742.0189012936664,0.0,1,0.0,0.038361043827667585,1,0.038361043827667585,13.429391032948436,1,13.429391032948436,-1887.2175813890915,-1,1887.2175813890915,-1742.0189012936664,-1,1742.0189012936664,-1742.0189012936664,-1,1742.0189012936664,0.0
90316,2022-12-16 00:00:00,qidao,Metis,2299421.89893,9189.779156419101,1,1014447.715551771,1,1014447.715551771,9189.779156419101,1,9189.779156419101,82809.25757251168,1,82809.25757251168,190971.87113295897,1,190971.87113295897,938373.9656579384,1,938373.9656579384,1014447.715551771,1,1014447.715551771,1014447.715551771,1,1014447.715551771,0.39965606836637596
90317,2022-12-16 00:00:00,qidao,Moonbeam,21963.96184,12.572211513372388,1,-7857.48891871742,-1,7857.48891871742,12.572211513372388,1,12.572211513372388,-441.622934975368,-1,441.622934975368,-6976.380861082661,-1,6976.380861082661,-7857.48891871742,-1,7857.48891871742,-7857.48891871742,-1,7857.48891871742,-7857.48891871742,-1,7857.48891871742,0.057240181006307865
90351,2022-12-16 00:00:00,renvm,Binance,356916.14093000005,-73.85192417511372,1,-1457450.8567845006,-1,1457450.8567845006,-73.85192417511372,-1,73.85192417511372,-10706.741143035724,-1,10706.741143035724,-758615.3856580713,-1,758615.3856580713,-1520474.3864718378,-1,1520474.3864718378,-1457450.8567845006,-1,1457450.8567845006,-1457450.8567845006,-1,1457450.8567845006,-0.020691673955310946
90294,2022-12-16 00:00:00,pinksale,Fantom,18043.79156,0.0,1,-3589.392955916557,-1,3589.392955916557,0.0,1,0.0,46.25871530102986,1,46.25871530102986,-1410.170984726062,-1,1410.170984726062,-3589.392955916557,-1,3589.392955916557,-3589.392955916557,-1,3589.392955916557,-3589.392955916557,-1,3589.392955916557,0.0
90352,2022-12-16 00:00:00,renvm,Ethereum,37564006.8627,-325358.8454252231,1,-36478965.89670758,-1,36478965.89670758,-325358.8454252231,-1,325358.8454252231,-2570934.3687032685,-1,2570934.3687032685,-25402701.258493003,-1,25402701.258493003,-38500533.22362677,-1,38500533.22362677,-36478965.89670758,-1,36478965.89670758,-36478965.89670758,-1,36478965.89670758,-0.8661452081361833
90354,2022-12-16 00:00:00,renvm,Optimism,706.94045,0.0,1,-13726.14996282214,-1,13726.14996282214,0.0,1,0.0,0.0,1,0.0,-80.0059675447761,-1,80.0059675447761,-13726.14996282214,-1,13726.14996282214,-13726.14996282214,-1,13726.14996282214,-13726.14996282214,-1,13726.14996282214,0.0
90382,2022-12-16 00:00:00,saddle-finance,Kava,18.84913,0.0014819014221316706,1,-106.53165876289437,-1,106.53165876289437,0.0014819014221316706,1,0.0014819014221316706,-0.0005390872379011924,-1,0.0005390872379011924,0.019658703686427748,1,0.019658703686427748,-106.53165876289437,-1,106.53165876289437,-106.53165876289437,-1,106.53165876289437,-106.53165876289437,-1,106.53165876289437,0.007861908863335713
90383,2022-12-16 00:00:00,saddle-finance,Optimism,609001.75313,-3450.3089656926168,1,-2458390.1383334477,-1,2458390.1383334477,-3450.3089656926168,-1,3450.3089656926168,-1098023.9573915144,-1,1098023.9573915144,-1076469.6240311593,-1,1076469.6240311593,-2805964.327166089,-1,2805964.327166089,-2458390.1383334477,-1,2458390.1383334477,-2458390.1383334477,-1,2458390.1383334477,-0.5665515654034743
90384,2022-12-16 00:00:00,scream,Fantom,11735703.696509998,41.830138399415404,1,102945.15067795344,1,102945.15067795344,41.830138399415404,1,41.830138399415404,107737.40147537166,1,107737.40147537166,103464.20007386435,1,103464.20007386435,102945.1420931446,1,102945.1420931446,102945.15067795344,1,102945.15067795344,102945.15067795344,1,102945.15067795344,0.00035643485453586377
90389,2022-12-16 00:00:00,set-protocol,Ethereum,67577180.36302,49243.59155678613,1,-2789549.7126684566,-1,2789549.7126684566,49243.59155678613,1,49243.59155678613,105006.34919276304,1,105006.34919276304,-858062.0560095126,-1,858062.0560095126,-2636964.682280862,-1,2636964.682280862,-2789549.7126684566,-1,2789549.7126684566,-2789549.7126684566,-1,2789549.7126684566,0.07287014831375462
90390,2022-12-16 00:00:00,sharedstake,Ethereum,20361047.30031,0.0,1,-7.645935500402677,-1,7.645935500402677,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,-7.645935500402677,-1,7.645935500402677,-7.645935500402677,-1,7.645935500402677,-7.645935500402677,-1,7.645935500402677,0.0
90393,2022-12-16 00:00:00,shell-protocol,Arbitrum,16621518.673020002,265546.0761516553,1,15829395.675600681,1,15829395.675600681,265546.0761516553,1,265546.0761516553,734475.9614609997,1,734475.9614609997,7319019.328149999,1,7319019.328149999,15829395.675600681,1,15829395.675600681,15829395.675600681,1,15829395.675600681,15829395.675600681,1,15829395.675600681,1.5976041742965934
90394,2022-12-16 00:00:00,sherlock,Ethereum,11880775.11301,2030.965806871805,1,860974.6753149094,1,860974.6753149094,2030.965806871805,1,2030.965806871805,15790.94864484208,1,15790.94864484208,128698.43123370419,1,128698.43123370419,860974.6753149094,1,860974.6753149094,860974.6753149094,1,860974.6753149094,860974.6753149094,1,860974.6753149094,0.01709455643721261
90381,2022-12-16 00:00:00,saddle-finance,Fantom,241.67329,0.03309467341484451,1,-681.0535842377781,-1,681.0535842377781,0.03309467341484451,1,0.03309467341484451,0.5053034586448757,1,0.5053034586448757,-51.50752085308665,-1,51.50752085308665,-681.1830350446339,-1,681.1830350446339,-681.0535842377781,-1,681.0535842377781,-681.0535842377781,-1,681.0535842377781,0.013693972310653158
90395,2022-12-16 00:00:00,shibaswap,Ethereum,25526263.487260003,-7521.460881066057,1,-6012561.224162732,-1,6012561.224162732,-7521.460881066057,-1,7521.460881066057,-460618.98491395405,-1,460618.98491395405,6498944.745880726,1,6498944.745880726,-2170839.403369823,-1,2170839.403369823,-6012561.224162732,-1,6012561.224162732,-6012561.224162732,-1,6012561.224162732,-0.029465577227234887
90397,2022-12-16 00:00:00,silo-finance,Ethereum,17952599.96232,-167982.40538237125,1,17933901.36505363,1,17933901.36505363,-167982.40538237125,-1,167982.40538237125,49055.07278795919,1,49055.07278795919,15261794.711506704,1,15261794.711506704,17216071.724003218,1,17216071.724003218,17933901.36505363,1,17933901.36505363,17933901.36505363,1,17933901.36505363,-0.9356995963534132
90400,2022-12-16 00:00:00,solarbeam,Moonriver,18213000.57415,7951.038922330464,1,45844.6506626241,1,45844.6506626241,7951.038922330464,1,7951.038922330464,1984375.0210722736,1,1984375.0210722736,4266281.966422673,1,4266281.966422673,-38471.948701922636,-1,38471.948701922636,45844.6506626241,1,45844.6506626241,45844.6506626241,1,45844.6506626241,0.0436558429236284
90401,2022-12-16 00:00:00,solend,Solana,20107505.79897,-11954.392370461495,1,-140845966.18358833,-1,140845966.18358833,-11954.392370461495,-1,11954.392370461495,96384.53803735577,1,96384.53803735577,-5083889.063289083,-1,5083889.063289083,-134289728.9950128,-1,134289728.9950128,-140845966.18358833,-1,140845966.18358833,-140845966.18358833,-1,140845966.18358833,-0.059452388028523435
90404,2022-12-16 00:00:00,solo-top,Binance,8944104.74498,-111814.46830262664,1,-4107283.2173583633,-1,4107283.2173583633,-111814.46830262664,-1,111814.46830262664,2024088.3744431604,1,2024088.3744431604,1945193.2113108034,1,1945193.2113108034,-4488877.838131903,-1,4488877.838131903,-4107283.2173583633,-1,4107283.2173583633,-4107283.2173583633,-1,4107283.2173583633,-1.2501471247346922
90405,2022-12-16 00:00:00,solo-top,Heco,6677570.26936,-175781.24584005048,1,-1510409.0289614457,-1,1510409.0289614457,-175781.24584005048,-1,175781.24584005048,7274.645657391811,1,7274.645657391811,156436.92192433454,1,156436.92192433454,-1042603.90816708,-1,1042603.90816708,-1510409.0289614457,-1,1510409.0289614457,-1510409.0289614457,-1,1510409.0289614457,-2.632413269338728
90406,2022-12-16 00:00:00,solo-top,OKExChain,20042.94557,112.39633025643174,1,-42319.57956380278,-1,42319.57956380278,112.39633025643174,1,112.39633025643174,1940.1358266275356,1,1940.1358266275356,2085.95246869174,1,2085.95246869174,-39975.276219220286,-1,39975.276219220286,-42319.57956380278,-1,42319.57956380278,-42319.57956380278,-1,42319.57956380278,0.5607775058006693
90407,2022-12-16 00:00:00,solo-top,Polygon,87539.71065,-1616.495514521891,1,-59309.50351215107,-1,59309.50351215107,-1616.495514521891,-1,1616.495514521891,-1517.5580229167258,-1,1517.5580229167258,-12076.121831585919,-1,12076.121831585919,-53416.36302192281,-1,53416.36302192281,-59309.50351215107,-1,59309.50351215107,-59309.50351215107,-1,59309.50351215107,-1.8465853982370812
90396,2022-12-16 00:00:00,sicx,Icon,12616272.87145,12129.936708009438,1,-4169822.6652506446,-1,4169822.6652506446,12129.936708009438,1,12129.936708009438,-183272.42662373555,-1,183272.42662373555,-345441.14190222445,-1,345441.14190222445,-4229065.312288255,-1,4229065.312288255,-4169822.6652506446,-1,4169822.6652506446,-4169822.6652506446,-1,4169822.6652506446,0.09614516768624183
90380,2022-12-16 00:00:00,saddle-finance,Evmos,2517.9074,0.0,1,-853.9143341396951,-1,853.9143341396951,0.0,1,0.0,0.0,1,0.0,-29.728954344438247,-1,29.728954344438247,-853.9143341396951,-1,853.9143341396951,-853.9143341396951,-1,853.9143341396951,-853.9143341396951,-1,853.9143341396951,0.0
90379,2022-12-16 00:00:00,saddle-finance,Ethereum,8338714.6896,79.2178346017522,1,-26951352.7933064,-1,26951352.7933064,79.2178346017522,1,79.2178346017522,-5172955.735687828,-1,5172955.735687828,-7569978.9014055645,-1,7569978.9014055645,-29666397.543509033,-1,29666397.543509033,-26951352.7933064,-1,26951352.7933064,-26951352.7933064,-1,26951352.7933064,0.000950000540257748
90378,2022-12-16 00:00:00,saddle-finance,Arbitrum,2049628.49853,-15.213700334042187,1,-3215999.759803219,-1,3215999.759803219,-15.213700334042187,-1,15.213700334042187,-105471.75591874054,-1,105471.75591874054,-1159721.9790764258,-1,1159721.9790764258,-4772906.600136237,-1,4772906.600136237,-3215999.759803219,-1,3215999.759803219,-3215999.759803219,-1,3215999.759803219,-0.0007422662372695101
90355,2022-12-16 00:00:00,renvm,Polygon,466606.64757,-1265.5053753484524,1,-2404105.117346727,-1,2404105.117346727,-1265.5053753484524,-1,1265.5053753484524,-103626.9023925314,-1,103626.9023925314,-2090356.8452167497,-1,2090356.8452167497,-2335745.550282392,-1,2335745.550282392,-2404105.117346727,-1,2404105.117346727,-2404105.117346727,-1,2404105.117346727,-0.27121460483663645
90356,2022-12-16 00:00:00,renvm,Solana,2419892.2523499997,-8.264381629356928,1,-2345658.754873486,-1,2345658.754873486,-8.264381629356928,-1,8.264381629356928,-5148.034819377711,-1,5148.034819377711,-247548.25264250863,-1,247548.25264250863,-2316550.63977552,-1,2316550.63977552,-2345658.754873486,-1,2345658.754873486,-2345658.754873486,-1,2345658.754873486,-0.0003415185788264433
90357,2022-12-16 00:00:00,reserve,Ethereum,14054814.54198,0.0,1,-14275083.965252768,-1,14275083.965252768,0.0,1,0.0,0.0,1,0.0,-13771627.5376397,-1,13771627.5376397,-14275083.965252768,-1,14275083.965252768,-14275083.965252768,-1,14275083.965252768,-14275083.965252768,-1,14275083.965252768,0.0
90358,2022-12-16 00:00:00,revert-compoundor,Arbitrum,666297.27946,975.9530673569608,1,473333.95354773925,1,473333.95354773925,975.9530673569608,1,975.9530673569608,-95075.39792649214,-1,95075.39792649214,115786.61653714256,1,115786.61653714256,503223.0848645617,1,503223.0848645617,473333.95354773925,1,473333.95354773925,473333.95354773925,1,473333.95354773925,0.14647411860182305
90359,2022-12-16 00:00:00,revert-compoundor,Ethereum,1054464.1939,640553.7657387578,1,796990.886839772,1,796990.886839772,640553.7657387578,1,640553.7657387578,750708.0353924611,1,750708.0353924611,762261.4898001549,1,762261.4898001549,725507.6433231026,1,725507.6433231026,796990.886839772,1,796990.886839772,796990.886839772,1,796990.886839772,60.74684844154173
90360,2022-12-16 00:00:00,revert-compoundor,Optimism,5938461.494840001,17408.42899382369,1,5944613.781319212,1,5944613.781319212,17408.42899382369,1,17408.42899382369,538262.4743158153,1,538262.4743158153,2977218.759314817,1,2977218.759314817,5924754.209299016,1,5924754.209299016,5944613.781319212,1,5944613.781319212,5944613.781319212,1,5944613.781319212,0.2931471225156563
90361,2022-12-16 00:00:00,revert-compoundor,Polygon,2925407.8621900002,-92751.64113649521,1,2941380.164234474,1,2941380.164234474,-92751.64113649521,-1,92751.64113649521,2026877.018501001,1,2026877.018501001,2911752.2848242205,1,2911752.2848242205,2936839.6165263937,1,2936839.6165263937,2941380.164234474,1,2941380.164234474,2941380.164234474,1,2941380.164234474,-3.1705541758905396
90362,2022-12-16 00:00:00,rex-staking,Telos,21910130.89135,-3155.37437834804,1,-1460823.483393339,-1,1460823.483393339,-3155.37437834804,-1,3155.37437834804,32716.431674464042,1,32716.431674464042,-809842.7482292894,-1,809842.7482292894,-1460823.483393339,-1,1460823.483393339,-1460823.483393339,-1,1460823.483393339,-1460823.483393339,-1,1460823.483393339,-0.014401440110034964
