,date,protocol,chain,usd_value,net_dollar_flow,rank_desc,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
90233,2022-12-16 00:00:00,octus-bridge,Avalanche,1.30394,0.0,1,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0
90411,2022-12-16 00:00:00,spartacus,Fantom,23522142.51478,-322.77609807346823,1,-321211.93069608195,-1,321211.93069608195,-322.77609807346823,-1,322.77609807346823,-7844.942753182909,-1,7844.942753182909,-71924.27051859688,-1,71924.27051859688,-431247.4188444269,-1,431247.4188444269,-321211.93069608195,-1,321211.93069608195,-321211.93069608195,-1,321211.93069608195,-0.0013722223554706115
90661,2022-12-16 00:00:00,youves,Tezos,27773578.14562,-2910591.354346709,1,14753995.477968931,1,14753995.477968931,-2910591.354346709,-1,2910591.354346709,16443.28409508057,1,16443.28409508057,1235540.8007094273,1,1235540.8007094273,18594434.96567272,1,18594434.96567272,14753995.477968931,1,14753995.477968931,14753995.477968931,1,14753995.477968931,-10.479713269518786
90414,2022-12-16 00:00:00,spookyswap,Fantom,88168555.03514,-1346590.985979823,1,-25472269.804320697,-1,25472269.804320697,-1346590.985979823,-1,1346590.985979823,-4694385.125118684,-1,4694385.125118684,1619952.0878974255,1,1619952.0878974255,-25613834.67590103,-1,25613834.67590103,-25472269.804320697,-1,25472269.804320697,-25472269.804320697,-1,25472269.804320697,-1.5272916579421458
90553,2022-12-16 00:00:00,tokensfarm,Polygon,2936707.8607,67.81148798155193,1,-967418.1912862645,-1,967418.1912862645,67.81148798155193,1,67.81148798155193,-138040.0816680003,-1,138040.0816680003,-452511.0341406615,-1,452511.0341406615,-978474.5210742214,-1,978474.5210742214,-967418.1912862645,-1,967418.1912862645,-967418.1912862645,-1,967418.1912862645,0.002309098868465188
90554,2022-12-16 00:00:00,tornado-cash,Arbitrum,245733.267,0.0,1,-35646.176500888905,-1,35646.176500888905,0.0,1,0.0,254.20999999998554,1,254.20999999998554,232.21499999998736,1,232.21499999998736,-35498.77950088887,-1,35498.77950088887,-35646.176500888905,-1,35646.176500888905,-35646.176500888905,-1,35646.176500888905,0.0
90555,2022-12-16 00:00:00,tornado-cash,Avalanche,86257.5,0.0,1,-2897.9,-1,2897.9,0.0,1,0.0,0.0,1,0.0,-2848.1000000000004,-1,2848.1000000000004,-2717.3,-1,2717.3,-2897.9,-1,2897.9,-2897.9,-1,2897.9,0.0
90556,2022-12-16 00:00:00,tornado-cash,Binance,21091621.044,77296.28399999924,1,21456680.944999997,1,21456680.944999997,77296.28399999924,1,77296.28399999924,-68286.09100000044,-1,68286.09100000044,-670054.9360000021,-1,670054.9360000021,-211479.896000001,-1,211479.896000001,21456680.944999997,1,21456680.944999997,21456680.944999997,1,21456680.944999997,0.3664786307261478
90557,2022-12-16 00:00:00,tornado-cash,Ethereum,147905973.03776,2219361.829000015,1,11052376.687794741,1,11052376.687794741,2219361.829000015,1,2219361.829000015,1342690.4160000111,1,1342690.4160000111,1614133.366,1,1614133.366,13286203.239794739,1,13286203.239794739,11052376.687794741,1,11052376.687794741,11052376.687794741,1,11052376.687794741,1.500522111053228
90558,2022-12-16 00:00:00,tornado-cash,Optimism,19088.55,0.0,1,-1067.561000000001,-1,1067.561000000001,0.0,1,0.0,0.0,1,0.0,251.8289999999991,1,251.8289999999991,-1067.561000000001,-1,1067.561000000001,-1067.561000000001,-1,1067.561000000001,-1067.561000000001,-1,1067.561000000001,0.0
90559,2022-12-16 00:00:00,tornado-cash,Polygon,656513.407,0.0,1,166659.10929999995,1,166659.10929999995,0.0,1,0.0,-9998.893999999998,-1,9998.893999999998,295761.63959999994,1,295761.63959999994,126919.16809999995,1,126919.16809999995,166659.10929999995,1,166659.10929999995,166659.10929999995,1,166659.10929999995,0.0
90552,2022-12-16 00:00:00,tokensfarm,Fantom,2867.55276,0.0,1,-649.1400254769668,-1,649.1400254769668,0.0,1,0.0,-0.014771722008771328,-1,0.014771722008771328,-0.012800773244558446,-1,0.012800773244558446,-674.2855923620274,-1,674.2855923620274,-649.1400254769668,-1,649.1400254769668,-649.1400254769668,-1,649.1400254769668,0.0
90560,2022-12-16 00:00:00,tornado-cash,xDai,50248.694,0.0,1,-125427.984,-1,125427.984,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,-125427.984,-1,125427.984,-125427.984,-1,125427.984,-125427.984,-1,125427.984,0.0
90562,2022-12-16 00:00:00,toucan-protocol,Polygon,22374644.11,-410.85,1,-2046713.7650000001,-1,2046713.7650000001,-410.85,-1,410.85,-4436.198,-1,4436.198,-321444.515,-1,321444.515,-1002809.1450000001,-1,1002809.1450000001,-2046713.7650000001,-1,2046713.7650000001,-2046713.7650000001,-1,2046713.7650000001,-0.0018362303238440203
90563,2022-12-16 00:00:00,trader-joe-dex,Avalanche,66692234.81426,-2231884.982942232,1,-82812476.59177905,-1,82812476.59177905,-2231884.982942232,-1,2231884.982942232,-7348772.220175854,-1,7348772.220175854,-15863654.252235431,-1,15863654.252235431,-81368198.69182625,-1,81368198.69182625,-82812476.59177905,-1,82812476.59177905,-82812476.59177905,-1,82812476.59177905,-3.3465440004493816
90566,2022-12-16 00:00:00,trader-joe-lend,Avalanche,14320156.70591,-184940.4089677666,1,1781355.392839952,1,1781355.392839952,-184940.4089677666,-1,184940.4089677666,-222930.5796334903,-1,222930.5796334903,22530.092479773622,1,22530.092479773622,1781355.392839952,1,1781355.392839952,1781355.392839952,1,1781355.392839952,1781355.392839952,1,1781355.392839952,-1.2914691701065029
90569,2022-12-16 00:00:00,tranchess,Binance,44103467.747269996,35789.06289216971,1,-23761460.530856416,-1,23761460.530856416,35789.06289216971,1,35789.06289216971,-682653.995579562,-1,682653.995579562,-11677366.820126086,-1,11677366.820126086,-24165701.29199446,-1,24165701.29199446,-23761460.530856416,-1,23761460.530856416,-23761460.530856416,-1,23761460.530856416,0.08114795665786408
90571,2022-12-16 00:00:00,tranchess,Ethereum,185459.93137,540.282305764001,1,52440.89203474304,1,52440.89203474304,540.282305764001,1,540.282305764001,765.9278785677875,1,765.9278785677875,52440.89203474304,1,52440.89203474304,52440.89203474304,1,52440.89203474304,52440.89203474304,1,52440.89203474304,52440.89203474304,1,52440.89203474304,0.2913202338493893
90573,2022-12-16 00:00:00,trisolaris,Aurora,11783122.46419,-368036.46195932897,1,-11842608.68370617,-1,11842608.68370617,-368036.46195932897,-1,368036.46195932897,-58580.200478496496,-1,58580.200478496496,-603429.8843316254,-1,603429.8843316254,-12014860.135278475,-1,12014860.135278475,-11842608.68370617,-1,11842608.68370617,-11842608.68370617,-1,11842608.68370617,-3.1234204946763966
90574,2022-12-16 00:00:00,unicrypt,Avalanche,15016.832,-117.46473739969896,1,-62980.233784340664,-1,62980.233784340664,-117.46473739969896,-1,117.46473739969896,-714.3675718205224,-1,714.3675718205224,-3295.4899347871014,-1,3295.4899347871014,-61500.99368069083,-1,61500.99368069083,-62980.233784340664,-1,62980.233784340664,-62980.233784340664,-1,62980.233784340664,-0.782220493641395
90561,2022-12-16 00:00:00,toucan-protocol,Celo,452356.26,1.09,1,48228.668,1,48228.668,1.09,1,1.09,-2380.182,-1,2380.182,21149.888,1,21149.888,49588.988,1,49588.988,48228.668,1,48228.668,48228.668,1,48228.668,0.00024096052080720628
90551,2022-12-16 00:00:00,tokensfarm,Ethereum,12422772.95617,-40124.60414435407,1,-1425444.0771843856,-1,1425444.0771843856,-40124.60414435407,-1,40124.60414435407,-91742.71063922357,-1,91742.71063922357,-341969.59953933075,-1,341969.59953933075,-1162765.4742809583,-1,1162765.4742809583,-1425444.0771843856,-1,1425444.0771843856,-1425444.0771843856,-1,1425444.0771843856,-0.3229923325969299
90550,2022-12-16 00:00:00,tokensfarm,Binance,21621137.07347,-82284.5398448648,1,1225183.0564309638,1,1225183.0564309638,-82284.5398448648,-1,82284.5398448648,-457492.7950877296,-1,457492.7950877296,-614643.7451481547,-1,614643.7451481547,698109.0999702394,1,698109.0999702394,1225183.0564309638,1,1225183.0564309638,1225183.0564309638,1,1225183.0564309638,-0.3805745255915852
90549,2022-12-16 00:00:00,tokensfarm,Avalanche,0.51528,-0.0019698853117540056,1,0.5144005827378855,1,0.5144005827378855,-0.0019698853117540056,-1,0.0019698853117540056,-0.17750890374014994,-1,0.17750890374014994,-0.17102284558359448,-1,0.17102284558359448,0.5144005827378855,1,0.5144005827378855,0.5144005827378855,1,0.5144005827378855,0.5144005827378855,1,0.5144005827378855,-0.38229415303407965
90521,2022-12-16 00:00:00,tarot,Fantom,8884728.9464,16335.841360308166,1,-6340993.349477799,-1,6340993.349477799,16335.841360308166,1,16335.841360308166,174.8623167880669,1,174.8623167880669,-1304081.4200485267,-1,1304081.4200485267,-6340993.349477799,-1,6340993.349477799,-6340993.349477799,-1,6340993.349477799,-6340993.349477799,-1,6340993.349477799,0.18386426258875666
90523,2022-12-16 00:00:00,tarot,Optimism,2487328.76025,14559.266066857452,1,-680651.8394637083,-1,680651.8394637083,14559.266066857452,1,14559.266066857452,85438.95921697054,1,85438.95921697054,-60202.861436688065,-1,60202.861436688065,-680651.8394637083,-1,680651.8394637083,-680651.8394637083,-1,680651.8394637083,-680651.8394637083,-1,680651.8394637083,0.5853374230029048
90526,2022-12-16 00:00:00,team-finance,Avalanche,1003327.9384600001,-1424.852637003802,1,-113807.27768266489,-1,113807.27768266489,-1424.852637003802,-1,1424.852637003802,-36287.83738652392,-1,36287.83738652392,-73796.45905635608,-1,73796.45905635608,-112158.35871563829,-1,112158.35871563829,-113807.27768266489,-1,113807.27768266489,-113807.27768266489,-1,113807.27768266489,-0.14201265432624122
90527,2022-12-16 00:00:00,team-finance,Binance,48437492.66048,-112157.51006313333,1,-17734354.312893283,-1,17734354.312893283,-112157.51006313333,-1,112157.51006313333,124660.67761137644,1,124660.67761137644,-3268735.113327682,-1,3268735.113327682,-17344645.34025232,-1,17344645.34025232,-17734354.312893283,-1,17734354.312893283,-17734354.312893283,-1,17734354.312893283,-0.23155102360333837
90528,2022-12-16 00:00:00,team-finance,Ethereum,41900097.26547,-622764.0413301428,1,-29319995.22289869,-1,29319995.22289869,-622764.0413301428,-1,622764.0413301428,58438.36963121046,1,58438.36963121046,-4140370.0152960704,-1,4140370.0152960704,-29380293.64375489,-1,29380293.64375489,-29319995.22289869,-1,29319995.22289869,-29319995.22289869,-1,29319995.22289869,-1.4863069108991414
90529,2022-12-16 00:00:00,team-finance,Polygon,815450.55738,15608.520122173682,1,-525832.381338325,-1,525832.381338325,15608.520122173682,1,15608.520122173682,606.1838253477781,1,606.1838253477781,-25086.854771610328,-1,25086.854771610328,-503714.69867707277,-1,503714.69867707277,-525832.381338325,-1,525832.381338325,-525832.381338325,-1,525832.381338325,1.9140976704121757
90530,2022-12-16 00:00:00,tectonic,Cronos,160346948.84606,-359843.6732203604,1,-42095775.66354622,-1,42095775.66354622,-359843.6732203604,-1,359843.6732203604,-2956555.0697783553,-1,2956555.0697783553,-26557524.81551936,-1,26557524.81551936,-44292214.52331057,-1,44292214.52331057,-42095775.66354622,-1,42095775.66354622,-42095775.66354622,-1,42095775.66354622,-0.2244156660354204
90533,2022-12-16 00:00:00,terra-bridge,Binance,8016693.80555,0.0,1,-751837.9776609209,-1,751837.9776609209,0.0,1,0.0,-18552.011016320655,-1,18552.011016320655,189588.3937324834,1,189588.3937324834,-742548.1128970799,-1,742548.1128970799,-751837.9776609209,-1,751837.9776609209,-751837.9776609209,-1,751837.9776609209,0.0
90534,2022-12-16 00:00:00,terra-bridge,Ethereum,71239004.15928,-19649.995286353205,1,-9181285.576522976,-1,9181285.576522976,-19649.995286353205,-1,19649.995286353205,-146403.3828239447,-1,146403.3828239447,-2011211.8771893561,-1,2011211.8771893561,-9134926.862424957,-1,9134926.862424957,-9181285.576522976,-1,9181285.576522976,-9181285.576522976,-1,9181285.576522976,-0.027583197601160576
90535,2022-12-16 00:00:00,terra-bridge,Harmony,106406.74501,0.0,1,-648.4837414023641,-1,648.4837414023641,0.0,1,0.0,-4335.376665013037,-1,4335.376665013037,-1489.4679235107687,-1,1489.4679235107687,-1685.9309397387713,-1,1685.9309397387713,-648.4837414023641,-1,648.4837414023641,-648.4837414023641,-1,648.4837414023641,0.0
90536,2022-12-16 00:00:00,tetu-earn,Binance,1457.77045,-776.2241918656198,1,-379944.15828667826,-1,379944.15828667826,-776.2241918656198,-1,776.2241918656198,703.5799749357955,1,703.5799749357955,-2911.186021702968,-1,2911.186021702968,-387473.1347022902,-1,387473.1347022902,-379944.15828667826,-1,379944.15828667826,-379944.15828667826,-1,379944.15828667826,-53.24735398948578
90537,2022-12-16 00:00:00,tetu-earn,Ethereum,7782022.3034,-234661.83228471893,1,221764.70337359543,1,221764.70337359543,-234661.83228471893,-1,234661.83228471893,-63992.08850647844,-1,63992.08850647844,616470.1602939297,1,616470.1602939297,221764.70337359543,1,221764.70337359543,221764.70337359543,1,221764.70337359543,221764.70337359543,1,221764.70337359543,-3.0154351033174778
90538,2022-12-16 00:00:00,tetu-earn,Fantom,2661549.1862,142315.30452160898,1,-960907.6754817083,-1,960907.6754817083,142315.30452160898,1,142315.30452160898,962816.024266547,1,962816.024266547,2285201.0313879983,1,2285201.0313879983,-965860.5432965204,-1,965860.5432965204,-960907.6754817083,-1,960907.6754817083,-960907.6754817083,-1,960907.6754817083,5.347085271221241
90539,2022-12-16 00:00:00,tetu-earn,Polygon,35774756.98188,-594564.4154150755,1,31402902.035708744,1,31402902.035708744,-594564.4154150755,-1,594564.4154150755,-255893.44846916234,-1,255893.44846916234,9103459.376130916,1,9103459.376130916,31445369.869440433,1,31445369.869440433,31402902.035708744,1,31402902.035708744,31402902.035708744,1,31402902.035708744,-1.661966329264581
90540,2022-12-16 00:00:00,tezos-liquidity-baking,Tezos,14168889.10907,21814.70574252461,1,2394804.211971778,1,2394804.211971778,21814.70574252461,1,21814.70574252461,-516207.4528550618,-1,516207.4528550618,-406782.4740433811,-1,406782.4740433811,2224905.221605937,1,2224905.221605937,2394804.211971778,1,2394804.211971778,2394804.211971778,1,2394804.211971778,0.15396200488689166
90541,2022-12-16 00:00:00,the-tokenized-bitcoin,Ethereum,20149138.397,495927.08815222693,1,6579927.527145083,1,6579927.527145083,495927.08815222693,1,495927.08815222693,2411894.527824358,1,2411894.527824358,958956.5399291491,1,958956.5399291491,12133015.907239132,1,12133015.907239132,6579927.527145083,1,6579927.527145083,6579927.527145083,1,6579927.527145083,2.461281859208756
90544,2022-12-16 00:00:00,tokemak,Ethereum,38851583.36953,-768668.771881485,1,10379961.038672155,1,10379961.038672155,-768668.771881485,-1,768668.771881485,-2246870.3437808584,-1,2246870.3437808584,-7250074.646547682,-1,7250074.646547682,7558377.048566044,1,7558377.048566044,10379961.038672155,1,10379961.038672155,10379961.038672155,1,10379961.038672155,-1.9784747627154013
90575,2022-12-16 00:00:00,unicrypt,Binance,101648572.18382,1873.8176907870802,1,-40201196.85046129,-1,40201196.85046129,1873.8176907870802,1,1873.8176907870802,-1798873.343456251,-1,1798873.343456251,-12895436.28657892,-1,12895436.28657892,-43987650.98867685,-1,43987650.98867685,-40201196.85046129,-1,40201196.85046129,-40201196.85046129,-1,40201196.85046129,0.0018434274584777166
90520,2022-12-16 00:00:00,synthetix,Optimism,97888811.26821,617517.178539026,1,-20775014.42521965,-1,20775014.42521965,617517.178539026,1,617517.178539026,1774640.9248974798,1,1774640.9248974798,-3243893.252128046,-1,3243893.252128046,-7049638.219642383,-1,7049638.219642383,-20775014.42521965,-1,20775014.42521965,-20775014.42521965,-1,20775014.42521965,0.6308353023585735
90577,2022-12-16 00:00:00,unicrypt,Ethereum,87404495.62254,244537.36057385764,1,9851306.306701683,1,9851306.306701683,244537.36057385764,1,244537.36057385764,-121542.15406022008,-1,121542.15406022008,557935.4531750184,1,557935.4531750184,9826551.243425773,1,9826551.243425773,9851306.306701683,1,9851306.306701683,9851306.306701683,1,9851306.306701683,0.2797766394418687
90583,2022-12-16 00:00:00,unicrypt,xDai,1848.43902,0.0,1,-2.3024199999999837,-1,2.3024199999999837,0.0,1,0.0,0.0,1,0.0,-2.3024199999999837,-1,2.3024199999999837,-2.3024199999999837,-1,2.3024199999999837,-2.3024199999999837,-1,2.3024199999999837,-2.3024199999999837,-1,2.3024199999999837,0.0
90620,2022-12-16 00:00:00,wbtc,Ethereum,3229286089.93401,-237106882.86609495,1,-1082244938.3160462,-1,1082244938.3160462,-237106882.86609495,-1,237106882.86609495,-250909181.50601876,-1,250909181.50601876,-868464563.0216182,-1,868464563.0216182,-1072309618.315873,-1,1072309618.315873,-1082244938.3160462,-1,1082244938.3160462,-1082244938.3160462,-1,1082244938.3160462,-7.3423932182775475
90621,2022-12-16 00:00:00,wing-finance,Binance,7723042.93316,-25788.60734,1,1678780.3669299404,1,1678780.3669299404,-25788.60734,-1,25788.60734,402487.09310784837,1,402487.09310784837,1701021.3315418488,1,1701021.3315418488,2262386.7571140314,1,2262386.7571140314,1678780.3669299404,1,1678780.3669299404,1678780.3669299404,1,1678780.3669299404,-0.33391770009814253
90624,2022-12-16 00:00:00,wing-finance,Ethereum,1731860.47448,-30660.344251929186,1,-139792.99905707012,-1,139792.99905707012,-30660.344251929186,-1,30660.344251929186,-35980.72478389503,-1,35980.72478389503,56342.2368812208,1,56342.2368812208,-49929.59130498585,-1,49929.59130498585,-139792.99905707012,-1,139792.99905707012,-139792.99905707012,-1,139792.99905707012,-1.770370344708924
90627,2022-12-16 00:00:00,wing-finance,OKExChain,188711.80901,-20328.90217978455,1,-58880.663074230804,-1,58880.663074230804,-20328.90217978455,-1,20328.90217978455,-16864.828391790306,-1,16864.828391790306,2281.66130414118,1,2281.66130414118,-44275.780766362426,-1,44275.780766362426,-58880.663074230804,-1,58880.663074230804,-58880.663074230804,-1,58880.663074230804,-10.772458960799481
90630,2022-12-16 00:00:00,wing-finance,Ontology,15123577.28272,152441.7676999597,1,-11727613.344578896,-1,11727613.344578896,152441.7676999597,1,152441.7676999597,1349325.636804835,1,1349325.636804835,2087082.3199187708,1,2087082.3199187708,-12588073.110414896,-1,12588073.110414896,-11727613.344578896,-1,11727613.344578896,-11727613.344578896,-1,11727613.344578896,1.0079742699112442
90633,2022-12-16 00:00:00,wing-finance,OntologyEVM,2255155.21504,55593.9977619507,1,-395626.10049255425,-1,395626.10049255425,55593.9977619507,1,55593.9977619507,69319.815976947,1,69319.815976947,-47975.14704205157,-1,47975.14704205157,-392393.25028456294,-1,392393.25028456294,-395626.10049255425,-1,395626.10049255425,-395626.10049255425,-1,395626.10049255425,2.4651960712586525
90638,2022-12-16 00:00:00,wombat-exchange,Binance,123016196.44641,-3101043.648344706,1,-967744.434823133,-1,967744.434823133,-3101043.648344706,-1,3101043.648344706,-18005979.549313284,-1,18005979.549313284,-22346595.234789073,-1,22346595.234789073,-8213546.742215546,-1,8213546.742215546,-967744.434823133,-1,967744.434823133,-967744.434823133,-1,967744.434823133,-2.520841757366173
90619,2022-12-16 00:00:00,w3swap,Binance,38577683.61668,-203083.5895590171,1,-14345398.634647964,-1,14345398.634647964,-203083.5895590171,-1,203083.5895590171,-1222216.420918949,-1,1222216.420918949,1091272.801362804,1,1091272.801362804,-14345398.634647964,-1,14345398.634647964,-14345398.634647964,-1,14345398.634647964,-14345398.634647964,-1,14345398.634647964,-0.5264276403345507
90641,2022-12-16 00:00:00,wombex-finance,Binance,75952799.37663,-3637328.233370615,1,69991197.58880216,1,69991197.58880216,-3637328.233370615,-1,3637328.233370615,-14814466.733991718,-1,14814466.733991718,8980906.94678597,1,8980906.94678597,69991197.58880216,1,69991197.58880216,69991197.58880216,1,69991197.58880216,69991197.58880216,1,69991197.58880216,-4.788932420165397
90645,2022-12-16 00:00:00,wrapped,Ethereum,9301927.92694,0.0,1,725274.0000003288,1,725274.0000003288,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,725274.0000003288,1,725274.0000003288,725274.0000003288,1,725274.0000003288,725274.0000003288,1,725274.0000003288,0.0
90646,2022-12-16 00:00:00,wx.network,Waves,11347269.95702,-144151.3355507221,1,-10087317.97643366,-1,10087317.97643366,-144151.3355507221,-1,144151.3355507221,-932077.8944252769,-1,932077.8944252769,-53821.44716782024,-1,53821.44716782024,-9812079.72928512,-1,9812079.72928512,-10087317.97643366,-1,10087317.97643366,-10087317.97643366,-1,10087317.97643366,-1.2703613829293163
90647,2022-12-16 00:00:00,yearn-finance,Arbitrum,264780.29466,-3123.269364323372,1,80731.82324496045,1,80731.82324496045,-3123.269364323372,-1,3123.269364323372,-2645.039117171694,-1,2645.039117171694,24547.60135496047,1,24547.60135496047,80731.82324496045,1,80731.82324496045,80731.82324496045,1,80731.82324496045,80731.82324496045,1,80731.82324496045,-1.1795701671583645
90648,2022-12-16 00:00:00,yearn-finance,Ethereum,354150992.41332,-11020054.269373257,1,-127460993.55832705,-1,127460993.55832705,-11020054.269373257,-1,11020054.269373257,-15945196.161195181,-1,15945196.161195181,1094219.0239645485,1,1094219.0239645485,-99306373.43360348,-1,99306373.43360348,-127460993.55832705,-1,127460993.55832705,-127460993.55832705,-1,127460993.55832705,-3.1116824477261527
90649,2022-12-16 00:00:00,yearn-finance,Fantom,15371128.30814,-269608.36112216103,1,-5401853.127610687,-1,5401853.127610687,-269608.36112216103,-1,269608.36112216103,-1984520.3818892972,-1,1984520.3818892972,-1271089.4460580596,-1,1271089.4460580596,-5069339.38109751,-1,5069339.38109751,-5401853.127610687,-1,5401853.127610687,-5401853.127610687,-1,5401853.127610687,-1.7539920018713662
90650,2022-12-16 00:00:00,yearn-finance,Optimism,124016.17198,1032.3533998637533,1,121127.96089951672,1,121127.96089951672,1032.3533998637533,1,1032.3533998637533,-34016.803008349125,-1,34016.803008349125,-66206.11823119054,-1,66206.11823119054,121127.96089951672,1,121127.96089951672,121127.96089951672,1,121127.96089951672,121127.96089951672,1,121127.96089951672,0.8324344989702152
90651,2022-12-16 00:00:00,yeti-finance,Avalanche,18685784.666,-69043.57294835537,1,-35852583.04078847,-1,35852583.04078847,-69043.57294835537,-1,69043.57294835537,-150569.0993060539,-1,150569.0993060539,-2353144.361286678,-1,2353144.361286678,-32818537.304196622,-1,32818537.304196622,-35852583.04078847,-1,35852583.04078847,-35852583.04078847,-1,35852583.04078847,-0.36949785188301265
90644,2022-12-16 00:00:00,wrapped,Celo,2356405.75136,0.0,1,-780778.2777305477,-1,780778.2777305477,0.0,1,0.0,0.0,1,0.0,-171435.3190234065,-1,171435.3190234065,-780778.2777305477,-1,780778.2777305477,-780778.2777305477,-1,780778.2777305477,-780778.2777305477,-1,780778.2777305477,0.0
90618,2022-12-16 00:00:00,vvs-finance,Cronos,185454180.63639998,-618335.755591674,1,-166903656.06939757,-1,166903656.06939757,-618335.755591674,-1,618335.755591674,-1992406.6509232516,-1,1992406.6509232516,-163837768.31828478,-1,163837768.31828478,-160266525.647283,-1,160266525.647283,-166903656.06939757,-1,166903656.06939757,-166903656.06939757,-1,166903656.06939757,-0.333416994682896
90617,2022-12-16 00:00:00,voltz,Ethereum,12938965.892930001,34055.05467737758,1,4724428.515112215,1,4724428.515112215,34055.05467737758,1,34055.05467737758,121740.89254511648,1,121740.89254511648,567169.187075348,1,567169.187075348,4710232.252221222,1,4710232.252221222,4724428.515112215,1,4724428.515112215,4724428.515112215,1,4724428.515112215,0.26319765396387396
90614,2022-12-16 00:00:00,vires-finance,Waves,0.0,-73175213.0164,1,-127526708.02915497,-1,127526708.02915497,-73175213.0164,-1,73175213.0164,-73554729.14007911,-1,73554729.14007911,-78298540.87536454,-1,78298540.87536454,-126255176.62131768,-1,126255176.62131768,-127526708.02915497,-1,127526708.02915497,-127526708.02915497,-1,127526708.02915497,-inf
90585,2022-12-16 00:00:00,uniswap-v2,Ethereum,916179126.75881,-22588604.738142416,1,-256004925.36277607,-1,256004925.36277607,-22588604.738142416,-1,22588604.738142416,-18109791.925655216,-1,18109791.925655216,-36912161.90834897,-1,36912161.90834897,-169822611.0619055,-1,169822611.0619055,-256004925.36277607,-1,256004925.36277607,-256004925.36277607,-1,256004925.36277607,-2.4655227431402733
90586,2022-12-16 00:00:00,uniswap-v3,Arbitrum,80098194.27029,527112.3374209227,1,5105238.128809176,1,5105238.128809176,527112.3374209227,1,527112.3374209227,-3116251.4702641536,-1,3116251.4702641536,9244264.521609452,1,9244264.521609452,1986897.629239933,1,1986897.629239933,5105238.128809176,1,5105238.128809176,5105238.128809176,1,5105238.128809176,0.6580826724285331
90587,2022-12-16 00:00:00,uniswap-v3,Celo,858093.29849,367.63261992668663,1,-134579.0784637459,-1,134579.0784637459,367.63261992668663,1,367.63261992668663,3318.884807232864,1,3318.884807232864,-24710.33598769863,-1,24710.33598769863,-128897.09582652808,-1,128897.09582652808,-134579.0784637459,-1,134579.0784637459,-134579.0784637459,-1,134579.0784637459,0.042842965977431056
90588,2022-12-16 00:00:00,uniswap-v3,Ethereum,2349491005.14396,-22273506.844045166,1,-1094967504.5786893,-1,1094967504.5786893,-22273506.844045166,-1,22273506.844045166,-15377277.81765037,-1,15377277.81765037,-331282262.4061515,-1,331282262.4061515,-1198558826.4511352,-1,1198558826.4511352,-1094967504.5786893,-1,1094967504.5786893,-1094967504.5786893,-1,1094967504.5786893,-0.9480141356268101
90589,2022-12-16 00:00:00,uniswap-v3,Optimism,43412696.127670005,432863.1711684832,1,10410980.899740243,1,10410980.899740243,432863.1711684832,1,432863.1711684832,-1282280.367668269,-1,1282280.367668269,-138284.9289191108,-1,138284.9289191108,8209901.829385116,1,8209901.829385116,10410980.899740243,1,10410980.899740243,10410980.899740243,1,10410980.899740243,0.997088892833331
90590,2022-12-16 00:00:00,uniswap-v3,Polygon,96513289.50561,-567995.8198917067,1,34367017.13505656,1,34367017.13505656,-567995.8198917067,-1,567995.8198917067,-490757.4477651351,-1,490757.4477651351,9802705.267923089,1,9802705.267923089,33045782.239893563,1,33045782.239893563,34367017.13505656,1,34367017.13505656,34367017.13505656,1,34367017.13505656,-0.5885156570678186
90591,2022-12-16 00:00:00,unslashed,Ethereum,22005185.220480002,2864.282715020511,1,316738.3270972261,1,316738.3270972261,2864.282715020511,1,2864.282715020511,19829.15624627065,1,19829.15624627065,90132.82055022907,1,90132.82055022907,310181.4961140195,1,310181.4961140195,316738.3270972261,1,316738.3270972261,316738.3270972261,1,316738.3270972261,0.01301639902741992
90592,2022-12-16 00:00:00,uwu-lend,Ethereum,52127318.49311,-2025109.521428982,1,35452831.99871698,1,35452831.99871698,-2025109.521428982,-1,2025109.521428982,-3947669.952997638,-1,3947669.952997638,2102007.3213389413,1,2102007.3213389413,35452831.99871698,1,35452831.99871698,35452831.99871698,1,35452831.99871698,35452831.99871698,1,35452831.99871698,-3.8849293997285774
90595,2022-12-16 00:00:00,uxd,Solana,16094615.74001,-2123.4672948815128,1,1007025.4267256239,1,1007025.4267256239,-2123.4672948815128,-1,2123.4672948815128,-5068.279165626744,-1,5068.279165626744,-47642.43834966861,-1,47642.43834966861,1007025.4267256239,1,1007025.4267256239,1007025.4267256239,1,1007025.4267256239,1007025.4267256239,1,1007025.4267256239,-0.013193650157193459
