,date,protocol,chain,usd_value,name,category,parentProtocol,net_dollar_flow,cumul_net_dollar_flow,rank_desc,pct_of_tvl,flow_direction,abs_cumul_net_dollar_flow
13251,2022-09-12 17:59:07,instadapp,Ethereum,2360324981.74689,Instadapp,Services,Instadapp,-27460759.744410038,601732622.7718346,1,-1.1634313052978904,1,601732622.7718346
13326,2022-09-12 17:59:07,makerdao,Ethereum,8538335639.12003,MakerDAO,CDP,MakerDAO,-17961288.97635709,169580410.2001738,1,-0.2103605402212579,1,169580410.2001738
13731,2022-09-12 17:59:07,wombat-exchange,Binance,165507909.32694,Wombat Exchange,Dexes,Wombat Exchange,-5065650.845820492,139705313.58477694,1,-3.060669950107301,1,139705313.58477694
12989,2022-09-12 17:59:07,balancer,Ethereum,1605027610.83323,Balancer,Dexes,Balancer,-3355886.6438200474,71178019.67371964,1,-0.20908591361103632,1,71178019.67371964
12469,2022-09-12 17:59:02,aura,Ethereum,341935779.68231004,Aura,Yield,Aura,3502425.825146452,63882862.56175786,1,1.0242934589648762,1,63882862.56175786
12930,2022-09-12 17:59:07,aave-v2,Ethereum,5009780169.65193,AAVE V2,Lending,AAVE,-28132208.726939663,33854609.56630857,1,-0.5615457719553838,1,33854609.56630857
10842,2022-09-11 00:00:00,tornado-cash,Binance,29039926.256,Tornado Cash,Privacy,Tornado Cash,36387.91200000345,27225725.152,1,0.1253030454665334,1,27225725.152
13582,2022-09-12 17:59:07,stader,Ethereum,36097619.32047,Stader,Liquid Staking,Stader,-4862.91381,23471868.133954342,1,-0.013471563780502198,1,23471868.133954342
13712,2022-09-12 17:59:07,venus,Binance,748322091.27627,Venus,Lending,Venus,49446081.103060745,20248534.785838973,1,6.607593398549815,1,20248534.785838973
12665,2022-09-12 17:59:02,lido,Ethereum,7470600103.71855,Lido,Liquid Staking,Lido,1366253.406165826,19682049.757871937,1,0.018288402366575113,1,19682049.757871937
13208,2022-09-12 17:59:07,gmx,Arbitrum,322376828.46679,GMX,Derivatives,GMX,6927836.781777609,16611479.565381493,1,2.1489872007011472,1,16611479.565381493
13116,2022-09-12 17:59:07,defisaver,Ethereum,134540712.61247,DefiSaver,Services,DefiSaver,-1023260.6722300053,16074302.870884614,1,-0.7605583859046422,1,16074302.870884614
13727,2022-09-12 17:59:07,wbtc,Ethereum,5553283163.28865,WBTC,Bridge,WBTC,0.0,15235655.885066044,1,0.0,1,15235655.885066044
12990,2022-09-12 17:59:07,balancer,Polygon,75036493.92053,Balancer,Dexes,Balancer,1584147.4915399998,11665652.373792917,1,2.1111693907470492,1,11665652.373792917
12875,2022-09-12 17:59:02,uniswap,Arbitrum,92041792.9214,Uniswap,Dexes,Uniswap,-4832029.020850003,9279555.116528127,1,-5.249820616789116,1,9279555.116528127
13005,2022-09-12 17:59:07,beefy,Optimism,32906171.84,Beefy,Yield Aggregator,Beefy,1375494.4699999988,8651986.974114459,1,4.1800501033304,1,8651986.974114459
13535,2022-09-12 17:59:07,rocket-pool,Ethereum,596697724.4133799,Rocket Pool,Liquid Staking,Rocket Pool,620832.9566942498,8543046.696863674,1,0.1040448004564786,1,8543046.696863674
12535,2022-09-12 17:59:02,curve,Optimism,45909506.65094,Curve,Dexes,Curve,308023.67192555516,8377679.642015025,1,0.6709365758763787,1,8377679.642015025
12868,2022-09-12 17:59:02,trader-joe,Avalanche,163525686.33264,Trader Joe,Dexes,Trader Joe,2004370.9239706167,7326596.397048411,1,1.2257223736051925,1,7326596.397048411
13321,2022-09-12 17:59:07,madmex,Polygon,21792839.3777,Madmex,Derivatives,MM Finance,202676.76283778297,4964970.184424142,1,0.9300154024223956,1,4964970.184424142
13389,2022-09-12 17:59:07,notional,Ethereum,114397688.61627999,Notional,Lending,Notional,250990.48683867327,4891119.466513441,1,0.219401711585766,1,4891119.466513441
13455,2022-09-12 17:59:07,pika-protocol,Optimism,6201538.43982,Pika Protocol,Derivatives,Pika Protocol,724283.0381738356,4789486.096906594,1,11.679086491236164,1,4789486.096906594
13611,2022-09-12 17:59:07,sushiswap,Ethereum,476879096.02395,SushiSwap,Dexes,SushiSwap,-14444200.628780007,4645697.211013792,1,-3.028902031817009,1,4645697.211013792
12870,2022-09-12 17:59:02,truefi,Ethereum,20420195.08969,TrueFi,RWA,TrueFi,-674704.5502523846,4400433.002560159,1,-3.3041043304872137,1,4400433.002560159
13243,2022-09-12 17:59:07,ichi-farm,Ethereum,11955672.565380001,ICHI Farm,CDP,ICHI Farm,-10483.711028970842,3980311.795334962,1,-0.08768817456015388,1,3980311.795334962
13596,2022-09-12 17:59:07,stargate,Optimism,36917294.88125,Stargate,Cross Chain,Stargate,1245168.0565469451,3696348.244520244,1,3.37285833253009,1,3696348.244520244
13034,2022-09-12 17:59:07,bunny,Binance,61573711.30816,Bunny,Yield,Bunny,45719.03779999912,3458777.4850974893,1,0.07425090485643708,1,3458777.4850974893
13689,2022-09-12 17:59:07,unicrypt,Ethereum,105900745.21629,UniCrypt,Services,UniCrypt,-134838.46182369295,3354199.371748175,1,-0.1273253191451118,1,3354199.371748175
12639,2022-09-12 17:59:02,injective,Ethereum,84989422.83975,Injective,Synthetics,Injective,22350.243600008558,3262467.695789843,1,0.026297676644010847,1,3262467.695789843
12760,2022-09-12 17:59:02,pnetwork,Ethereum,40325378.90696,pNetwork,Cross Chain,pNetwork,-1082210.6338199973,3213830.0172075066,1,-2.683696131701349,1,3213830.0172075066
12453,2022-09-12 17:59:02,ankr,Binance,25643279.61494,Ankr,Liquid Staking,Ankr,511.5381869888683,3203447.3101383992,1,0.0019948235743248756,1,3203447.3101383992
13230,2022-09-12 17:59:07,helio-protocol,Binance,20528374.04829,Helio Protocol,CDP,Helio Protocol,112498.5158808635,2720186.958340382,1,0.5480147410419705,1,2720186.958340382
12399,2022-09-12 13:59:06,synthetix,Optimism,174878278.11682,Synthetix,Derivatives,Synthetix,-1075744.7657663673,2659247.9602449248,1,-0.6151391569899617,1,2659247.9602449248
12398,2022-09-12 13:59:06,synthetix,Ethereum,334667655.55678004,Synthetix,Derivatives,Synthetix,539779.2260853804,2654626.2970390473,1,0.1612881367897236,1,2654626.2970390473
12740,2022-09-12 17:59:02,ouchi-finance,Ethereum,14190187.46387,Ouchi Finance,Dexes,Ouchi Finance,0.0,2497159.488744359,1,0.0,1,2497159.488744359
13763,2022-09-12 17:59:07,yearn-finance,Ethereum,494623635.55337,Yearn Finance,Yield Aggregator,Yearn Finance,-8175068.806999981,2445194.15710387,1,-1.652785718145871,1,2445194.15710387
12474,2022-09-12 17:59:02,b.protocol,Ethereum,20372083.99269,B.Protocol,Lending,B.Protocol,-145302.81165504325,2376895.1293256576,1,-0.7132447112783427,1,2376895.1293256576
13659,2022-09-12 17:59:07,tokensfarm,Ethereum,14499864.59108,TokensFarm,Farm,TokensFarm,88437.91370000131,2347262.956317413,1,0.6099223419948789,1,2347262.956317413
12797,2022-09-12 17:59:02,saddle-finance,Arbitrum,6575645.38599,Saddle Finance,Dexes,Saddle Finance,-132515.25827494968,2199240.592514484,1,-2.015243379110517,1,2199240.592514484
13415,2022-09-12 17:59:07,opyn,Avalanche,3018598.86372,Opyn,Options,Opyn,0.0,2029761.2710953548,1,0.0,1,2029761.2710953548
12791,2022-09-12 17:59:02,ribbon-finance,Avalanche,3424908.03836,Ribbon Finance,Options,Ribbon Finance,10476.776458948238,1958185.297819147,1,0.3058994969092656,1,1958185.297819147
13416,2022-09-12 17:59:07,opyn,Ethereum,87000297.27029,Opyn,Options,Opyn,7417262.564493189,1947950.0806495603,1,8.525560023604807,1,1947950.0806495603
13179,2022-09-12 17:59:07,fodl-finance,Ethereum,3226691.3505199994,FODL Finance,Options,FODL Finance,-145803.13268049317,1913545.1644603084,1,-4.518657561002734,1,1913545.1644603084
13303,2022-09-12 17:59:07,liqee,Binance,26998258.58435,Liqee,Lending,Liqee,-12813.070340000093,1887810.7887791316,1,-0.04745887702337738,1,1887810.7887791316
13006,2022-09-12 17:59:07,beefy,Polygon,85379569.6,Beefy,Yield Aggregator,Beefy,1625544.9899999946,1874587.7429734408,1,1.9039039405042806,1,1874587.7429734408
12845,2022-09-12 17:59:02,synapse,Arbitrum,45286859.363869995,Synapse,Cross Chain,Synapse,-105606.14612654896,1749866.0518914144,1,-0.23319379530831827,1,1749866.0518914144
13144,2022-09-12 17:59:07,echidna-finance,Avalanche,8409633.91264,Echidna Finance,Yield,Echidna Finance,30700.284096600844,1726686.2988260388,1,0.3650608863063248,1,1726686.2988260388
12850,2022-09-12 17:59:02,synapse,Polygon,12908689.209150001,Synapse,Cross Chain,Synapse,-50814.41710230809,1716252.3563020153,1,-0.39364505782887366,1,1716252.3563020153
12847,2022-09-12 17:59:02,synapse,Binance,13253807.76599,Synapse,Cross Chain,Synapse,-119306.91529731003,1558847.6847336197,1,-0.9001708596035182,1,1558847.6847336197
13581,2022-09-12 17:59:07,stader,Binance,10665754.96038,Stader,Liquid Staking,Stader,380905.74530684634,1547313.430263722,1,3.5712966097739365,1,1547313.430263722
12521,2022-09-12 17:59:02,connext,Ethereum,1572133.10814,Connext,Cross Chain,Connext,-5511.483272189953,1483004.1588132645,1,-0.3505735769861511,1,1483004.1588132645
12849,2022-09-12 17:59:02,synapse,Optimism,5911847.042859999,Synapse,Cross Chain,Synapse,-100426.47484084308,1346770.8701629324,1,-1.698732631490062,1,1346770.8701629324
12835,2022-09-12 17:59:02,sturdy,Ethereum,20258428.88714,Sturdy,Lending,Sturdy,-1193359.0607300028,1239407.2149030385,1,-5.89067921988533,1,1239407.2149030385
12414,2022-09-12 17:56:59,dforce,Binance,20625966.41861,dForce,Lending,dForce,-48118.06207000092,1105781.0727929233,1,-0.23328876375259625,1,1105781.0727929233
13543,2022-09-12 17:59:07,rubicon,Optimism,6008259.9487,Rubicon,Dexes,Rubicon,60522.17447610175,1078948.7238301414,1,1.0073161779426147,1,1078948.7238301414
13729,2022-09-12 17:59:07,wing-finance,Binance,6048667.0,Wing Finance,Lending,Wing Finance,12991.0,1066646.4820670001,1,0.21477459413784888,1,1066646.4820670001
12819,2022-09-12 17:59:02,sperax-usd,Arbitrum,4976453.52202,Sperax USD,Algo-Stables,Sperax USD,1145.98890999984,1043324.0338146293,1,0.023028224918187717,1,1043324.0338146293
13049,2022-09-12 17:59:07,cbridge,Ethereum,104032528.77761,cBridge,Bridge,cBridge,2935180.550162403,952798.9879590003,1,2.8214065202980203,1,952798.9879590003
12486,2022-09-12 17:59:02,belt-finance,Binance,35142429.207550004,Belt Finance,Yield,Belt Finance,-10886.020897958839,933269.0405735713,1,-0.030976859435830024,1,933269.0405735713
13367,2022-09-12 17:59:07,mycelium.xyz,Arbitrum,19034098.22535,Mycelium.xyz,Derivatives,Mycelium,157227.5701626841,932099.5187552124,1,0.8260310958849904,1,932099.5187552124
13046,2022-09-12 17:59:07,cbridge,Arbitrum,12198457.96814,cBridge,Bridge,cBridge,648327.7422673878,915356.3609405217,1,5.31483359585854,1,915356.3609405217
13429,2022-09-12 17:59:07,pangolin,Avalanche,41900398.25286,Pangolin,Dexes,Pangolin,899374.4693057735,866807.7922236866,1,2.14645804528692,1,866807.7922236866
12725,2022-09-12 17:59:02,openleverage,Binance,8162193.91657,OpenLeverage,Dexes,OpenLeverage,-183440.90775499574,859046.6534977865,1,-2.247446086555159,1,859046.6534977865
12781,2022-09-12 17:59:02,pstake,Binance,5739245.89693,pStake,Liquid Staking,pStake,278911.064273779,841756.7668526128,1,4.859716228973083,1,841756.7668526128
12963,2022-09-12 17:59:07,apollox,Binance,16337302.60195,ApolloX,Derivatives,ApolloX,-75911.09812465962,822410.2937331008,1,-0.4646489079268139,1,822410.2937331008
12988,2022-09-12 17:59:07,balancer,Arbitrum,13959046.18232,Balancer,Dexes,Balancer,-245228.69841999933,808784.9857539536,1,-1.7567725990519087,1,808784.9857539536
12443,2022-09-12 17:59:02,acryptos,Binance,19086604.16,ACryptoS,Yield Aggregator,ACryptoS,-227465.2199999988,804139.0740779307,1,-1.191753221752773,1,804139.0740779307
13502,2022-09-12 17:59:07,railgun,Ethereum,2704692.2765099998,Railgun,Privacy,Railgun,802489.1132231271,741861.2648387048,1,29.67025565875535,1,741861.2648387048
12666,2022-09-12 17:59:02,liquid-finance,Arbitrum,1872411.3546,Liquid Finance,Yield,Liquid Finance,14033.0395948207,729038.5577275349,1,0.7494634958469666,1,729038.5577275349
13443,2022-09-12 17:59:07,perpetual-protocol,Optimism,22359521.74325,Perpetual Protocol,Derivatives,Perpetual Protocol,160554.34793664137,702423.1989765365,1,0.7180580594712866,1,702423.1989765365
13775,2022-09-12 18:02:14,1inch-network,Binance,1628824.52386,1inch Network,Dexes,1inch Network,664943.7657791702,695776.4681619917,1,40.823535994127944,1,695776.4681619917
13050,2022-09-12 17:59:07,cbridge,Optimism,7850146.24563,cBridge,Bridge,cBridge,-1096148.9378279392,693518.044974085,1,-13.963420597904664,1,693518.044974085
13188,2022-09-12 17:59:07,fraxlend,Ethereum,1187066.4688,Fraxlend,Lending,Frax Finance,17.08969600778155,662043.0276004707,1,0.0014396578841164174,1,662043.0276004707
13183,2022-09-12 17:59:07,fortube,Binance,2445439.65233,ForTube,Lending,ForTube,108801.62865369054,647234.4124476645,1,4.449164327159945,1,647234.4124476645
12518,2022-09-12 17:59:02,connext,Arbitrum,1572514.72415,Connext,Cross Chain,Connext,19286.138712204047,635577.333376695,1,1.2264520271903268,1,635577.333376695
13012,2022-09-12 17:59:07,bifi,Binance,3592499.47778,BiFi,Lending,BiFi,632.6061404860492,623263.7405909247,1,0.017609080930944793,1,623263.7405909247
13335,2022-09-12 17:59:07,mcdex,Binance,3308880.97386,MCDEX,Dexes,MCDEX,-2900.6125100003555,609935.0695058628,1,-0.08766143396861521,1,609935.0695058628
13451,2022-09-12 17:59:07,pickle,Optimism,931591.888,Pickle,Yield Aggregator,Pickle,87211.43900000001,567019.2443237592,1,9.361549850678822,1,567019.2443237592
12790,2022-09-12 17:59:02,rhino.fi,Ethereum,18591294.15377,Rhino.fi,Dexes,Rhino.fi,53556.68144016193,536733.1182833276,1,0.2880739823553463,1,536733.1182833276
13609,2022-09-12 17:59:07,sushiswap,Avalanche,11267291.57551,SushiSwap,Dexes,SushiSwap,-13394.866243018778,531367.2184207708,1,-0.11888275148690713,1,531367.2184207708
12634,2022-09-12 17:59:02,hyphen,Optimism,1046993.0847199999,Hyphen,Bridge,Hyphen,-69207.51077623357,500344.3674402135,1,-6.6101210969069495,1,500344.3674402135
12459,2022-09-12 17:59:02,apeswap-lending,Binance,16870946.64015,ApeSwap Lending,Lending,ApeSwap,314415.3907699995,498756.0427623002,1,1.8636499627219734,1,498756.0427623002
13228,2022-09-12 17:59:07,hector-network,Binance,3277182.2026199996,Hector Network,Dexes,Hector Network,0.0,479981.37512008206,1,0.0,1,479981.37512008206
13758,2022-09-12 17:59:07,xy-finance,Ethereum,495596.89717,XY Finance,Bridge,XY Finance,37535.99506152628,462242.64497952734,1,7.573896300777415,1,462242.64497952734
12510,2022-09-12 17:59:02,claystack,Ethereum,1604648.84367,ClayStack,Liquid Staking,ClayStack,460917.5175722404,444146.3814551845,1,28.72388681115263,1,444146.3814551845
13186,2022-09-12 17:59:07,fractal-protocol,Ethereum,3291062.76339,Fractal Protocol,Yield,Fractal Protocol,0.0,435533.4346212353,1,0.0,1,435533.4346212353
12429,2022-09-12 17:56:59,xtoken,Arbitrum,599333.06035,xToken,Services,xToken,-4845.232350321807,434787.8473980589,1,-0.8084373565997303,1,434787.8473980589
12820,2022-09-12 17:59:02,sphere-finance,Polygon,1411437.30282,Sphere Finance,Reserve Currency,Sphere Finance,3417.818757910065,425272.5774953014,1,0.2421516528634597,1,425272.5774953014
13658,2022-09-12 17:59:07,tokensfarm,Binance,20601666.84078,TokensFarm,Farm,TokensFarm,-38263.26486999914,419160.2745949087,1,-0.185728976037312,1,419160.2745949087
12617,2022-09-12 17:59:02,hop-protocol,Arbitrum,4165718.92018,Hop Protocol,Cross Chain,Hop Protocol,149413.64735836888,416227.33041877777,1,3.586743374224412,1,416227.33041877777
12816,2022-09-12 17:59:02,solo-top,Binance,14355271.33672,Solo Top,Yield,Solo Top,31019.72030999884,401732.91701324563,1,0.21608592120897144,1,401732.91701324563
13290,2022-09-12 17:59:07,kyberswap,Arbitrum,768898.58581,KyberSwap,Dexes,KyberSwap,30609.608562245914,392035.1151484564,1,3.9809682482378443,1,392035.1151484564
12483,2022-09-12 17:59:02,beethoven-x,Optimism,4228485.92486,Beethoven X,Dexes,Beethoven X,-165136.8306400003,379647.0399114266,1,-3.9053418546135465,1,379647.0399114266
13485,2022-09-12 17:59:07,proxy,Polygon,7229560.9248,Proxy,Yield,Proxy,88328.37772545076,378258.6663646976,1,1.2217668354166928,1,378258.6663646976
13334,2022-09-12 17:59:07,mcdex,Avalanche,365089.39414,MCDEX,Dexes,MCDEX,8463.65525000001,365089.76904174616,1,2.31824188427519,1,365089.76904174616
12799,2022-09-12 17:59:02,saddle-finance,Optimism,3107630.9237699998,Saddle Finance,Dexes,Saddle Finance,11808.518847253705,341407.98887805507,1,0.3799845971711559,1,341407.98887805507
13003,2022-09-12 17:59:07,beefy,Avalanche,27336511.21,Beefy,Yield Aggregator,Beefy,-6696334.030000001,325931.31270879414,1,-24.49593504657027,1,325931.31270879414
13125,2022-09-12 17:59:07,dfyn-network,Polygon,21476567.578900002,Dfyn Network,Dexes,Dfyn Network,-162549.73311201166,321559.63525065104,1,-0.7568701679858343,1,321559.63525065104
13019,2022-09-12 17:59:07,bolide,Binance,2780992.65803,Bolide,Yield Aggregator,Bolide,161.15613000001758,315701.110337732,1,0.00579491389647096,1,315701.110337732
12522,2022-09-12 17:59:02,connext,Optimism,2013960.2117599999,Connext,Cross Chain,Connext,54319.944920415954,293725.40009980113,1,2.6971707088962673,1,293725.40009980113
12776,2022-09-12 17:59:02,premia,Arbitrum,3614813.9402,Premia,Options,Premia,-39858.77124090606,262680.3761874678,1,-1.1026507007080082,1,262680.3761874678
13630,2022-09-12 17:59:07,tenderize,Arbitrum,505745.91032,Tenderize,Liquid Staking,Tenderize,218.8052585833609,252439.75491330842,1,0.043263871070142026,1,252439.75491330842
12809,2022-09-12 17:59:02,sherlock,Ethereum,21593260.81615,Sherlock,Insurance,Sherlock,32604.48303644197,249377.50154245278,1,0.15099379067406288,1,249377.50154245278
12643,2022-09-12 17:59:02,iron-bank,Ethereum,8550010.30735,Iron Bank,Lending,Iron Bank,61847.906565705634,247515.93864206938,1,0.7233664562081077,1,247515.93864206938
12779,2022-09-12 17:59:02,premia,Optimism,1221788.58324,Premia,Options,Premia,-7634.045169855614,240717.1278004178,1,-0.6248253809682255,1,240717.1278004178
12694,2022-09-12 17:59:02,metronome,Ethereum,4851043.19871,Metronome,Services,Metronome,10192.895434185382,238089.1194035919,1,0.21011759773435743,1,238089.1194035919
13447,2022-09-12 17:59:07,phuture,Avalanche,663300.94949,Phuture,Indexes,Phuture,20203.516384760347,236854.88596658406,1,3.0459049395744815,1,236854.88596658406
13310,2022-09-12 17:59:07,llamapay,Avalanche,540378.29908,LlamaPay,Payments,LlamaPay,-65562.30306439518,234371.91891446128,1,-12.132667647093845,1,234371.91891446128
12520,2022-09-12 17:59:02,connext,Binance,1280943.82323,Connext,Cross Chain,Connext,-82426.91105343367,232268.81701718888,1,-6.434857607228064,1,232268.81701718888
12741,2022-09-12 17:59:02,pacoca,Binance,4913009.02,Pacoca,Yield,Pacoca,-57601.19000000041,230830.66710886915,1,-1.172421824700831,1,230830.66710886915
13516,2022-09-12 17:59:07,renvm,Avalanche,1754463.55488,RenVM,Bridge,RenVM,3698.497834754558,220684.4553781565,1,0.2108050534573529,1,220684.4553781565
12730,2022-09-12 17:59:02,opensky-finance,Ethereum,421056.32075,OpenSky Finance,NFT Lending,OpenSky Finance,-620.3798813384255,213749.66453318775,1,-0.1473389308663942,1,213749.66453318775
13760,2022-09-12 17:59:07,xy-finance,Polygon,463313.4929,XY Finance,Bridge,XY Finance,119714.31750844393,203744.0420244901,1,25.838728926092955,1,203744.0420244901
12503,2022-09-12 17:59:02,centrifuge,Ethereum,3797797.11636,Centrifuge,RWA,Centrifuge,19019.000000033855,202639.8653363693,1,0.5007903112597711,1,202639.8653363693
13309,2022-09-12 17:59:07,llamapay,Arbitrum,211688.77028,LlamaPay,Payments,LlamaPay,-498.47126096049726,202297.96991939886,1,-0.23547364383154148,1,202297.96991939886
12695,2022-09-12 17:59:02,mimo-defi,Ethereum,18725692.08592,Mimo Defi,CDP,Mimo Defi,0.0,195405.40115056332,1,0.0,1,195405.40115056332
12844,2022-09-12 17:59:02,swivel-finance,Ethereum,1364727.68902,Swivel Finance,Yield,Swivel Finance,155366.04528203537,182120.96954832046,1,11.384398992710588,1,182120.96954832046
13342,2022-09-12 17:59:07,metavault.trade,Polygon,2326160.9791,Metavault.Trade,Derivatives,Metavault.Trade,57643.775118858204,181045.37623564058,1,2.478064744305047,1,181045.37623564058
12421,2022-09-12 17:56:59,handle-fi,Arbitrum,685183.97643,Handle Fi,CDP,Handle Fi,0.0,171743.87512885826,1,0.0,1,171743.87512885826
13526,2022-09-12 17:59:07,revert-compoundor,Ethereum,879084.29548,Revert Compoundor,Services,Revert Compoundor,-495.26475650051293,169671.93027198047,1,-0.056338710524920385,1,169671.93027198047
13258,2022-09-12 17:59:07,inverse-finance,Ethereum,10763873.150120001,Inverse Finance,CDP,Inverse Finance,2733.5417294328527,165005.2828915032,1,0.025395521586970556,1,165005.2828915032
13084,2022-09-12 17:59:07,cream-finance,Binance,3349839.31412,CREAM Finance,Lending,CREAM Finance,300062.4827087717,160350.4618501241,1,8.957518691836055,1,160350.4618501241
13730,2022-09-12 17:59:07,wing-finance,Ethereum,1848286.0,Wing Finance,Lending,Wing Finance,-419.0,160233.98736795905,1,-0.022669651774671236,1,160233.98736795905
12507,2022-09-12 17:59:02,channels-finance,Binance,610355.9380000001,Channels Finance,Lending,Channels Finance,158126.10310552455,158126.69282240025,1,25.907195008812142,1,158126.69282240025
13669,2022-09-12 17:59:07,toros,Optimism,3188295.17055,Toros,Indexes,Toros,4711.955157909193,157527.28670563994,1,0.14778917590294355,1,157527.28670563994
13746,2022-09-12 17:59:07,xdao,Binance,2463190.64665,XDAO,Services,XDAO,117645.77381824545,147196.73276511097,1,4.776153805968962,1,147196.73276511097
13060,2022-09-12 17:59:07,clearpool,Ethereum,6219139.62412,Clearpool,Lending,Clearpool,513866.93903837644,141071.9847420032,1,8.262669277361464,1,141071.9847420032
13205,2022-09-12 17:59:07,geyser,Ethereum,3825472.57595,Geyser,Yield,Geyser,-59592.57213999983,140052.59265714034,1,-1.5577832792384059,1,140052.59265714034
13308,2022-09-12 17:59:07,llama-airforce,Ethereum,14489385.98915,Llama Airforce,Yield,Llama Airforce,25570.471562406812,136114.60542537604,1,0.1764772612280092,1,136114.60542537604
12965,2022-09-12 17:59:07,apwine,Polygon,2269357.63069,APWine,Yield Aggregator,APWine,2361.939612017354,132021.5833164455,1,0.1040796558495368,1,132021.5833164455
12832,2022-09-12 17:59:02,strike,Ethereum,16873515.92415,Strike,Lending,Strike,5748.000000004861,125393.2747199284,1,0.03406521809588072,1,125393.2747199284
12579,2022-09-12 17:59:02,enzyme-finance,Ethereum,50138605.17337,Enzyme Finance,Indexes,Enzyme Finance,34077.73092701111,123126.10545448863,1,0.06796705015860857,1,123126.10545448863
12458,2022-09-12 17:59:02,apeswap-amm,Polygon,15137137.29937,ApeSwap AMM,Dexes,ApeSwap,204690.7262867626,121423.65396964019,1,1.3522419876265621,1,121423.65396964019
12972,2022-09-12 17:59:07,arrakis-finance,Optimism,4160401.80398,Arrakis Finance,Yield,Arrakis Finance,9506.399976039984,119487.9963681378,1,0.22849716022490418,1,119487.9963681378
13254,2022-09-12 17:59:07,insurace,Ethereum,6286043.80518,InsurAce,Insurance,InsurAce,0.0,111583.57127692047,1,0.0,1,111583.57127692047
13213,2022-09-12 17:59:07,golff-protocol,Ethereum,1327455.54056,Golff Protocol,Yield,Golff Protocol,-15102.5580399998,109923.99669735166,1,-1.1377072586271806,1,109923.99669735166
12772,2022-09-12 17:59:02,popsicle-finance,Ethereum,2117138.73,Popsicle Finance,Yield,Popsicle Finance,-8945.299999999814,102879.66769369108,1,-0.4225183675138669,1,102879.66769369108
13508,2022-09-12 17:59:07,reaper-farm,Optimism,751904.37268,Reaper Farm,Yield Aggregator,Reaper Farm,28580.492369999993,101650.80643174188,1,3.8010807502197426,1,101650.80643174188
12467,2022-09-12 17:59:02,atlantis-loans,Polygon,176663.56026,Atlantis Loans,Lending,Atlantis Loans,5376.41982620732,96262.4344312152,1,3.043310017241084,1,96262.4344312152
12554,2022-09-12 17:59:02,deri-protocol,Arbitrum,2097241.85602,Deri Protocol,Derivatives,Deri Protocol,-13.594170529949032,93219.07731120466,1,-0.0006481927914478642,1,93219.07731120466
13470,2022-09-12 17:59:07,polymarket,Polygon,7847530.67758,Polymarket,Prediction Market,Polymarket,-35105.99418364661,93189.13204980432,1,-0.44735083717407653,1,93189.13204980432
13304,2022-09-12 17:59:07,liqee,Ethereum,5550214.19837,Liqee,Lending,Liqee,-7988.030460000038,90003.01293845294,1,-0.14392292215219335,1,90003.01293845294
13621,2022-09-12 17:59:07,symbiosis-finance,Ethereum,1169065.21882,Symbiosis Finance,Cross Chain,Symbiosis Finance,53138.67658211727,89367.07322852191,1,4.5453988132289975,1,89367.07322852191
12515,2022-09-12 17:59:02,composable-finance,Ethereum,2498008.56581,Composable Finance,Cross Chain,Composable Finance,0.0,84962.30588010512,1,0.0,1,84962.30588010512
13135,2022-09-12 17:59:07,double-club,Binance,129475.12436,Double Club,Yield Aggregator,Double Club,42356.07240516708,84496.43515137387,1,32.71367578485412,1,84496.43515137387
12551,2022-09-12 17:59:02,defrost,Avalanche,14179019.2126,Defrost,CDP,Defrost,0.0,84127.95764913,1,0.0,1,84127.95764913
13269,2022-09-12 17:59:07,jpegd,Ethereum,11747395.99289,JPEG'd,NFT Lending,JPEG'd,0.0,83078.07092498873,1,0.0,1,83078.07092498873
13530,2022-09-12 17:59:07,risk-harbor,Arbitrum,314080.18703,Risk Harbor,Insurance,Risk Harbor,4.008559709963721,82958.73407065227,1,0.0012762854441311306,1,82958.73407065227
12900,2022-09-12 17:59:02,wepiggy,Binance,1135086.90915,WePiggy,Lending,WePiggy,16296.962649999885,82865.41128253673,1,1.435745802249074,1,82865.41128253673
13106,2022-09-12 17:59:07,dddx,Binance,261406.84161,DDDX,Dexes,DDDX,45866.32567054357,78736.09120321157,1,17.545954569533723,1,78736.09120321157
12970,2022-09-12 17:59:07,armor,Ethereum,248645872.78599,Armor,Insurance,Armor,5855.707243780683,77011.51099724251,1,0.002355038987041905,1,77011.51099724251
12509,2022-09-12 17:59:02,cian,Avalanche,906015.57,CIAN,Services,CIAN,34235.00999999989,70942.49946082899,1,3.7786337380493245,1,70942.49946082899
13650,2022-09-12 17:59:07,thunderpokt,Polygon,3675565.64915,ThunderPOKT,Liquid Staking,ThunderPOKT,1873.4553259166703,70784.65058397519,1,0.05097053092630572,1,70784.65058397519
12954,2022-09-12 17:59:07,annex,Binance,4171400.42017,Annex,Lending,Annex,217331.78062862915,70155.3873341083,1,5.210043600172339,1,70155.3873341083
13294,2022-09-12 17:59:07,kyberswap,Optimism,511243.89982,KyberSwap,Dexes,KyberSwap,-68.82495357496055,68811.28504422736,1,-0.013462254238963555,1,68811.28504422736
13670,2022-09-12 17:59:07,toros,Polygon,2490586.53243,Toros,Indexes,Toros,-838.3719744387296,68093.44612079438,1,-0.033661628035093885,1,68093.44612079438
12837,2022-09-12 17:59:02,superfluid,Polygon,6469741.861649999,Superfluid,Payments,Superfluid,15781.872296679643,67775.2967039932,1,0.24393357005830743,1,67775.2967039932
