,date,protocol,chain,usd_value,name,category,parentProtocol,net_dollar_flow,cumul_net_dollar_flow,rank_desc,pct_of_tvl,flow_direction,abs_cumul_net_dollar_flow
12853,2022-09-12 17:59:02,tempodao,Avalanche,6.12245,TempoDAO,Reserve Currency,TempoDAO,-0.8520553984845509,-0.8520553984845509,1,-13.916902522430577,-1,0.8520553984845509
13094,2022-09-12 17:59:07,cryptoyieldfocus,Avalanche,4226.57266,CryptoYieldFocus,Farm,CryptoYieldFocus,-0.826935184591707,-0.8619014007092737,1,-0.019565147724012084,-1,0.8619014007092737
12683,2022-09-12 17:59:02,marshmallowdefi,Binance,8459.71045,MarshmallowDeFi,Yield,MarshmallowDeFi,0.5356273434626255,-0.9213285919332614,1,0.006331509176683766,-1,0.9213285919332614
13606,2022-09-12 17:59:07,sunflower-finance,Binance,137.71394,SunFlower Finance,Dexes,SunFlower Finance,-0.09414999999998486,-0.9643100830199969,1,-0.06836635419768315,-1,0.9643100830199969
12584,2022-09-12 17:59:02,evolutionland,Ethereum,409374.26597,EvolutionLand,Gaming,EvolutionLand,3.517705540528027,-1.1221494292949714,1,0.0008592883903420089,-1,1.1221494292949714
13365,2022-09-12 17:59:07,mushrooms-finance,Ethereum,8999.37711,Mushrooms Finance,Yield Aggregator,Mushrooms Finance,0.06025249227802819,-1.2334626661434895,1,0.0006695184737961069,-1,1.2334626661434895
12851,2022-09-12 17:59:02,taichi,Binance,33614.15305,TaiChi,Reserve Currency,TaiChi,0.0,-1.4053647026824048,1,0.0,-1,1.4053647026824048
13379,2022-09-12 17:59:07,newland,Ethereum,6992.47363,Newland,Yield,Newland,1.00924482515763,-1.4916405838839815,1,0.014433301840819812,-1,1.4916405838839815
12561,2022-09-12 17:59:02,domani-protocol,Ethereum,178431.42308,Domani Protocol,Yield,Domani Protocol,0.20391078359404505,-1.5743927434721972,1,0.00011427963756284191,-1,1.5743927434721972
13182,2022-09-12 17:59:07,fortress,Avalanche,143188.7844,Fortress,Reserve Currency,Fortress,0.01778513155417283,-1.6845609175203946,1,1.2420757413855682e-05,-1,1.6845609175203946
12465,2022-09-12 17:59:02,atlantis-loans,Avalanche,10425.89524,Atlantis Loans,Lending,Atlantis Loans,-30.029999693880672,-1.8201037393243737,1,-0.2880328163922801,-1,1.8201037393243737
13119,2022-09-12 17:59:07,dehive,Polygon,6013.96126,DeHive,Indexes,DeHive,0.15061302442724123,-2.0545011823731443,1,0.002504389667904865,-1,2.0545011823731443
13279,2022-09-12 17:59:07,kingdefi,Polygon,3088.59456,KingDefi,Yield,KingDefi,-0.09182204304737063,-2.068031442188978,1,-0.002972939350361694,-1,2.068031442188978
12587,2022-09-12 17:59:02,farm-hero,Polygon,2910.58194,Farm Hero,Gaming,Farm Hero,0.0,-2.1699628960295256,1,0.0,-1,2.1699628960295256
13093,2022-09-12 17:59:07,cryptex-finance,Optimism,927.65189,Cryptex Finance,Indexes,Cryptex Finance,0.0,-2.1772336484493584,1,0.0,-1,2.1772336484493584
13745,2022-09-12 17:59:07,xdao,Avalanche,58.94124,XDAO,Services,XDAO,-2.601278852391835,-2.601278852391835,1,-4.413342597461192,-1,2.601278852391835
12575,2022-09-12 17:59:02,empiredex,Ethereum,78694.47189,EmpireDEX,Dexes,EmpireDEX,0.0,-2.6314767573743687,1,0.0,-1,2.6314767573743687
13430,2022-09-12 17:59:07,paprprintr,Binance,21481.30487,Paprprintr,Algo-Stables,Paprprintr,19.021590000000288,-2.8178466437881013,1,0.08854950905037962,-1,2.8178466437881013
13774,2022-09-12 17:59:07,ysl.io,Binance,89305.08288,YSL.IO,Yield,YSL.IO,-0.0005904539861796964,-3.0120629967567134,1,-6.611650391423906e-07,-1,3.0120629967567134
12670,2022-09-12 17:59:02,luchadores,Polygon,10487.52824,Luchadores,Gaming,Luchadores,0.0,-3.5830772562376088,1,0.0,-1,3.5830772562376088
13287,2022-09-12 17:59:07,kwikswap,Binance,1300.3315,KwikSwap,Dexes,KwikSwap,-2.5842330552778843,-3.780784986355002,1,-0.19873648029582336,-1,3.780784986355002
13507,2022-09-12 17:59:07,ramp,Polygon,49889.3098,Ramp,CDP,Ramp,0.846050814709784,-4.206970800259845,1,0.001695855922043211,-1,4.206970800259845
13740,2022-09-12 17:59:07,wowswap,Polygon,14218.90594,WOWswap,Dexes,WOWswap,0.12056238094884941,-4.253518165607096,1,0.0008479019515115338,-1,4.253518165607096
12985,2022-09-12 17:59:07,axia-protocol,Polygon,39721.39018,Axia Protocol,Indexes,Axia Protocol,0.0,-4.750857133404647,1,0.0,-1,4.750857133404647
13463,2022-09-12 17:59:07,pods-finance,Arbitrum,33741.821800000005,Pods Finance,Options,podsFinance,0.0,-5.0108786794185765,1,0.0,-1,5.0108786794185765
13647,2022-09-12 17:59:07,thoreum-finance,Binance,43544.40913,Thoreum Finance,Yield,Thoreum Finance,-0.939046869458144,-5.185282333302778,1,-0.0021565268382782716,-1,5.185282333302778
13699,2022-09-12 17:59:07,unitrade,Ethereum,287153.75437,UniTrade,Dexes,UniTrade,0.0,-5.852098374908055,1,0.0,-1,5.852098374908055
12890,2022-09-12 17:59:02,warp,Polygon,131975.04872999998,Warp,Reserve Currency,Warp,0.0,-6.03184723067173,1,0.0,-1,6.03184723067173
12674,2022-09-12 17:59:02,magic-land,Arbitrum,30766.69611,Magic Land,Yield,Magic Land,0.0,-6.650082921115732,1,0.0,-1,6.650082921115732
12505,2022-09-12 17:59:02,champagneswap,Binance,881.1456000000001,ChampagneSwap,Dexes,ChampagneSwap,-0.038284974233900204,-8.174477731240911,1,-0.004344908972353741,-1,8.174477731240911
12464,2022-09-12 17:59:02,asgard-dao,Binance,433.60168999999996,Asgard Dao,Reserve Currency,Asgard Dao,0.0,-9.610680805378593,1,0.0,-1,9.610680805378593
13323,2022-09-12 17:59:07,mahadao,Binance,10579.99822,MahaDAO,Lending,MahaDAO,0.24368361807605488,-12.246405480078842,1,0.002303248195405225,-1,12.246405480078842
13579,2022-09-12 17:59:07,squid-stake,Binance,26771.05045,Squid Stake,Yield,Squid Stake,-1.0864966203567694,-13.10503422195352,1,-0.004058475861401133,-1,13.10503422195352
13761,2022-09-12 17:59:07,yapeswap,Ethereum,20154.34578,Yapeswap,Yield Aggregator,Yapeswap,-0.1637364922986695,-15.22268719992624,1,-0.0008124128368441116,-1,15.22268719992624
12802,2022-09-12 17:59:02,sashimiswap,Binance,319203.88218,SashimiSwap,Dexes,SashimiSwap,0.0,-15.424981838163738,1,0.0,-1,15.424981838163738
12446,2022-09-12 17:59:02,afraswap,Binance,300.67066,AfraSwap,Dexes,AfraSwap,0.0,-16.85010312645984,1,0.0,-1,16.85010312645984
12749,2022-09-12 17:59:02,parrot-defi,Polygon,3694.61856,Parrot Defi,Farm,Parrot Defi,0.5978698695408831,-18.057433698616315,1,0.01618218118681467,-1,18.057433698616315
12668,2022-09-12 17:59:02,lixir-finance,Ethereum,43466.26068,Lixir Finance,Yield,Lixir Finance,-2.9671228977656945,-19.557226006295878,1,-0.006826266744245032,-1,19.557226006295878
12616,2022-09-12 17:59:02,homecoin,Ethereum,553.02419,HomeCoin,CDP,HomeCoin,52.155999977365525,-22.069999989364092,1,9.431052189121335,-1,22.069999989364092
12491,2022-09-12 17:59:02,bishares,Binance,13715.6092,BiShares,Indexes,BiShares,0.0,-22.70890545983434,1,0.0,-1,22.70890545983434
13558,2022-09-12 17:59:07,singular-farm,Avalanche,20310.07831,Singular Farm,Yield,Singular Farm,-4.28384885044669,-25.43494023240811,1,-0.021092232068536467,-1,25.43494023240811
13707,2022-09-12 17:59:07,value-liquid,Ethereum,186679.21679,Value Liquid,Dexes,Value,0.0,-25.931240822853756,1,0.0,-1,25.931240822853756
12569,2022-09-12 17:59:02,emerald-swap,Binance,363.24523999999997,Emerald Swap,Yield,Emerald Swap,0.041441063548979,-26.860758546503803,1,0.011408563412690283,-1,26.860758546503803
12650,2022-09-12 17:59:02,juggler-red,Optimism,715.15963,Juggler Red,Dexes,Juggler Red,0.0,-29.492429290643784,1,0.0,-1,29.492429290643784
12984,2022-09-12 17:59:07,axia-protocol,Ethereum,95378.03437,Axia Protocol,Indexes,Axia Protocol,-4.666842018634583,-31.573093633979013,1,-0.004892994544771706,-1,31.573093633979013
13486,2022-09-12 17:59:07,purefi,Polygon,11449.78045,PureFi,Yield,PureFi,0.0,-32.72811947035392,1,0.0,-1,32.72811947035392
13289,2022-09-12 17:59:07,kwikswap,Polygon,13381.17955,KwikSwap,Dexes,KwikSwap,-0.025875492655799803,-38.825826156363945,1,-0.00019337228500009032,-1,38.825826156363945
12653,2022-09-12 17:59:02,kebab-finance,Binance,48709.44675,Kebab Finance,Dexes,Kebab Finance,-2.7773291459894125,-41.126359332534946,1,-0.005701828559548179,-1,41.126359332534946
12894,2022-09-12 17:59:02,wasabix,Polygon,192674.06761,Wasabix,Yield,Wasabix,0.0,-41.43462000001455,1,0.0,-1,41.43462000001455
13080,2022-09-12 17:59:07,cougarswap,Polygon,755.20796,CougarSwap,Yield,CougarSwap,0.005550863576066156,-41.91075222915219,1,0.0007350112644557079,-1,41.91075222915219
13753,2022-09-12 17:59:07,xeus,Binance,564249.15937,XEUS,Reserve Currency,XEUS,1.0092051578145629,-46.72474421622506,1,0.00017885807024353722,-1,46.72474421622506
12560,2022-09-12 17:59:02,diamond-protocol,Optimism,38076.10942,Diamond Protocol,Yield,Diamond Protocol,0.0,-46.81752847510445,1,0.0,-1,46.81752847510445
13265,2022-09-12 17:59:07,jarvis-network,Ethereum,73293.73531,Jarvis Network,Derivatives,Jarvis Network,0.0,-50.480692468017814,1,0.0,-1,50.480692468017814
13278,2022-09-12 17:59:07,kingdefi,Binance,22570.02465,KingDefi,Yield,KingDefi,-11.794227254062761,-57.436482800765646,1,-0.05225615583925719,-1,57.436482800765646
12917,2022-09-12 17:59:02,zinax-dao,Binance,49653.686630000004,Zinax DAO,Farm,Zinax DAO,6.628758670252772,-61.07022149309505,1,0.013349982891799573,-1,61.07022149309505
12918,2022-09-12 17:59:02,zipswap,Arbitrum,531.11935,ZipSwap,Dexes,ZipSwap,-0.02313317255091718,-61.75889500683539,1,-0.004355550697017004,-1,61.75889500683539
13618,2022-09-12 17:59:07,swipe,Ethereum,73982.39748,Swipe,Dexes,Swipe,-1.143365530268417,-62.6931443105529,1,-0.0015454561750009631,-1,62.6931443105529
12943,2022-09-12 17:59:07,alligator,Avalanche,16138.94601,Alligator,Dexes,Alligator,0.24631640275696043,-62.8641003640438,1,0.001526223599758857,-1,62.8641003640438
13626,2022-09-12 17:59:07,tarina,Avalanche,107327.33065999999,Tarina,Dexes,Tarina,-2.383794489970171,-68.19165904265004,1,-0.0022210507568866536,-1,68.19165904265004
13189,2022-09-12 17:59:07,fringe,Ethereum,36976.846699999995,Fringe,Lending,Fringe,-3210.6063589811743,-72.43350477232298,1,-8.682747842263074,-1,72.43350477232298
13032,2022-09-12 17:59:07,bscstation,Binance,17284.07651,BSCStation,Dexes,BSCStation,0.2746288482589785,-86.78140979061074,1,0.0015889124773318798,-1,86.78140979061074
13118,2022-09-12 17:59:07,dehive,Ethereum,64440.88859,DeHive,Indexes,DeHive,3.7453621571027895,-90.61296835178679,1,0.0058120895584360364,-1,90.61296835178679
12840,2022-09-12 17:59:02,swapmatic,Polygon,2336.21352,SwapMatic,Dexes,SwapMatic,-24.38770169915432,-91.1000934104412,1,-1.0438986629592968,-1,91.1000934104412
13534,2022-09-12 17:59:07,robiniaswap,Binance,27442.79634,RobiniaSwap,Dexes,RobiniaSwap,-16.732357032923023,-92.62933057316243,1,-0.06097176404918444,-1,92.62933057316243
12992,2022-09-12 17:59:07,barnbridge,Arbitrum,2121.7311099999997,BarnBridge,Yield Aggregator,BarnBridge,-57.95771578111909,-95.47640499452564,1,-2.731623979492816,-1,95.47640499452564
12502,2022-09-12 17:59:02,canary,Avalanche,285313.48696999997,Canary,Yield Aggregator,Canary,-240.49822584200916,-108.33509829287033,1,-0.08429262436770014,-1,108.33509829287033
13391,2022-09-12 17:59:07,nsure,Ethereum,360744.41082,Nsure,Insurance,Nsure,156.2240038980338,-110.77300102899062,1,0.043306008135489765,-1,110.77300102899062
12884,2022-09-12 17:59:02,valuedefi,Binance,382561.90803,ValueDefi,Dexes,Value,5.534637567367383,-123.3100844595476,1,0.0014467299151313738,-1,123.3100844595476
13467,2022-09-12 17:59:07,polkamarkets,Ethereum,9030.86447,Polkamarkets,Options,Polkamarkets,0.0,-123.34047211790251,1,0.0,-1,123.34047211790251
12581,2022-09-12 17:59:02,etha-lend,Polygon,263099.39485,ETHA Lend,Yield,ETHA Lend,-16.40758814274568,-125.0071670094758,1,-0.006236269814341491,-1,125.0071670094758
13645,2022-09-12 17:59:07,the-parallel,Binance,310112.56349,The Parallel,Gaming,The Parallel,-68.00978667575623,-129.249481297122,1,-0.021930677657936715,-1,129.249481297122
12921,2022-09-12 17:59:02,zlot,Ethereum,46041.00317,zLot,Staking,zLot,0.0,-129.53954198998824,1,0.0,-1,129.53954198998824
12577,2022-09-12 17:59:02,enso-finance,Ethereum,110029.57934,Enso Finance,Indexes,Enso Finance,0.0,-136.0092917704219,1,0.0,-1,136.0092917704219
12692,2022-09-12 17:59:02,metavault-dao,Ethereum,23239.96406,Metavault DAO,Reserve Currency,Metavault DAO,-12.347501693112577,-150.32394686737368,1,-0.05313046810758526,-1,150.32394686737368
13056,2022-09-12 17:59:07,chargedefi,Binance,5594.7805499999995,ChargeDeFi,Algo-Stables,ChargeDeFi,-0.5452956301363423,-151.01938431487818,1,-0.009746506145559943,-1,151.01938431487818
12457,2022-09-12 17:59:02,apeswap-amm,Ethereum,200043.59494,ApeSwap AMM,Dexes,ApeSwap,1.4327707320002219,-151.42491315141646,1,0.0007162292461450513,-1,151.42491315141646
12434,2022-09-12 17:59:02,0.exchange,Binance,26912.9975,0.exchange,Dexes,0.exchange,0.0,-158.8699493949695,1,0.0,-1,158.8699493949695
13270,2022-09-12 17:59:07,kaco-finance,Binance,66578.75663999999,KACO Finance,Dexes,KACO Finance,-132.74241951340932,-161.17438053531808,1,-0.19937653722067064,-1,161.17438053531808
13038,2022-09-12 17:59:07,butterswap,Binance,70604.69278,ButterSwap,Dexes,ButterSwap,0.6243270619463885,-162.7125424120505,1,0.0008842571752160361,-1,162.7125424120505
13117,2022-09-12 17:59:07,dehive,Binance,44551.41197,DeHive,Indexes,DeHive,0.17033935087601426,-169.054117058928,1,0.00038234332727931785,-1,169.054117058928
13773,2022-09-12 17:59:07,youswap,Ethereum,94903.12045,YouSwap,Dexes,YouSwap,-7.767222366489477,-169.7777366058785,1,-0.008184369839115736,-1,169.7777366058785
12564,2022-09-12 17:59:02,dopple-finance,Binance,392776.1961,Dopple Finance,Algo-Stables,Dopple Finance,3.7676615300143084,-171.16829833437697,1,0.0009592387643203992,-1,171.16829833437697
13439,2022-09-12 17:59:07,percent-finance,Ethereum,481298.41232,Percent Finance,Lending,Percent Finance,-31.214978263107678,-171.9395524074833,1,-0.0064855768197202845,-1,171.9395524074833
12460,2022-09-12 17:59:02,arbinyan,Arbitrum,244773.13307,ArbiNYAN,Yield,ArbiNYAN,0.0,-172.34384382072784,1,0.0,-1,172.34384382072784
12704,2022-09-12 17:59:02,multi-chain-miner,Avalanche,1830.99643,Multi-Chain Miner,Yield,Multi-Chain Miner,-6.393222457889297,-193.05550214686187,1,-0.34916629836844065,-1,193.05550214686187
12586,2022-09-12 17:59:02,farm-hero,Binance,1363.41319,Farm Hero,Gaming,Farm Hero,0.0,-207.09949321575806,1,0.0,-1,207.09949321575806
12715,2022-09-12 17:59:02,olive-cash,Avalanche,111887.64456,Olive Cash,Yield,Olive Cash,-89.99018179398627,-214.8140727879695,1,-0.08042906091005324,-1,214.8140727879695
12439,2022-09-12 17:59:02,acoconut,Binance,92039.69543,ACoconut,Yield,ACoconut,-1.1203012728167259,-230.5299202961508,1,-0.001217193589768842,-1,230.5299202961508
12525,2022-09-12 17:59:02,cook-finance,Avalanche,36011.07132,Cook Finance,Indexes,Cook Finance,2.651878253827732,-250.70719670591575,1,0.007364063763231946,-1,250.70719670591575
13483,2022-09-12 17:59:07,predy-finance,Arbitrum,372719.81405,Predy Finance,Derivatives,Predy Finance,-758.3869658173136,-258.4819683169664,1,-0.20347374548635527,-1,258.4819683169664
12721,2022-09-12 17:59:02,oni-exchange,Binance,7399.46066,Oni Exchange,Dexes,Oni Exchange,1.0871340906496385,-261.0260095091264,1,0.014692072038796928,-1,261.0260095091264
12408,2022-09-12 15:59:24,unifi,Avalanche,11416.09995,UniFi,Dexes,UniFi,80.88763510943888,-265.81426155100866,1,0.7085400045874588,-1,265.81426155100866
13337,2022-09-12 17:59:07,mercurity,Ethereum,10896.35173,Mercurity,Dexes,Mercurity,0.0,-266.6313957268653,1,0.0,-1,266.6313957268653
12494,2022-09-12 17:59:02,brinc-finance,Arbitrum,249126.76954,Brinc Finance,Yield,Brinc Finance,0.0,-274.7140081595192,1,0.0,-1,274.7140081595192
12407,2022-09-12 15:59:24,atlendis,Polygon,229771.41228,Atlendis,Lending,Atlendis,0.1393049999816238,-291.5247227871131,1,6.062764666818794e-05,-1,291.5247227871131
13692,2022-09-12 17:59:07,unifarm,Ethereum,2274999.8296,UniFarm,Yield,UniFarm,0.0,-324.4349301653957,1,0.0,-1,324.4349301653957
12571,2022-09-12 17:59:02,emiswap,Ethereum,72185.10368,EmiSwap,Dexes,EmiSwap,0.0,-324.88239275913816,1,0.0,-1,324.88239275913816
12411,2022-09-12 15:59:24,unifi,Polygon,7389.541389999999,UniFi,Dexes,UniFi,119.89226325822025,-333.5321078241059,1,1.6224587823605148,-1,333.5321078241059
13568,2022-09-12 17:59:07,snowswap,Polygon,79128.21744000001,SnowSwap,Dexes,SnowSwap,-5.133975860977037,-350.6016426928281,1,-0.0064881732801196235,-1,350.6016426928281
12410,2022-09-12 15:59:24,unifi,Ethereum,8045.68658,UniFi,Dexes,UniFi,0.0,-358.48628823212596,1,0.0,-1,358.48628823212596
12888,2022-09-12 17:59:02,vesq,Polygon,255370.50716,Vesq,Reserve Currency,Vesq,2.1358568424736433,-358.87578967724914,1,0.0008363756904533389,-1,358.87578967724914
13480,2022-09-12 17:59:07,pop-town,Ethereum,126592.01246,Pop Town,Yield,Pop Town,-61.499982725828886,-361.58909304874544,1,-0.0485812505313172,-1,361.58909304874544
13155,2022-09-12 17:59:07,elyfi,Binance,862610.28009,ELYFI,Lending,ELYFI,-12.206784589947944,-386.82158101636526,1,-0.0014150984368832649,-1,386.82158101636526
13695,2022-09-12 17:59:07,unilend,Ethereum,172212.91191,Unilend,Lending,Unilend,0.0,-436.2992693742697,1,0.0,-1,436.2992693742697
12947,2022-09-12 17:59:07,anchor,Avalanche,72585.60684,Anchor,Lending,Anchor,-42.80381791370098,-438.9645923379795,1,-0.05897011787481942,-1,438.9645923379795
12803,2022-09-12 17:59:02,sashimiswap,Ethereum,9185357.08769,SashimiSwap,Dexes,SashimiSwap,0.0,-444.3918656861539,1,0.0,-1,444.3918656861539
13693,2022-09-12 17:59:07,unifarm,Polygon,61229.37586,UniFarm,Yield,UniFarm,-0.07797332209246537,-458.69713752929727,1,-0.00012734626312499106,-1,458.69713752929727
13548,2022-09-12 17:59:07,sakeperp,Binance,33822.61413,SakePerp,Dexes,SakePerp,-451.98553428029584,-464.12848840095194,1,-1.3363412199395712,-1,464.12848840095194
13229,2022-09-12 17:59:07,hector-network,Ethereum,6832369.73087,Hector Network,Dexes,Hector Network,23.846886687056667,-479.4259148968434,1,0.00034902804775496424,-1,479.4259148968434
13001,2022-09-12 17:59:07,bearn,Binance,1441252.55002,Bearn,Yield,Bearn,196.75802806158353,-489.75709878281003,1,0.013651877185497653,-1,489.75709878281003
12774,2022-09-12 17:59:02,powerpool,Binance,97312.04283,PowerPool,Indexes,PowerPool,0.0,-490.5091575318387,1,0.0,-1,490.5091575318387
13007,2022-09-12 17:59:07,beglobal-finance,Binance,22702.74067,BeGlobal Finance,Dexes,BeGlobal Finance,-0.6338874517015389,-506.5374612635599,1,-0.002792118629708767,-1,506.5374612635599
13407,2022-09-12 17:59:07,ooki,Binance,3646.90654,Ooki,Lending,Ooki,0.193456322533004,-509.29040794430745,1,0.0053046690506361035,-1,509.29040794430745
12727,2022-09-12 17:59:02,openocean,Avalanche,23261.9091,OpenOcean,Dexes,OpenOcean,589.4018700000015,-512.6726612123604,1,2.533763963508917,-1,512.6726612123604
13559,2022-09-12 17:59:07,singular-farm,Binance,19773.88366,Singular Farm,Yield,Singular Farm,-11.983706935871087,-527.6785164108175,1,-0.060603709124235274,-1,527.6785164108175
13088,2022-09-12 17:59:07,crosschain-bridge,Avalanche,42324.71218,CrossChain Bridge,Cross Chain,CrossChain Bridge,-515.8981967388487,-539.0006176417885,1,-1.2189053868690682,-1,539.0006176417885
12836,2022-09-12 17:59:02,superfarm,Ethereum,91869.60443,SuperFarm,Services,SuperFarm,0.0,-583.0292344188595,1,0.0,-1,583.0292344188595
13549,2022-09-12 17:59:07,sakeperp,Ethereum,312544.91088,SakePerp,Dexes,SakePerp,-16.04173576452547,-608.7384422643928,1,-0.005132617811423783,-1,608.7384422643928
13301,2022-09-12 17:59:07,life-dao,Avalanche,264789.01503999997,Life DAO,Reserve Currency,Life DAO,-177.21262442412262,-612.7061446616692,1,-0.06692597289104016,-1,612.7061446616692
13239,2022-09-12 17:59:07,hotfriescoin,Binance,4548.64154,Hotfriescoin,Reserve Currency,Hotfriescoin,0.0,-617.3862171555876,1,0.0,-1,617.3862171555876
13552,2022-09-12 17:59:07,seeder-finance,Binance,20761.62744,Seeder Finance,Yield,Seeder Finance,1.3662916076805942,-628.2349252748879,1,0.006580850232618346,-1,628.2349252748879
13431,2022-09-12 17:59:07,paprprintr,Polygon,7052.11575,Paprprintr,Algo-Stables,Paprprintr,0.35782000000017433,-645.3003719167037,1,0.005073938271648113,-1,645.3003719167037
13771,2022-09-12 17:59:07,yoshi-exchange,Binance,2622832.0134,Yoshi Exchange,Dexes,Yoshi Exchange,4.809523992063196,-647.3510367584997,1,0.0001833714079853924,-1,647.3510367584997
12910,2022-09-12 17:59:02,yaxis,Ethereum,627649.8663799999,yAxis,Yield Aggregator,yAxis,-0.9411742152358613,-650.7527442156353,1,-0.00014995210955179962,-1,650.7527442156353
12909,2022-09-12 17:59:02,yam-finance,Ethereum,227249.47522999998,Yam Finance,Synthetics,Yam Finance,0.0,-658.0111922993616,1,0.0,-1,658.0111922993616
13739,2022-09-12 17:59:07,wowswap,Ethereum,1103.4859,WOWswap,Dexes,WOWswap,0.0,-668.2850327271591,1,0.0,-1,668.2850327271591
13556,2022-09-12 17:59:07,shield,Binance,361634.00859,Shield,Options,Shield,0.0,-693.9546757223472,1,0.0,-1,693.9546757223472
12601,2022-09-12 17:59:02,greenhouse,Polygon,50070.6348,Greenhouse,Dexes,Greenhouse,-775.2078177631552,-712.8070492832687,1,-1.5482284593746656,-1,712.8070492832687
13642,2022-09-12 17:59:07,the-granary,Ethereum,20121.07724,The Granary,Lending,The Granary,0.0,-726.3513577563868,1,0.0,-1,726.3513577563868
13009,2022-09-12 17:59:07,benswap,Binance,95111.54391,BenSwap,Dexes,BenSwap,7.905243605440136,-733.9952072212834,1,0.008311550081576356,-1,733.9952072212834
13781,2022-09-12 18:15:25,bamboodefi,Polygon,90739.45804999999,BambooDeFi,Yield,BambooDeFi,-499.92745017117045,-753.8214179847969,1,-0.5509482433713637,-1,753.8214179847969
13433,2022-09-12 17:59:07,partyswap,Avalanche,23620.201309999997,PartySwap,Dexes,PartySwap,-151.74795721957003,-754.8874109090515,1,-0.6424498895160773,-1,754.8874109090515
13466,2022-09-12 17:59:07,pods-yield,Ethereum,603674.4921,Pods Yield,Yield,podsFinance,63.51193974315684,-755.5397522427309,1,0.01052089173458665,-1,755.5397522427309
12409,2022-09-12 15:59:24,unifi,Binance,826114.38983,UniFi,Dexes,UniFi,114.29105678285522,-803.97940594595,1,0.013834773754077125,-1,803.97940594595
13718,2022-09-12 17:59:07,volmex,Ethereum,382821.83693,Volmex,Yield,Volmex,0.0,-810.5654550653082,1,0.0,-1,810.5654550653082
13547,2022-09-12 17:59:07,safeswap,Polygon,16852.49991,SafeSwap,Dexes,SafeSwap,-458.6540090638445,-821.4630785894403,1,-2.721578469148584,-1,821.4630785894403
13506,2022-09-12 17:59:07,ramp,Ethereum,166716.03086,Ramp,CDP,Ramp,2.7774676314478484,-829.774847440558,1,0.0016659871382016227,-1,829.774847440558
12585,2022-09-12 17:59:02,evolutionland,Polygon,18447.40878,EvolutionLand,Gaming,EvolutionLand,17.663411152239807,-859.0904339839026,1,0.09575009348407688,-1,859.0904339839026
12540,2022-09-12 17:59:02,cybertime,Binance,36545.13625,CyberTime,Services,CyberTime,-867.5477543139932,-867.5477543139932,1,-2.373907565644917,-1,867.5477543139932
12737,2022-09-12 17:59:02,ordernchaos,Avalanche,117287.42228,OrderNChaos,Algo-Stables,OrderNChaos,-675.233699999997,-889.1852917865258,1,-0.5757085345332368,-1,889.1852917865258
13674,2022-09-12 17:59:07,tranche-finance,Ethereum,1180320.81232,Tranche Finance,Yield,Tranche Finance,0.0,-889.9821000141519,1,0.0,-1,889.9821000141519
13066,2022-09-12 17:59:07,cobraswap,Binance,30978.97082,CobraSwap,Dexes,CobraSwap,-65.01481265645353,-890.0410359550172,1,-0.2098675680164301,-1,890.0410359550172
13152,2022-09-12 17:59:07,elk,Optimism,67801.64657999999,Elk,Dexes,Elk,1266.5170862580894,-891.6343392585343,1,1.867973935948164,-1,891.6343392585343
12531,2022-09-12 17:59:02,cryptoswap,Binance,11763.55342,CryptoSwap,Dexes,CryptoSwap,8.993829900297085,-939.0473808219433,1,0.07645504363508118,-1,939.0473808219433
13627,2022-09-12 17:59:07,templar-dao,Binance,850407.10963,Templar DAO,Reserve Currency,Templar DAO,-69.23549897736018,-952.5992073095731,1,-0.008141453451333864,-1,952.5992073095731
13546,2022-09-12 17:59:07,safeswap,Ethereum,14882.30829,SafeSwap,Dexes,SafeSwap,28.833473329874103,-952.9903510016608,1,0.19374328745258174,-1,952.9903510016608
12857,2022-09-12 17:59:02,tesseract,Polygon,74033.82540999999,Tesseract,Yield,Tesseract,0.0,-988.0763724464493,1,0.0,-1,988.0763724464493
13120,2022-09-12 17:59:07,derivadex,Ethereum,1664764.3213900002,DerivaDEX,Derivatives,DerivaDEX,0.0,-994.9631849782227,1,0.0,-1,994.9631849782227
13345,2022-09-12 17:59:07,mint-club,Binance,1046829.29472,Mint Club,Launchpad,Mint Club,12.589236468474825,-1019.3158386757536,1,0.0012026064356406958,-1,1019.3158386757536
13249,2022-09-12 17:59:07,impossible-finance,Binance,2447036.33545,Impossible Finance,Launchpad,Impossible Finance,-58.87008621037063,-1019.3994097901829,1,-0.0024057708239769416,-1,1019.3994097901829
12543,2022-09-12 17:59:02,dao-maker,Polygon,56957.03788,DAO Maker,Services,DAO Maker,-64.57696576321655,-1024.1829330498624,1,-0.11337837810187847,-1,1024.1829330498624
12996,2022-09-12 17:59:07,barnbridge,Optimism,11218.35188,BarnBridge,Yield Aggregator,BarnBridge,-2055.290998779475,-1046.7184402125804,1,-18.320792757834898,-1,1046.7184402125804
12496,2022-09-12 17:59:02,btcst,Binance,1690150.60489,BTCST,Yield,BTCST,-313.459901070101,-1055.4931709584398,1,-0.018546270383431415,-1,1055.4931709584398
13564,2022-09-12 17:59:07,smoothy,Ethereum,3828683.73412,Smoothy,Dexes,Smoothy,10.510050000157207,-1062.0247541148638,1,0.00027450817905106696,-1,1062.0247541148638
13605,2022-09-12 17:59:07,sumswap,Ethereum,112049.36013999999,SumSwap,Dexes,SumSwap,-1.755800270312335,-1069.4297325391335,1,-0.0015669882167274776,-1,1069.4297325391335
