,date,token,token_value,usd_value,protocol,chain,last_token_value
18229,2022-09-27 00:00:00,AELIN,,,uniswap,Optimism,
7933,2022-09-27 00:00:00,PAPER,,,uniswap,Optimism,
6529,2022-09-27 00:00:00,SNX,,,uniswap,Optimism,
18696,2022-09-26 00:00:00,LUSD,,,uniswap,Optimism,
17760,2022-09-26 00:00:00,BOB,,,uniswap,Optimism,
11676,2022-09-26 00:00:00,MKR,,,uniswap,Optimism,
16824,2022-09-26 00:00:00,WSTETH,,,uniswap,Optimism,
14016,2022-09-26 00:00:00,XCHF,,,uniswap,Optimism,
18228,2022-09-26 00:00:00,AELIN,,,uniswap,Optimism,
5592,2022-09-26 00:00:00,USDC,,,uniswap,Optimism,
12612,2022-09-26 00:00:00,SPANK,,,uniswap,Optimism,
10740,2022-09-26 00:00:00,WPC,,,uniswap,Optimism,
15420,2022-09-26 00:00:00,EQZ,,,uniswap,Optimism,
16356,2022-09-26 00:00:00,CRV,,,uniswap,Optimism,
8400,2022-09-26 00:00:00,ENS,,,uniswap,Optimism,
6528,2022-09-26 00:00:00,SNX,,,uniswap,Optimism,
3252,2022-09-26 00:00:00,WBTC,,,uniswap,Optimism,
8868,2022-09-26 00:00:00,BITANT,,,uniswap,Optimism,
5124,2022-09-26 00:00:00,LINK,,,uniswap,Optimism,
444,2022-09-26 00:00:00,USDT,59005805.51013,59123817.12115,uniswap,Optimism,59092841.86044
14484,2022-09-26 00:00:00,HND,,,uniswap,Optimism,
13080,2022-09-26 00:00:00,DHT,,,uniswap,Optimism,
4188,2022-09-26 00:00:00,SLINK,,,uniswap,Optimism,
6996,2022-09-26 00:00:00,RGT,,,uniswap,Optimism,
2316,2022-09-26 00:00:00,DAI,,,uniswap,Optimism,
9804,2022-09-26 00:00:00,LYRA,,,uniswap,Optimism,
3720,2022-09-26 00:00:00,SUSD,,,uniswap,Optimism,
9336,2022-09-26 00:00:00,SARCO,,,uniswap,Optimism,
15888,2022-09-26 00:00:00,OP,,,uniswap,Optimism,
2784,2022-09-26 00:00:00,UNI,,,uniswap,Optimism,
6060,2022-09-26 00:00:00,RAI,,,uniswap,Optimism,
14952,2022-09-26 00:00:00,THALES,,,uniswap,Optimism,
11208,2022-09-26 00:00:00,KROM,,,uniswap,Optimism,
1848,2022-09-26 00:00:00,WETH,,,uniswap,Optimism,
17292,2022-09-26 00:00:00,AAVE,,,uniswap,Optimism,
13548,2022-09-26 00:00:00,EST,,,uniswap,Optimism,
12144,2022-09-26 00:00:00,PERP,,,uniswap,Optimism,
7464,2022-09-26 00:00:00,RETH,,,uniswap,Optimism,
4656,2022-09-26 00:00:00,SBTC,,,uniswap,Optimism,
912,2022-09-26 00:00:00,SETH,,,uniswap,Optimism,
1380,2022-09-26 00:00:00,0XBTC,,,uniswap,Optimism,
10272,2022-09-26 00:00:00,DCN,,,uniswap,Optimism,
7932,2022-09-26 00:00:00,PAPER,,,uniswap,Optimism,
16355,2022-09-25 00:00:00,CRV,,,uniswap,Optimism,
4187,2022-09-25 00:00:00,SLINK,,,uniswap,Optimism,
15887,2022-09-25 00:00:00,OP,,,uniswap,Optimism,
10739,2022-09-25 00:00:00,WPC,,,uniswap,Optimism,
13079,2022-09-25 00:00:00,DHT,,,uniswap,Optimism,
6527,2022-09-25 00:00:00,SNX,,,uniswap,Optimism,
6995,2022-09-25 00:00:00,RGT,,,uniswap,Optimism,
8399,2022-09-25 00:00:00,ENS,,,uniswap,Optimism,
12143,2022-09-25 00:00:00,PERP,,,uniswap,Optimism,
11207,2022-09-25 00:00:00,KROM,,,uniswap,Optimism,
2783,2022-09-25 00:00:00,UNI,,,uniswap,Optimism,
17291,2022-09-25 00:00:00,AAVE,,,uniswap,Optimism,
18227,2022-09-25 00:00:00,AELIN,,,uniswap,Optimism,
4655,2022-09-25 00:00:00,SBTC,,,uniswap,Optimism,
5123,2022-09-25 00:00:00,LINK,,,uniswap,Optimism,
5591,2022-09-25 00:00:00,USDC,,,uniswap,Optimism,
7931,2022-09-25 00:00:00,PAPER,,,uniswap,Optimism,
13547,2022-09-25 00:00:00,EST,,,uniswap,Optimism,
14483,2022-09-25 00:00:00,HND,,,uniswap,Optimism,
2315,2022-09-25 00:00:00,DAI,,,uniswap,Optimism,
443,2022-09-25 00:00:00,USDT,59092841.86044,59092841.86044,uniswap,Optimism,54422552.23453
15419,2022-09-25 00:00:00,EQZ,,,uniswap,Optimism,
1379,2022-09-25 00:00:00,0XBTC,,,uniswap,Optimism,
11675,2022-09-25 00:00:00,MKR,,,uniswap,Optimism,
14015,2022-09-25 00:00:00,XCHF,,,uniswap,Optimism,
9335,2022-09-25 00:00:00,SARCO,,,uniswap,Optimism,
16823,2022-09-25 00:00:00,WSTETH,,,uniswap,Optimism,
3251,2022-09-25 00:00:00,WBTC,,,uniswap,Optimism,
10271,2022-09-25 00:00:00,DCN,,,uniswap,Optimism,
3719,2022-09-25 00:00:00,SUSD,,,uniswap,Optimism,
9803,2022-09-25 00:00:00,LYRA,,,uniswap,Optimism,
7463,2022-09-25 00:00:00,RETH,,,uniswap,Optimism,
6059,2022-09-25 00:00:00,RAI,,,uniswap,Optimism,
12611,2022-09-25 00:00:00,SPANK,,,uniswap,Optimism,
18695,2022-09-25 00:00:00,LUSD,,,uniswap,Optimism,
1847,2022-09-25 00:00:00,WETH,,,uniswap,Optimism,
911,2022-09-25 00:00:00,SETH,,,uniswap,Optimism,
8867,2022-09-25 00:00:00,BITANT,,,uniswap,Optimism,
14951,2022-09-25 00:00:00,THALES,,,uniswap,Optimism,
17759,2022-09-25 00:00:00,BOB,,,uniswap,Optimism,
7930,2022-09-24 00:00:00,PAPER,,,uniswap,Optimism,
10270,2022-09-24 00:00:00,DCN,,,uniswap,Optimism,
6994,2022-09-24 00:00:00,RGT,,,uniswap,Optimism,
5590,2022-09-24 00:00:00,USDC,,,uniswap,Optimism,
12610,2022-09-24 00:00:00,SPANK,,,uniswap,Optimism,
2782,2022-09-24 00:00:00,UNI,,,uniswap,Optimism,
3718,2022-09-24 00:00:00,SUSD,,,uniswap,Optimism,
15886,2022-09-24 00:00:00,OP,,,uniswap,Optimism,
3250,2022-09-24 00:00:00,WBTC,,,uniswap,Optimism,
14014,2022-09-24 00:00:00,XCHF,,,uniswap,Optimism,
2314,2022-09-24 00:00:00,DAI,,,uniswap,Optimism,
4186,2022-09-24 00:00:00,SLINK,,,uniswap,Optimism,
6526,2022-09-24 00:00:00,SNX,,,uniswap,Optimism,
4654,2022-09-24 00:00:00,SBTC,,,uniswap,Optimism,
16354,2022-09-24 00:00:00,CRV,,,uniswap,Optimism,
8866,2022-09-24 00:00:00,BITANT,,,uniswap,Optimism,
11674,2022-09-24 00:00:00,MKR,,,uniswap,Optimism,
7462,2022-09-24 00:00:00,RETH,,,uniswap,Optimism,
1378,2022-09-24 00:00:00,0XBTC,,,uniswap,Optimism,
1846,2022-09-24 00:00:00,WETH,,,uniswap,Optimism,
16822,2022-09-24 00:00:00,WSTETH,,,uniswap,Optimism,
9802,2022-09-24 00:00:00,LYRA,,,uniswap,Optimism,
17758,2022-09-24 00:00:00,BOB,,,uniswap,Optimism,
18226,2022-09-24 00:00:00,AELIN,,,uniswap,Optimism,
15418,2022-09-24 00:00:00,EQZ,,,uniswap,Optimism,
10738,2022-09-24 00:00:00,WPC,,,uniswap,Optimism,
6058,2022-09-24 00:00:00,RAI,,,uniswap,Optimism,
14950,2022-09-24 00:00:00,THALES,,,uniswap,Optimism,
910,2022-09-24 00:00:00,SETH,,,uniswap,Optimism,
9334,2022-09-24 00:00:00,SARCO,,,uniswap,Optimism,
14482,2022-09-24 00:00:00,HND,,,uniswap,Optimism,
13078,2022-09-24 00:00:00,DHT,,,uniswap,Optimism,
8398,2022-09-24 00:00:00,ENS,,,uniswap,Optimism,
18694,2022-09-24 00:00:00,LUSD,,,uniswap,Optimism,
17290,2022-09-24 00:00:00,AAVE,,,uniswap,Optimism,
12142,2022-09-24 00:00:00,PERP,,,uniswap,Optimism,
13546,2022-09-24 00:00:00,EST,,,uniswap,Optimism,
11206,2022-09-24 00:00:00,KROM,,,uniswap,Optimism,
5122,2022-09-24 00:00:00,LINK,,,uniswap,Optimism,
442,2022-09-24 00:00:00,USDT,54422552.23453,54422552.23453,uniswap,Optimism,54132111.30132
14949,2022-09-23 00:00:00,THALES,,,uniswap,Optimism,
6057,2022-09-23 00:00:00,RAI,,,uniswap,Optimism,
13545,2022-09-23 00:00:00,EST,,,uniswap,Optimism,
15417,2022-09-23 00:00:00,EQZ,,,uniswap,Optimism,
14013,2022-09-23 00:00:00,XCHF,,,uniswap,Optimism,
1377,2022-09-23 00:00:00,0XBTC,,,uniswap,Optimism,
6525,2022-09-23 00:00:00,SNX,,,uniswap,Optimism,
3249,2022-09-23 00:00:00,WBTC,,,uniswap,Optimism,
13077,2022-09-23 00:00:00,DHT,,,uniswap,Optimism,
9801,2022-09-23 00:00:00,LYRA,,,uniswap,Optimism,
14481,2022-09-23 00:00:00,HND,,,uniswap,Optimism,
2781,2022-09-23 00:00:00,UNI,,,uniswap,Optimism,
6993,2022-09-23 00:00:00,RGT,,,uniswap,Optimism,
5589,2022-09-23 00:00:00,USDC,,,uniswap,Optimism,
909,2022-09-23 00:00:00,SETH,,,uniswap,Optimism,
10269,2022-09-23 00:00:00,DCN,,,uniswap,Optimism,
8865,2022-09-23 00:00:00,BITANT,,,uniswap,Optimism,
441,2022-09-23 00:00:00,USDT,54132111.30132,54132111.30132,uniswap,Optimism,51149015.01929
4653,2022-09-23 00:00:00,SBTC,,,uniswap,Optimism,
3717,2022-09-23 00:00:00,SUSD,,,uniswap,Optimism,
1845,2022-09-23 00:00:00,WETH,,,uniswap,Optimism,
9333,2022-09-23 00:00:00,SARCO,,,uniswap,Optimism,
16353,2022-09-23 00:00:00,CRV,,,uniswap,Optimism,
4185,2022-09-23 00:00:00,SLINK,,,uniswap,Optimism,
10737,2022-09-23 00:00:00,WPC,,,uniswap,Optimism,
11673,2022-09-23 00:00:00,MKR,,,uniswap,Optimism,
2313,2022-09-23 00:00:00,DAI,,,uniswap,Optimism,
7461,2022-09-23 00:00:00,RETH,,,uniswap,Optimism,
5121,2022-09-23 00:00:00,LINK,,,uniswap,Optimism,
17757,2022-09-23 00:00:00,BOB,,,uniswap,Optimism,
16821,2022-09-23 00:00:00,WSTETH,,,uniswap,Optimism,
11205,2022-09-23 00:00:00,KROM,,,uniswap,Optimism,
12609,2022-09-23 00:00:00,SPANK,,,uniswap,Optimism,
8397,2022-09-23 00:00:00,ENS,,,uniswap,Optimism,
18693,2022-09-23 00:00:00,LUSD,,,uniswap,Optimism,
7929,2022-09-23 00:00:00,PAPER,,,uniswap,Optimism,
15885,2022-09-23 00:00:00,OP,,,uniswap,Optimism,
12141,2022-09-23 00:00:00,PERP,,,uniswap,Optimism,
18225,2022-09-23 00:00:00,AELIN,,,uniswap,Optimism,
17289,2022-09-23 00:00:00,AAVE,,,uniswap,Optimism,
17288,2022-09-22 00:00:00,AAVE,,,uniswap,Optimism,
4652,2022-09-22 00:00:00,SBTC,,,uniswap,Optimism,
9800,2022-09-22 00:00:00,LYRA,,,uniswap,Optimism,
13076,2022-09-22 00:00:00,DHT,,,uniswap,Optimism,
8396,2022-09-22 00:00:00,ENS,,,uniswap,Optimism,
11204,2022-09-22 00:00:00,KROM,,,uniswap,Optimism,
13544,2022-09-22 00:00:00,EST,,,uniswap,Optimism,
4184,2022-09-22 00:00:00,SLINK,,,uniswap,Optimism,
14948,2022-09-22 00:00:00,THALES,,,uniswap,Optimism,
908,2022-09-22 00:00:00,SETH,,,uniswap,Optimism,
8864,2022-09-22 00:00:00,BITANT,,,uniswap,Optimism,
6524,2022-09-22 00:00:00,SNX,,,uniswap,Optimism,
1376,2022-09-22 00:00:00,0XBTC,,,uniswap,Optimism,
440,2022-09-22 00:00:00,USDT,51149015.01929,51200164.03431,uniswap,Optimism,51374293.29238
15416,2022-09-22 00:00:00,EQZ,,,uniswap,Optimism,
7460,2022-09-22 00:00:00,RETH,,,uniswap,Optimism,
18692,2022-09-22 00:00:00,LUSD,,,uniswap,Optimism,
16820,2022-09-22 00:00:00,WSTETH,,,uniswap,Optimism,
12140,2022-09-22 00:00:00,PERP,,,uniswap,Optimism,
2780,2022-09-22 00:00:00,UNI,,,uniswap,Optimism,
1844,2022-09-22 00:00:00,WETH,,,uniswap,Optimism,
7928,2022-09-22 00:00:00,PAPER,,,uniswap,Optimism,
17756,2022-09-22 00:00:00,BOB,,,uniswap,Optimism,
11672,2022-09-22 00:00:00,MKR,,,uniswap,Optimism,
9332,2022-09-22 00:00:00,SARCO,,,uniswap,Optimism,
6992,2022-09-22 00:00:00,RGT,,,uniswap,Optimism,
3248,2022-09-22 00:00:00,WBTC,,,uniswap,Optimism,
2312,2022-09-22 00:00:00,DAI,,,uniswap,Optimism,
12608,2022-09-22 00:00:00,SPANK,,,uniswap,Optimism,
14012,2022-09-22 00:00:00,XCHF,,,uniswap,Optimism,
10736,2022-09-22 00:00:00,WPC,,,uniswap,Optimism,
5588,2022-09-22 00:00:00,USDC,,,uniswap,Optimism,
3716,2022-09-22 00:00:00,SUSD,,,uniswap,Optimism,
16352,2022-09-22 00:00:00,CRV,,,uniswap,Optimism,
5120,2022-09-22 00:00:00,LINK,,,uniswap,Optimism,
15884,2022-09-22 00:00:00,OP,,,uniswap,Optimism,
6056,2022-09-22 00:00:00,RAI,,,uniswap,Optimism,
18224,2022-09-22 00:00:00,AELIN,,,uniswap,Optimism,
14480,2022-09-22 00:00:00,HND,,,uniswap,Optimism,
10268,2022-09-22 00:00:00,DCN,,,uniswap,Optimism,
439,2022-09-21 00:00:00,USDT,51374293.29238,51356055.41826,uniswap,Optimism,51597613.82279
14479,2022-09-21 00:00:00,HND,,,uniswap,Optimism,
11671,2022-09-21 00:00:00,MKR,,,uniswap,Optimism,
13543,2022-09-21 00:00:00,EST,,,uniswap,Optimism,
16819,2022-09-21 00:00:00,WSTETH,,,uniswap,Optimism,
1375,2022-09-21 00:00:00,0XBTC,,,uniswap,Optimism,
17755,2022-09-21 00:00:00,BOB,,,uniswap,Optimism,
18691,2022-09-21 00:00:00,LUSD,,,uniswap,Optimism,
9331,2022-09-21 00:00:00,SARCO,,,uniswap,Optimism,
12139,2022-09-21 00:00:00,PERP,,,uniswap,Optimism,
1843,2022-09-21 00:00:00,WETH,,,uniswap,Optimism,
17287,2022-09-21 00:00:00,AAVE,,,uniswap,Optimism,
10735,2022-09-21 00:00:00,WPC,,,uniswap,Optimism,
14947,2022-09-21 00:00:00,THALES,,,uniswap,Optimism,
11203,2022-09-21 00:00:00,KROM,,,uniswap,Optimism,
4651,2022-09-21 00:00:00,SBTC,,,uniswap,Optimism,
6055,2022-09-21 00:00:00,RAI,,,uniswap,Optimism,
2311,2022-09-21 00:00:00,DAI,,,uniswap,Optimism,
18223,2022-09-21 00:00:00,AELIN,,,uniswap,Optimism,
16351,2022-09-21 00:00:00,CRV,,,uniswap,Optimism,
907,2022-09-21 00:00:00,SETH,,,uniswap,Optimism,
12607,2022-09-21 00:00:00,SPANK,,,uniswap,Optimism,
8395,2022-09-21 00:00:00,ENS,,,uniswap,Optimism,
8863,2022-09-21 00:00:00,BITANT,,,uniswap,Optimism,
6991,2022-09-21 00:00:00,RGT,,,uniswap,Optimism,
13075,2022-09-21 00:00:00,DHT,,,uniswap,Optimism,
6523,2022-09-21 00:00:00,SNX,,,uniswap,Optimism,
10267,2022-09-21 00:00:00,DCN,,,uniswap,Optimism,
3715,2022-09-21 00:00:00,SUSD,,,uniswap,Optimism,
7927,2022-09-21 00:00:00,PAPER,,,uniswap,Optimism,
4183,2022-09-21 00:00:00,SLINK,,,uniswap,Optimism,
9799,2022-09-21 00:00:00,LYRA,,,uniswap,Optimism,
5587,2022-09-21 00:00:00,USDC,,,uniswap,Optimism,
7459,2022-09-21 00:00:00,RETH,,,uniswap,Optimism,
15415,2022-09-21 00:00:00,EQZ,,,uniswap,Optimism,
3247,2022-09-21 00:00:00,WBTC,,,uniswap,Optimism,
2779,2022-09-21 00:00:00,UNI,,,uniswap,Optimism,
5119,2022-09-21 00:00:00,LINK,,,uniswap,Optimism,
15883,2022-09-21 00:00:00,OP,,,uniswap,Optimism,
14011,2022-09-21 00:00:00,XCHF,,,uniswap,Optimism,
5586,2022-09-20 00:00:00,USDC,,,uniswap,Optimism,
10734,2022-09-20 00:00:00,WPC,,,uniswap,Optimism,
3714,2022-09-20 00:00:00,SUSD,,,uniswap,Optimism,
5118,2022-09-20 00:00:00,LINK,,,uniswap,Optimism,
1842,2022-09-20 00:00:00,WETH,,,uniswap,Optimism,
18690,2022-09-20 00:00:00,LUSD,,,uniswap,Optimism,
14010,2022-09-20 00:00:00,XCHF,,,uniswap,Optimism,
6990,2022-09-20 00:00:00,RGT,,,uniswap,Optimism,
7926,2022-09-20 00:00:00,PAPER,,,uniswap,Optimism,
16350,2022-09-20 00:00:00,CRV,,,uniswap,Optimism,
6522,2022-09-20 00:00:00,SNX,,,uniswap,Optimism,
17754,2022-09-20 00:00:00,BOB,,,uniswap,Optimism,
12606,2022-09-20 00:00:00,SPANK,,,uniswap,Optimism,
9330,2022-09-20 00:00:00,SARCO,,,uniswap,Optimism,
14478,2022-09-20 00:00:00,HND,,,uniswap,Optimism,
11670,2022-09-20 00:00:00,MKR,,,uniswap,Optimism,
3246,2022-09-20 00:00:00,WBTC,,,uniswap,Optimism,
6054,2022-09-20 00:00:00,RAI,,,uniswap,Optimism,
4182,2022-09-20 00:00:00,SLINK,,,uniswap,Optimism,
15882,2022-09-20 00:00:00,OP,,,uniswap,Optimism,
906,2022-09-20 00:00:00,SETH,,,uniswap,Optimism,
7458,2022-09-20 00:00:00,RETH,,,uniswap,Optimism,
10266,2022-09-20 00:00:00,DCN,,,uniswap,Optimism,
15414,2022-09-20 00:00:00,EQZ,,,uniswap,Optimism,
11202,2022-09-20 00:00:00,KROM,,,uniswap,Optimism,
2310,2022-09-20 00:00:00,DAI,,,uniswap,Optimism,
2778,2022-09-20 00:00:00,UNI,,,uniswap,Optimism,
17286,2022-09-20 00:00:00,AAVE,,,uniswap,Optimism,
16818,2022-09-20 00:00:00,WSTETH,,,uniswap,Optimism,
14946,2022-09-20 00:00:00,THALES,,,uniswap,Optimism,
18222,2022-09-20 00:00:00,AELIN,,,uniswap,Optimism,
8862,2022-09-20 00:00:00,BITANT,,,uniswap,Optimism,
8394,2022-09-20 00:00:00,ENS,,,uniswap,Optimism,
13074,2022-09-20 00:00:00,DHT,,,uniswap,Optimism,
4650,2022-09-20 00:00:00,SBTC,,,uniswap,Optimism,
1374,2022-09-20 00:00:00,0XBTC,,,uniswap,Optimism,
9798,2022-09-20 00:00:00,LYRA,,,uniswap,Optimism,
13542,2022-09-20 00:00:00,EST,,,uniswap,Optimism,
12138,2022-09-20 00:00:00,PERP,,,uniswap,Optimism,
438,2022-09-20 00:00:00,USDT,51597613.82279,51649211.43661,uniswap,Optimism,51670884.69462
14477,2022-09-19 00:00:00,HND,,,uniswap,Optimism,
7925,2022-09-19 00:00:00,PAPER,,,uniswap,Optimism,
10265,2022-09-19 00:00:00,DCN,,,uniswap,Optimism,
18221,2022-09-19 00:00:00,AELIN,,,uniswap,Optimism,
6521,2022-09-19 00:00:00,SNX,,,uniswap,Optimism,
4181,2022-09-19 00:00:00,SLINK,,,uniswap,Optimism,
14009,2022-09-19 00:00:00,XCHF,,,uniswap,Optimism,
1373,2022-09-19 00:00:00,0XBTC,,,uniswap,Optimism,
2309,2022-09-19 00:00:00,DAI,,,uniswap,Optimism,
15881,2022-09-19 00:00:00,OP,,,uniswap,Optimism,
1841,2022-09-19 00:00:00,WETH,,,uniswap,Optimism,
13541,2022-09-19 00:00:00,EST,,,uniswap,Optimism,
6989,2022-09-19 00:00:00,RGT,,,uniswap,Optimism,
13073,2022-09-19 00:00:00,DHT,,,uniswap,Optimism,
3713,2022-09-19 00:00:00,SUSD,,,uniswap,Optimism,
5117,2022-09-19 00:00:00,LINK,,,uniswap,Optimism,
9797,2022-09-19 00:00:00,LYRA,,,uniswap,Optimism,
8861,2022-09-19 00:00:00,BITANT,,,uniswap,Optimism,
905,2022-09-19 00:00:00,SETH,,,uniswap,Optimism,
11201,2022-09-19 00:00:00,KROM,,,uniswap,Optimism,
8393,2022-09-19 00:00:00,ENS,,,uniswap,Optimism,
11669,2022-09-19 00:00:00,MKR,,,uniswap,Optimism,
16349,2022-09-19 00:00:00,CRV,,,uniswap,Optimism,
7457,2022-09-19 00:00:00,RETH,,,uniswap,Optimism,
15413,2022-09-19 00:00:00,EQZ,,,uniswap,Optimism,
2777,2022-09-19 00:00:00,UNI,,,uniswap,Optimism,
5585,2022-09-19 00:00:00,USDC,,,uniswap,Optimism,
4649,2022-09-19 00:00:00,SBTC,,,uniswap,Optimism,
10733,2022-09-19 00:00:00,WPC,,,uniswap,Optimism,
16817,2022-09-19 00:00:00,WSTETH,,,uniswap,Optimism,
437,2022-09-19 00:00:00,USDT,51670884.69462,51670884.69462,uniswap,Optimism,54513121.50617
12605,2022-09-19 00:00:00,SPANK,,,uniswap,Optimism,
17285,2022-09-19 00:00:00,AAVE,,,uniswap,Optimism,
3245,2022-09-19 00:00:00,WBTC,,,uniswap,Optimism,
9329,2022-09-19 00:00:00,SARCO,,,uniswap,Optimism,
14945,2022-09-19 00:00:00,THALES,,,uniswap,Optimism,
18689,2022-09-19 00:00:00,LUSD,,,uniswap,Optimism,
12137,2022-09-19 00:00:00,PERP,,,uniswap,Optimism,
17753,2022-09-19 00:00:00,BOB,,,uniswap,Optimism,
6053,2022-09-19 00:00:00,RAI,,,uniswap,Optimism,
6988,2022-09-18 00:00:00,RGT,,,uniswap,Optimism,
3244,2022-09-18 00:00:00,WBTC,,,uniswap,Optimism,
12604,2022-09-18 00:00:00,SPANK,,,uniswap,Optimism,
11200,2022-09-18 00:00:00,KROM,,,uniswap,Optimism,
6520,2022-09-18 00:00:00,SNX,,,uniswap,Optimism,
11668,2022-09-18 00:00:00,MKR,,,uniswap,Optimism,
13072,2022-09-18 00:00:00,DHT,,,uniswap,Optimism,
7924,2022-09-18 00:00:00,PAPER,,,uniswap,Optimism,
2308,2022-09-18 00:00:00,DAI,,,uniswap,Optimism,
7456,2022-09-18 00:00:00,RETH,,,uniswap,Optimism,
2776,2022-09-18 00:00:00,UNI,,,uniswap,Optimism,
13540,2022-09-18 00:00:00,EST,,,uniswap,Optimism,
1840,2022-09-18 00:00:00,WETH,,,uniswap,Optimism,
1372,2022-09-18 00:00:00,0XBTC,,,uniswap,Optimism,
12136,2022-09-18 00:00:00,PERP,,,uniswap,Optimism,
8392,2022-09-18 00:00:00,ENS,,,uniswap,Optimism,
6052,2022-09-18 00:00:00,RAI,,,uniswap,Optimism,
8860,2022-09-18 00:00:00,BITANT,,,uniswap,Optimism,
16348,2022-09-18 00:00:00,CRV,,,uniswap,Optimism,
9328,2022-09-18 00:00:00,SARCO,,,uniswap,Optimism,
15412,2022-09-18 00:00:00,EQZ,,,uniswap,Optimism,
904,2022-09-18 00:00:00,SETH,,,uniswap,Optimism,
16816,2022-09-18 00:00:00,WSTETH,,,uniswap,Optimism,
5116,2022-09-18 00:00:00,LINK,,,uniswap,Optimism,
3712,2022-09-18 00:00:00,SUSD,,,uniswap,Optimism,
10264,2022-09-18 00:00:00,DCN,,,uniswap,Optimism,
5584,2022-09-18 00:00:00,USDC,,,uniswap,Optimism,
18220,2022-09-18 00:00:00,AELIN,,,uniswap,Optimism,
14008,2022-09-18 00:00:00,XCHF,,,uniswap,Optimism,
14944,2022-09-18 00:00:00,THALES,,,uniswap,Optimism,
18688,2022-09-18 00:00:00,LUSD,,,uniswap,Optimism,
17284,2022-09-18 00:00:00,AAVE,,,uniswap,Optimism,
15880,2022-09-18 00:00:00,OP,,,uniswap,Optimism,
10732,2022-09-18 00:00:00,WPC,,,uniswap,Optimism,
4180,2022-09-18 00:00:00,SLINK,,,uniswap,Optimism,
4648,2022-09-18 00:00:00,SBTC,,,uniswap,Optimism,
17752,2022-09-18 00:00:00,BOB,,,uniswap,Optimism,
9796,2022-09-18 00:00:00,LYRA,,,uniswap,Optimism,
14476,2022-09-18 00:00:00,HND,,,uniswap,Optimism,
436,2022-09-18 00:00:00,USDT,54513121.50617,54567634.62768,uniswap,Optimism,52667753.69758
435,2022-09-17 00:00:00,USDT,52667753.69758,52667753.69758,uniswap,Optimism,51564373.34214
13539,2022-09-17 00:00:00,EST,,,uniswap,Optimism,
2775,2022-09-17 00:00:00,UNI,,,uniswap,Optimism,
16815,2022-09-17 00:00:00,WSTETH,,,uniswap,Optimism,
7455,2022-09-17 00:00:00,RETH,,,uniswap,Optimism,
4647,2022-09-17 00:00:00,SBTC,,,uniswap,Optimism,
6051,2022-09-17 00:00:00,RAI,,,uniswap,Optimism,
1839,2022-09-17 00:00:00,WETH,,,uniswap,Optimism,
5115,2022-09-17 00:00:00,LINK,,,uniswap,Optimism,
15411,2022-09-17 00:00:00,EQZ,,,uniswap,Optimism,
16347,2022-09-17 00:00:00,CRV,,,uniswap,Optimism,
3243,2022-09-17 00:00:00,WBTC,,,uniswap,Optimism,
11199,2022-09-17 00:00:00,KROM,,,uniswap,Optimism,
18687,2022-09-17 00:00:00,LUSD,,,uniswap,Optimism,
15879,2022-09-17 00:00:00,OP,,,uniswap,Optimism,
9795,2022-09-17 00:00:00,LYRA,,,uniswap,Optimism,
8859,2022-09-17 00:00:00,BITANT,,,uniswap,Optimism,
6987,2022-09-17 00:00:00,RGT,,,uniswap,Optimism,
903,2022-09-17 00:00:00,SETH,,,uniswap,Optimism,
12603,2022-09-17 00:00:00,SPANK,,,uniswap,Optimism,
5583,2022-09-17 00:00:00,USDC,,,uniswap,Optimism,
3711,2022-09-17 00:00:00,SUSD,,,uniswap,Optimism,
13071,2022-09-17 00:00:00,DHT,,,uniswap,Optimism,
12135,2022-09-17 00:00:00,PERP,,,uniswap,Optimism,
8391,2022-09-17 00:00:00,ENS,,,uniswap,Optimism,
14943,2022-09-17 00:00:00,THALES,,,uniswap,Optimism,
17283,2022-09-17 00:00:00,AAVE,,,uniswap,Optimism,
17751,2022-09-17 00:00:00,BOB,,,uniswap,Optimism,
10731,2022-09-17 00:00:00,WPC,,,uniswap,Optimism,
7923,2022-09-17 00:00:00,PAPER,,,uniswap,Optimism,
1371,2022-09-17 00:00:00,0XBTC,,,uniswap,Optimism,
10263,2022-09-17 00:00:00,DCN,,,uniswap,Optimism,
4179,2022-09-17 00:00:00,SLINK,,,uniswap,Optimism,
11667,2022-09-17 00:00:00,MKR,,,uniswap,Optimism,
18219,2022-09-17 00:00:00,AELIN,,,uniswap,Optimism,
14007,2022-09-17 00:00:00,XCHF,,,uniswap,Optimism,
9327,2022-09-17 00:00:00,SARCO,,,uniswap,Optimism,
2307,2022-09-17 00:00:00,DAI,,,uniswap,Optimism,
6519,2022-09-17 00:00:00,SNX,,,uniswap,Optimism,
14475,2022-09-17 00:00:00,HND,,,uniswap,Optimism,
8858,2022-09-16 00:00:00,BITANT,,,uniswap,Optimism,
6518,2022-09-16 00:00:00,SNX,,,uniswap,Optimism,
902,2022-09-16 00:00:00,SETH,,,uniswap,Optimism,
11666,2022-09-16 00:00:00,MKR,,,uniswap,Optimism,
1838,2022-09-16 00:00:00,WETH,,,uniswap,Optimism,
18686,2022-09-16 00:00:00,LUSD,,,uniswap,Optimism,
9794,2022-09-16 00:00:00,LYRA,,,uniswap,Optimism,
14942,2022-09-16 00:00:00,THALES,,,uniswap,Optimism,
5114,2022-09-16 00:00:00,LINK,,,uniswap,Optimism,
5582,2022-09-16 00:00:00,USDC,,,uniswap,Optimism,
