,date,token,token_value,usd_value,protocol,chain,last_token_value
2270,2022-08-11 00:00:00,DAI,,,uniswap,Optimism,
9758,2022-08-11 00:00:00,LYRA,,,uniswap,Optimism,
6014,2022-08-11 00:00:00,RAI,,,uniswap,Optimism,
14906,2022-08-11 00:00:00,THALES,,,uniswap,Optimism,
2738,2022-08-11 00:00:00,UNI,,,uniswap,Optimism,
8354,2022-08-11 00:00:00,ENS,,,uniswap,Optimism,
1334,2022-08-11 00:00:00,0XBTC,,,uniswap,Optimism,
16310,2022-08-11 00:00:00,CRV,,,uniswap,Optimism,
13034,2022-08-11 00:00:00,DHT,,,uniswap,Optimism,
15842,2022-08-11 00:00:00,OP,,,uniswap,Optimism,
17246,2022-08-11 00:00:00,AAVE,,,uniswap,Optimism,
6950,2022-08-11 00:00:00,RGT,,,uniswap,Optimism,
5078,2022-08-11 00:00:00,LINK,,,uniswap,Optimism,
12098,2022-08-11 00:00:00,PERP,,,uniswap,Optimism,
17714,2022-08-11 00:00:00,BOB,,,uniswap,Optimism,
16778,2022-08-11 00:00:00,WSTETH,,,uniswap,Optimism,
1333,2022-08-10 00:00:00,0XBTC,,,uniswap,Optimism,
3673,2022-08-10 00:00:00,SUSD,,,uniswap,Optimism,
14437,2022-08-10 00:00:00,HND,,,uniswap,Optimism,
14905,2022-08-10 00:00:00,THALES,,,uniswap,Optimism,
16777,2022-08-10 00:00:00,WSTETH,,,uniswap,Optimism,
5077,2022-08-10 00:00:00,LINK,,,uniswap,Optimism,
1801,2022-08-10 00:00:00,WETH,,,uniswap,Optimism,
10225,2022-08-10 00:00:00,DCN,,,uniswap,Optimism,
13033,2022-08-10 00:00:00,DHT,,,uniswap,Optimism,
2269,2022-08-10 00:00:00,DAI,,,uniswap,Optimism,
16309,2022-08-10 00:00:00,CRV,,,uniswap,Optimism,
7417,2022-08-10 00:00:00,RETH,,,uniswap,Optimism,
12565,2022-08-10 00:00:00,SPANK,,,uniswap,Optimism,
4609,2022-08-10 00:00:00,SBTC,,,uniswap,Optimism,
865,2022-08-10 00:00:00,SETH,,,uniswap,Optimism,
12097,2022-08-10 00:00:00,PERP,,,uniswap,Optimism,
10693,2022-08-10 00:00:00,WPC,,,uniswap,Optimism,
8353,2022-08-10 00:00:00,ENS,,,uniswap,Optimism,
17713,2022-08-10 00:00:00,BOB,,,uniswap,Optimism,
7885,2022-08-10 00:00:00,PAPER,,,uniswap,Optimism,
11629,2022-08-10 00:00:00,MKR,,,uniswap,Optimism,
11161,2022-08-10 00:00:00,KROM,,,uniswap,Optimism,
4141,2022-08-10 00:00:00,SLINK,,,uniswap,Optimism,
3205,2022-08-10 00:00:00,WBTC,,,uniswap,Optimism,
5545,2022-08-10 00:00:00,USDC,,,uniswap,Optimism,
8821,2022-08-10 00:00:00,BITANT,,,uniswap,Optimism,
397,2022-08-10 00:00:00,USDT,50974983.87843,51025958.86231,uniswap,Optimism,53341427.31592
15841,2022-08-10 00:00:00,OP,,,uniswap,Optimism,
15373,2022-08-10 00:00:00,EQZ,,,uniswap,Optimism,
9289,2022-08-10 00:00:00,SARCO,,,uniswap,Optimism,
6481,2022-08-10 00:00:00,SNX,,,uniswap,Optimism,
2737,2022-08-10 00:00:00,UNI,,,uniswap,Optimism,
13969,2022-08-10 00:00:00,XCHF,,,uniswap,Optimism,
18649,2022-08-10 00:00:00,LUSD,,,uniswap,Optimism,
9757,2022-08-10 00:00:00,LYRA,,,uniswap,Optimism,
6013,2022-08-10 00:00:00,RAI,,,uniswap,Optimism,
17245,2022-08-10 00:00:00,AAVE,,,uniswap,Optimism,
18181,2022-08-10 00:00:00,AELIN,,,uniswap,Optimism,
13501,2022-08-10 00:00:00,EST,,,uniswap,Optimism,
6949,2022-08-10 00:00:00,RGT,,,uniswap,Optimism,
2736,2022-08-09 00:00:00,UNI,,,uniswap,Optimism,
18180,2022-08-09 00:00:00,AELIN,,,uniswap,Optimism,
3204,2022-08-09 00:00:00,WBTC,,,uniswap,Optimism,
3672,2022-08-09 00:00:00,SUSD,,,uniswap,Optimism,
4140,2022-08-09 00:00:00,SLINK,,,uniswap,Optimism,
1332,2022-08-09 00:00:00,0XBTC,,,uniswap,Optimism,
4608,2022-08-09 00:00:00,SBTC,,,uniswap,Optimism,
9756,2022-08-09 00:00:00,LYRA,,,uniswap,Optimism,
17712,2022-08-09 00:00:00,BOB,,,uniswap,Optimism,
8820,2022-08-09 00:00:00,BITANT,,,uniswap,Optimism,
8352,2022-08-09 00:00:00,ENS,,,uniswap,Optimism,
10224,2022-08-09 00:00:00,DCN,,,uniswap,Optimism,
18648,2022-08-09 00:00:00,LUSD,,,uniswap,Optimism,
10692,2022-08-09 00:00:00,WPC,,,uniswap,Optimism,
396,2022-08-09 00:00:00,USDT,53341427.31592,53394768.74324,uniswap,Optimism,51224860.94888
11160,2022-08-09 00:00:00,KROM,,,uniswap,Optimism,
14904,2022-08-09 00:00:00,THALES,,,uniswap,Optimism,
2268,2022-08-09 00:00:00,DAI,,,uniswap,Optimism,
12564,2022-08-09 00:00:00,SPANK,,,uniswap,Optimism,
6480,2022-08-09 00:00:00,SNX,,,uniswap,Optimism,
9288,2022-08-09 00:00:00,SARCO,,,uniswap,Optimism,
14436,2022-08-09 00:00:00,HND,,,uniswap,Optimism,
13968,2022-08-09 00:00:00,XCHF,,,uniswap,Optimism,
6012,2022-08-09 00:00:00,RAI,,,uniswap,Optimism,
15840,2022-08-09 00:00:00,OP,,,uniswap,Optimism,
6948,2022-08-09 00:00:00,RGT,,,uniswap,Optimism,
13500,2022-08-09 00:00:00,EST,,,uniswap,Optimism,
1800,2022-08-09 00:00:00,WETH,,,uniswap,Optimism,
5544,2022-08-09 00:00:00,USDC,,,uniswap,Optimism,
13032,2022-08-09 00:00:00,DHT,,,uniswap,Optimism,
17244,2022-08-09 00:00:00,AAVE,,,uniswap,Optimism,
7416,2022-08-09 00:00:00,RETH,,,uniswap,Optimism,
16308,2022-08-09 00:00:00,CRV,,,uniswap,Optimism,
864,2022-08-09 00:00:00,SETH,,,uniswap,Optimism,
16776,2022-08-09 00:00:00,WSTETH,,,uniswap,Optimism,
5076,2022-08-09 00:00:00,LINK,,,uniswap,Optimism,
15372,2022-08-09 00:00:00,EQZ,,,uniswap,Optimism,
11628,2022-08-09 00:00:00,MKR,,,uniswap,Optimism,
12096,2022-08-09 00:00:00,PERP,,,uniswap,Optimism,
7884,2022-08-09 00:00:00,PAPER,,,uniswap,Optimism,
5543,2022-08-08 00:00:00,USDC,,,uniswap,Optimism,
14903,2022-08-08 00:00:00,THALES,,,uniswap,Optimism,
18179,2022-08-08 00:00:00,AELIN,,,uniswap,Optimism,
17711,2022-08-08 00:00:00,BOB,,,uniswap,Optimism,
16775,2022-08-08 00:00:00,WSTETH,,,uniswap,Optimism,
16307,2022-08-08 00:00:00,CRV,,,uniswap,Optimism,
15839,2022-08-08 00:00:00,OP,,,uniswap,Optimism,
6011,2022-08-08 00:00:00,RAI,,,uniswap,Optimism,
395,2022-08-08 00:00:00,USDT,51224860.94888,51327310.67077,uniswap,Optimism,50459564.51186
18647,2022-08-08 00:00:00,LUSD,,,uniswap,Optimism,
863,2022-08-08 00:00:00,SETH,,,uniswap,Optimism,
4607,2022-08-08 00:00:00,SBTC,,,uniswap,Optimism,
5075,2022-08-08 00:00:00,LINK,,,uniswap,Optimism,
4139,2022-08-08 00:00:00,SLINK,,,uniswap,Optimism,
17243,2022-08-08 00:00:00,AAVE,,,uniswap,Optimism,
15371,2022-08-08 00:00:00,EQZ,,,uniswap,Optimism,
9287,2022-08-08 00:00:00,SARCO,,,uniswap,Optimism,
7415,2022-08-08 00:00:00,RETH,,,uniswap,Optimism,
1331,2022-08-08 00:00:00,0XBTC,,,uniswap,Optimism,
14435,2022-08-08 00:00:00,HND,,,uniswap,Optimism,
11159,2022-08-08 00:00:00,KROM,,,uniswap,Optimism,
2735,2022-08-08 00:00:00,UNI,,,uniswap,Optimism,
3203,2022-08-08 00:00:00,WBTC,,,uniswap,Optimism,
2267,2022-08-08 00:00:00,DAI,,,uniswap,Optimism,
6479,2022-08-08 00:00:00,SNX,,,uniswap,Optimism,
13967,2022-08-08 00:00:00,XCHF,,,uniswap,Optimism,
8819,2022-08-08 00:00:00,BITANT,,,uniswap,Optimism,
10223,2022-08-08 00:00:00,DCN,,,uniswap,Optimism,
11627,2022-08-08 00:00:00,MKR,,,uniswap,Optimism,
7883,2022-08-08 00:00:00,PAPER,,,uniswap,Optimism,
12095,2022-08-08 00:00:00,PERP,,,uniswap,Optimism,
6947,2022-08-08 00:00:00,RGT,,,uniswap,Optimism,
13499,2022-08-08 00:00:00,EST,,,uniswap,Optimism,
12563,2022-08-08 00:00:00,SPANK,,,uniswap,Optimism,
1799,2022-08-08 00:00:00,WETH,,,uniswap,Optimism,
9755,2022-08-08 00:00:00,LYRA,,,uniswap,Optimism,
3671,2022-08-08 00:00:00,SUSD,,,uniswap,Optimism,
13031,2022-08-08 00:00:00,DHT,,,uniswap,Optimism,
10691,2022-08-08 00:00:00,WPC,,,uniswap,Optimism,
8351,2022-08-08 00:00:00,ENS,,,uniswap,Optimism,
12562,2022-08-07 00:00:00,SPANK,,,uniswap,Optimism,
13030,2022-08-07 00:00:00,DHT,,,uniswap,Optimism,
14434,2022-08-07 00:00:00,HND,,,uniswap,Optimism,
6478,2022-08-07 00:00:00,SNX,,,uniswap,Optimism,
12094,2022-08-07 00:00:00,PERP,,,uniswap,Optimism,
18646,2022-08-07 00:00:00,LUSD,,,uniswap,Optimism,
7414,2022-08-07 00:00:00,RETH,,,uniswap,Optimism,
15370,2022-08-07 00:00:00,EQZ,,,uniswap,Optimism,
10222,2022-08-07 00:00:00,DCN,,,uniswap,Optimism,
16306,2022-08-07 00:00:00,CRV,,,uniswap,Optimism,
16774,2022-08-07 00:00:00,WSTETH,,,uniswap,Optimism,
15838,2022-08-07 00:00:00,OP,,,uniswap,Optimism,
13498,2022-08-07 00:00:00,EST,,,uniswap,Optimism,
14902,2022-08-07 00:00:00,THALES,,,uniswap,Optimism,
6946,2022-08-07 00:00:00,RGT,,,uniswap,Optimism,
18178,2022-08-07 00:00:00,AELIN,,,uniswap,Optimism,
11158,2022-08-07 00:00:00,KROM,,,uniswap,Optimism,
17242,2022-08-07 00:00:00,AAVE,,,uniswap,Optimism,
394,2022-08-07 00:00:00,USDT,50459564.51186,50454972.69149,uniswap,Optimism,50306832.19005
2734,2022-08-07 00:00:00,UNI,,,uniswap,Optimism,
2266,2022-08-07 00:00:00,DAI,,,uniswap,Optimism,
13966,2022-08-07 00:00:00,XCHF,,,uniswap,Optimism,
5542,2022-08-07 00:00:00,USDC,,,uniswap,Optimism,
5074,2022-08-07 00:00:00,LINK,,,uniswap,Optimism,
3670,2022-08-07 00:00:00,SUSD,,,uniswap,Optimism,
9286,2022-08-07 00:00:00,SARCO,,,uniswap,Optimism,
3202,2022-08-07 00:00:00,WBTC,,,uniswap,Optimism,
9754,2022-08-07 00:00:00,LYRA,,,uniswap,Optimism,
8350,2022-08-07 00:00:00,ENS,,,uniswap,Optimism,
10690,2022-08-07 00:00:00,WPC,,,uniswap,Optimism,
8818,2022-08-07 00:00:00,BITANT,,,uniswap,Optimism,
4138,2022-08-07 00:00:00,SLINK,,,uniswap,Optimism,
11626,2022-08-07 00:00:00,MKR,,,uniswap,Optimism,
1798,2022-08-07 00:00:00,WETH,,,uniswap,Optimism,
17710,2022-08-07 00:00:00,BOB,,,uniswap,Optimism,
1330,2022-08-07 00:00:00,0XBTC,,,uniswap,Optimism,
7882,2022-08-07 00:00:00,PAPER,,,uniswap,Optimism,
862,2022-08-07 00:00:00,SETH,,,uniswap,Optimism,
6010,2022-08-07 00:00:00,RAI,,,uniswap,Optimism,
4606,2022-08-07 00:00:00,SBTC,,,uniswap,Optimism,
10221,2022-08-06 00:00:00,DCN,,,uniswap,Optimism,
2265,2022-08-06 00:00:00,DAI,,,uniswap,Optimism,
18177,2022-08-06 00:00:00,AELIN,,,uniswap,Optimism,
1329,2022-08-06 00:00:00,0XBTC,,,uniswap,Optimism,
17241,2022-08-06 00:00:00,AAVE,,,uniswap,Optimism,
16773,2022-08-06 00:00:00,WSTETH,,,uniswap,Optimism,
12093,2022-08-06 00:00:00,PERP,,,uniswap,Optimism,
15369,2022-08-06 00:00:00,EQZ,,,uniswap,Optimism,
9285,2022-08-06 00:00:00,SARCO,,,uniswap,Optimism,
6009,2022-08-06 00:00:00,RAI,,,uniswap,Optimism,
13965,2022-08-06 00:00:00,XCHF,,,uniswap,Optimism,
7881,2022-08-06 00:00:00,PAPER,,,uniswap,Optimism,
8817,2022-08-06 00:00:00,BITANT,,,uniswap,Optimism,
11625,2022-08-06 00:00:00,MKR,,,uniswap,Optimism,
10689,2022-08-06 00:00:00,WPC,,,uniswap,Optimism,
18645,2022-08-06 00:00:00,LUSD,,,uniswap,Optimism,
5073,2022-08-06 00:00:00,LINK,,,uniswap,Optimism,
14433,2022-08-06 00:00:00,HND,,,uniswap,Optimism,
9753,2022-08-06 00:00:00,LYRA,,,uniswap,Optimism,
16305,2022-08-06 00:00:00,CRV,,,uniswap,Optimism,
6477,2022-08-06 00:00:00,SNX,,,uniswap,Optimism,
5541,2022-08-06 00:00:00,USDC,,,uniswap,Optimism,
1797,2022-08-06 00:00:00,WETH,,,uniswap,Optimism,
393,2022-08-06 00:00:00,USDT,50306832.19005,50286608.84351,uniswap,Optimism,47102290.086
2733,2022-08-06 00:00:00,UNI,,,uniswap,Optimism,
17709,2022-08-06 00:00:00,BOB,,,uniswap,Optimism,
7413,2022-08-06 00:00:00,RETH,,,uniswap,Optimism,
14901,2022-08-06 00:00:00,THALES,,,uniswap,Optimism,
12561,2022-08-06 00:00:00,SPANK,,,uniswap,Optimism,
13497,2022-08-06 00:00:00,EST,,,uniswap,Optimism,
11157,2022-08-06 00:00:00,KROM,,,uniswap,Optimism,
6945,2022-08-06 00:00:00,RGT,,,uniswap,Optimism,
8349,2022-08-06 00:00:00,ENS,,,uniswap,Optimism,
4137,2022-08-06 00:00:00,SLINK,,,uniswap,Optimism,
15837,2022-08-06 00:00:00,OP,,,uniswap,Optimism,
3669,2022-08-06 00:00:00,SUSD,,,uniswap,Optimism,
13029,2022-08-06 00:00:00,DHT,,,uniswap,Optimism,
3201,2022-08-06 00:00:00,WBTC,,,uniswap,Optimism,
861,2022-08-06 00:00:00,SETH,,,uniswap,Optimism,
4605,2022-08-06 00:00:00,SBTC,,,uniswap,Optimism,
16304,2022-08-05 00:00:00,CRV,,,uniswap,Optimism,
9752,2022-08-05 00:00:00,LYRA,,,uniswap,Optimism,
14900,2022-08-05 00:00:00,THALES,,,uniswap,Optimism,
13028,2022-08-05 00:00:00,DHT,,,uniswap,Optimism,
11624,2022-08-05 00:00:00,MKR,,,uniswap,Optimism,
1796,2022-08-05 00:00:00,WETH,,,uniswap,Optimism,
860,2022-08-05 00:00:00,SETH,,,uniswap,Optimism,
6008,2022-08-05 00:00:00,RAI,,,uniswap,Optimism,
7880,2022-08-05 00:00:00,PAPER,,,uniswap,Optimism,
12092,2022-08-05 00:00:00,PERP,,,uniswap,Optimism,
7412,2022-08-05 00:00:00,RETH,,,uniswap,Optimism,
12560,2022-08-05 00:00:00,SPANK,,,uniswap,Optimism,
13496,2022-08-05 00:00:00,EST,,,uniswap,Optimism,
16772,2022-08-05 00:00:00,WSTETH,,,uniswap,Optimism,
18176,2022-08-05 00:00:00,AELIN,,,uniswap,Optimism,
6944,2022-08-05 00:00:00,RGT,,,uniswap,Optimism,
15836,2022-08-05 00:00:00,OP,,,uniswap,Optimism,
5540,2022-08-05 00:00:00,USDC,,,uniswap,Optimism,
392,2022-08-05 00:00:00,USDT,47102290.086,47149392.37608,uniswap,Optimism,45702537.99305
10220,2022-08-05 00:00:00,DCN,,,uniswap,Optimism,
10688,2022-08-05 00:00:00,WPC,,,uniswap,Optimism,
8348,2022-08-05 00:00:00,ENS,,,uniswap,Optimism,
17708,2022-08-05 00:00:00,BOB,,,uniswap,Optimism,
6476,2022-08-05 00:00:00,SNX,,,uniswap,Optimism,
4604,2022-08-05 00:00:00,SBTC,,,uniswap,Optimism,
3200,2022-08-05 00:00:00,WBTC,,,uniswap,Optimism,
9284,2022-08-05 00:00:00,SARCO,,,uniswap,Optimism,
2732,2022-08-05 00:00:00,UNI,,,uniswap,Optimism,
18644,2022-08-05 00:00:00,LUSD,,,uniswap,Optimism,
13964,2022-08-05 00:00:00,XCHF,,,uniswap,Optimism,
15368,2022-08-05 00:00:00,EQZ,,,uniswap,Optimism,
14432,2022-08-05 00:00:00,HND,,,uniswap,Optimism,
2264,2022-08-05 00:00:00,DAI,,,uniswap,Optimism,
8816,2022-08-05 00:00:00,BITANT,,,uniswap,Optimism,
17240,2022-08-05 00:00:00,AAVE,,,uniswap,Optimism,
3668,2022-08-05 00:00:00,SUSD,,,uniswap,Optimism,
4136,2022-08-05 00:00:00,SLINK,,,uniswap,Optimism,
1328,2022-08-05 00:00:00,0XBTC,,,uniswap,Optimism,
11156,2022-08-05 00:00:00,KROM,,,uniswap,Optimism,
5072,2022-08-05 00:00:00,LINK,,,uniswap,Optimism,
859,2022-08-04 00:00:00,SETH,,,uniswap,Optimism,
2263,2022-08-04 00:00:00,DAI,,,uniswap,Optimism,
391,2022-08-04 00:00:00,USDT,45702537.99305,45748240.53104,uniswap,Optimism,46359554.3641
7411,2022-08-04 00:00:00,RETH,,,uniswap,Optimism,
18643,2022-08-04 00:00:00,LUSD,,,uniswap,Optimism,
3199,2022-08-04 00:00:00,WBTC,,,uniswap,Optimism,
10219,2022-08-04 00:00:00,DCN,,,uniswap,Optimism,
14431,2022-08-04 00:00:00,HND,,,uniswap,Optimism,
16303,2022-08-04 00:00:00,CRV,,,uniswap,Optimism,
4603,2022-08-04 00:00:00,SBTC,,,uniswap,Optimism,
5539,2022-08-04 00:00:00,USDC,,,uniswap,Optimism,
12559,2022-08-04 00:00:00,SPANK,,,uniswap,Optimism,
15835,2022-08-04 00:00:00,OP,,,uniswap,Optimism,
4135,2022-08-04 00:00:00,SLINK,,,uniswap,Optimism,
13495,2022-08-04 00:00:00,EST,,,uniswap,Optimism,
6943,2022-08-04 00:00:00,RGT,,,uniswap,Optimism,
9283,2022-08-04 00:00:00,SARCO,,,uniswap,Optimism,
6475,2022-08-04 00:00:00,SNX,,,uniswap,Optimism,
11155,2022-08-04 00:00:00,KROM,,,uniswap,Optimism,
7879,2022-08-04 00:00:00,PAPER,,,uniswap,Optimism,
13963,2022-08-04 00:00:00,XCHF,,,uniswap,Optimism,
14899,2022-08-04 00:00:00,THALES,,,uniswap,Optimism,
3667,2022-08-04 00:00:00,SUSD,,,uniswap,Optimism,
6007,2022-08-04 00:00:00,RAI,,,uniswap,Optimism,
17239,2022-08-04 00:00:00,AAVE,,,uniswap,Optimism,
8347,2022-08-04 00:00:00,ENS,,,uniswap,Optimism,
9751,2022-08-04 00:00:00,LYRA,,,uniswap,Optimism,
10687,2022-08-04 00:00:00,WPC,,,uniswap,Optimism,
18175,2022-08-04 00:00:00,AELIN,,,uniswap,Optimism,
8815,2022-08-04 00:00:00,BITANT,,,uniswap,Optimism,
17707,2022-08-04 00:00:00,BOB,,,uniswap,Optimism,
1795,2022-08-04 00:00:00,WETH,,,uniswap,Optimism,
13027,2022-08-04 00:00:00,DHT,,,uniswap,Optimism,
12091,2022-08-04 00:00:00,PERP,,,uniswap,Optimism,
2731,2022-08-04 00:00:00,UNI,,,uniswap,Optimism,
15367,2022-08-04 00:00:00,EQZ,,,uniswap,Optimism,
11623,2022-08-04 00:00:00,MKR,,,uniswap,Optimism,
1327,2022-08-04 00:00:00,0XBTC,,,uniswap,Optimism,
16771,2022-08-04 00:00:00,WSTETH,,,uniswap,Optimism,
5071,2022-08-04 00:00:00,LINK,,,uniswap,Optimism,
13494,2022-08-03 00:00:00,EST,,,uniswap,Optimism,
12558,2022-08-03 00:00:00,SPANK,,,uniswap,Optimism,
11154,2022-08-03 00:00:00,KROM,,,uniswap,Optimism,
13026,2022-08-03 00:00:00,DHT,,,uniswap,Optimism,
1326,2022-08-03 00:00:00,0XBTC,,,uniswap,Optimism,
4602,2022-08-03 00:00:00,SBTC,,,uniswap,Optimism,
14430,2022-08-03 00:00:00,HND,,,uniswap,Optimism,
9750,2022-08-03 00:00:00,LYRA,,,uniswap,Optimism,
8346,2022-08-03 00:00:00,ENS,,,uniswap,Optimism,
9282,2022-08-03 00:00:00,SARCO,,,uniswap,Optimism,
1794,2022-08-03 00:00:00,WETH,,,uniswap,Optimism,
7410,2022-08-03 00:00:00,RETH,,,uniswap,Optimism,
2730,2022-08-03 00:00:00,UNI,,,uniswap,Optimism,
17706,2022-08-03 00:00:00,BOB,,,uniswap,Optimism,
6474,2022-08-03 00:00:00,SNX,,,uniswap,Optimism,
16302,2022-08-03 00:00:00,CRV,,,uniswap,Optimism,
18642,2022-08-03 00:00:00,LUSD,,,uniswap,Optimism,
858,2022-08-03 00:00:00,SETH,,,uniswap,Optimism,
390,2022-08-03 00:00:00,USDT,46359554.3641,46452273.47283,uniswap,Optimism,46740734.87647
14898,2022-08-03 00:00:00,THALES,,,uniswap,Optimism,
3666,2022-08-03 00:00:00,SUSD,,,uniswap,Optimism,
15366,2022-08-03 00:00:00,EQZ,,,uniswap,Optimism,
18174,2022-08-03 00:00:00,AELIN,,,uniswap,Optimism,
16770,2022-08-03 00:00:00,WSTETH,,,uniswap,Optimism,
8814,2022-08-03 00:00:00,BITANT,,,uniswap,Optimism,
7878,2022-08-03 00:00:00,PAPER,,,uniswap,Optimism,
6006,2022-08-03 00:00:00,RAI,,,uniswap,Optimism,
2262,2022-08-03 00:00:00,DAI,,,uniswap,Optimism,
17238,2022-08-03 00:00:00,AAVE,,,uniswap,Optimism,
10686,2022-08-03 00:00:00,WPC,,,uniswap,Optimism,
12090,2022-08-03 00:00:00,PERP,,,uniswap,Optimism,
3198,2022-08-03 00:00:00,WBTC,,,uniswap,Optimism,
5538,2022-08-03 00:00:00,USDC,,,uniswap,Optimism,
6942,2022-08-03 00:00:00,RGT,,,uniswap,Optimism,
4134,2022-08-03 00:00:00,SLINK,,,uniswap,Optimism,
15834,2022-08-03 00:00:00,OP,,,uniswap,Optimism,
11622,2022-08-03 00:00:00,MKR,,,uniswap,Optimism,
5070,2022-08-03 00:00:00,LINK,,,uniswap,Optimism,
13962,2022-08-03 00:00:00,XCHF,,,uniswap,Optimism,
10218,2022-08-03 00:00:00,DCN,,,uniswap,Optimism,
7877,2022-08-02 00:00:00,PAPER,,,uniswap,Optimism,
12089,2022-08-02 00:00:00,PERP,,,uniswap,Optimism,
18173,2022-08-02 00:00:00,AELIN,,,uniswap,Optimism,
8345,2022-08-02 00:00:00,ENS,,,uniswap,Optimism,
5069,2022-08-02 00:00:00,LINK,,,uniswap,Optimism,
11621,2022-08-02 00:00:00,MKR,,,uniswap,Optimism,
17237,2022-08-02 00:00:00,AAVE,,,uniswap,Optimism,
10685,2022-08-02 00:00:00,WPC,,,uniswap,Optimism,
16769,2022-08-02 00:00:00,WSTETH,,,uniswap,Optimism,
13025,2022-08-02 00:00:00,DHT,,,uniswap,Optimism,
2729,2022-08-02 00:00:00,UNI,,,uniswap,Optimism,
16301,2022-08-02 00:00:00,CRV,,,uniswap,Optimism,
11153,2022-08-02 00:00:00,KROM,,,uniswap,Optimism,
17705,2022-08-02 00:00:00,BOB,,,uniswap,Optimism,
8813,2022-08-02 00:00:00,BITANT,,,uniswap,Optimism,
2261,2022-08-02 00:00:00,DAI,,,uniswap,Optimism,
7409,2022-08-02 00:00:00,RETH,,,uniswap,Optimism,
857,2022-08-02 00:00:00,SETH,,,uniswap,Optimism,
10217,2022-08-02 00:00:00,DCN,,,uniswap,Optimism,
5537,2022-08-02 00:00:00,USDC,,,uniswap,Optimism,
12557,2022-08-02 00:00:00,SPANK,,,uniswap,Optimism,
4601,2022-08-02 00:00:00,SBTC,,,uniswap,Optimism,
4133,2022-08-02 00:00:00,SLINK,,,uniswap,Optimism,
3197,2022-08-02 00:00:00,WBTC,,,uniswap,Optimism,
14897,2022-08-02 00:00:00,THALES,,,uniswap,Optimism,
15833,2022-08-02 00:00:00,OP,,,uniswap,Optimism,
6473,2022-08-02 00:00:00,SNX,,,uniswap,Optimism,
1325,2022-08-02 00:00:00,0XBTC,,,uniswap,Optimism,
13961,2022-08-02 00:00:00,XCHF,,,uniswap,Optimism,
3665,2022-08-02 00:00:00,SUSD,,,uniswap,Optimism,
6005,2022-08-02 00:00:00,RAI,,,uniswap,Optimism,
9281,2022-08-02 00:00:00,SARCO,,,uniswap,Optimism,
389,2022-08-02 00:00:00,USDT,46740734.87647,46834216.34622,uniswap,Optimism,48412864.76331
9749,2022-08-02 00:00:00,LYRA,,,uniswap,Optimism,
13493,2022-08-02 00:00:00,EST,,,uniswap,Optimism,
14429,2022-08-02 00:00:00,HND,,,uniswap,Optimism,
6941,2022-08-02 00:00:00,RGT,,,uniswap,Optimism,
15365,2022-08-02 00:00:00,EQZ,,,uniswap,Optimism,
1793,2022-08-02 00:00:00,WETH,,,uniswap,Optimism,
18641,2022-08-02 00:00:00,LUSD,,,uniswap,Optimism,
17236,2022-08-01 00:00:00,AAVE,,,uniswap,Optimism,
2260,2022-08-01 00:00:00,DAI,,,uniswap,Optimism,
11152,2022-08-01 00:00:00,KROM,,,uniswap,Optimism,
7408,2022-08-01 00:00:00,RETH,,,uniswap,Optimism,
8812,2022-08-01 00:00:00,BITANT,,,uniswap,Optimism,
12088,2022-08-01 00:00:00,PERP,,,uniswap,Optimism,
15832,2022-08-01 00:00:00,OP,,,uniswap,Optimism,
3664,2022-08-01 00:00:00,SUSD,,,uniswap,Optimism,
18172,2022-08-01 00:00:00,AELIN,,,uniswap,Optimism,
12556,2022-08-01 00:00:00,SPANK,,,uniswap,Optimism,
15364,2022-08-01 00:00:00,EQZ,,,uniswap,Optimism,
6004,2022-08-01 00:00:00,RAI,,,uniswap,Optimism,
7876,2022-08-01 00:00:00,PAPER,,,uniswap,Optimism,
4600,2022-08-01 00:00:00,SBTC,,,uniswap,Optimism,
17704,2022-08-01 00:00:00,BOB,,,uniswap,Optimism,
13492,2022-08-01 00:00:00,EST,,,uniswap,Optimism,
6472,2022-08-01 00:00:00,SNX,,,uniswap,Optimism,
14428,2022-08-01 00:00:00,HND,,,uniswap,Optimism,
9748,2022-08-01 00:00:00,LYRA,,,uniswap,Optimism,
3196,2022-08-01 00:00:00,WBTC,,,uniswap,Optimism,
5536,2022-08-01 00:00:00,USDC,,,uniswap,Optimism,
16768,2022-08-01 00:00:00,WSTETH,,,uniswap,Optimism,
4132,2022-08-01 00:00:00,SLINK,,,uniswap,Optimism,
10684,2022-08-01 00:00:00,WPC,,,uniswap,Optimism,
13024,2022-08-01 00:00:00,DHT,,,uniswap,Optimism,
5068,2022-08-01 00:00:00,LINK,,,uniswap,Optimism,
14896,2022-08-01 00:00:00,THALES,,,uniswap,Optimism,
856,2022-08-01 00:00:00,SETH,,,uniswap,Optimism,
1792,2022-08-01 00:00:00,WETH,,,uniswap,Optimism,
6940,2022-08-01 00:00:00,RGT,,,uniswap,Optimism,
2728,2022-08-01 00:00:00,UNI,,,uniswap,Optimism,
11620,2022-08-01 00:00:00,MKR,,,uniswap,Optimism,
388,2022-08-01 00:00:00,USDT,48412864.76331,48509690.49284,uniswap,Optimism,47725071.23765
10216,2022-08-01 00:00:00,DCN,,,uniswap,Optimism,
9280,2022-08-01 00:00:00,SARCO,,,uniswap,Optimism,
8344,2022-08-01 00:00:00,ENS,,,uniswap,Optimism,
18640,2022-08-01 00:00:00,LUSD,,,uniswap,Optimism,
13960,2022-08-01 00:00:00,XCHF,,,uniswap,Optimism,
