,date,protocol,program_name,start_date,end_date,net_dollar_flow,net_price_stock_change,last_price_net_dollar_flow,usd_value,tvl_change,error,cumul_net_dollar_flow,cumul_last_price_net_dollar_flow,cumul_net_price_stock_change,cumul_net_dollar_flow_if_ended,cumul_last_price_net_dollar_flow_if_ended,include_in_summary,op_source,num_op,cumul_net_dollar_flow_at_program_end,cumul_last_price_net_dollar_flow_at_program_end,cumul_net_price_stock_change_at_program_end,cumul_net_dollar_flow_if_ended_at_program_end,cumul_last_price_net_dollar_flow_if_ended_at_program_end,program_rank_desc,period
115,2022-11-05 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,436098.1101273775,2408363.707922625,517184.35196123034,89302327.89977,2844461.818050012,9.778887033462524e-09,50948801.85038841,55924377.068630196,13880094.1933416,50948801.85038841,55924377.068630196,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,35,During Program
116,2022-11-06 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-239990.82409558177,488136.7763655803,-223291.32284550238,89550473.85204,248145.95226998627,-1.2281816452741623e-08,50708811.02629282,55701085.74578469,14368230.96970718,50708811.02629282,55701085.74578469,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,34,During Program
117,2022-11-07 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-19586.70315162823,-959885.2160983718,-5437.562798983301,88571001.93279,-979471.9192499965,3.4924596548080444e-09,50689224.323141195,55695648.182985716,13408345.753608808,50689224.323141195,55695648.182985716,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,33,During Program
118,2022-11-08 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-909505.3096610766,-132014.7412689233,-882312.762848331,87529481.88186,-1041520.0509299934,6.51925802230835e-09,49779719.01348012,54813335.42013738,13276331.012339884,49779719.01348012,54813335.42013738,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,32,During Program
119,2022-11-09 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-9001890.920493992,-3653334.2087160093,-9114027.83393413,74874256.75265,-12655225.12921001,-9.313225746154785e-09,40777828.09298612,45699307.58620325,9622996.803623876,40777828.09298612,45699307.58620325,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,31,During Program
120,2022-11-10 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3425227.843877031,-4327299.68314297,-3573510.075652289,67121729.22563,-7752527.5270199925,9.313225746154785e-09,37352600.2491091,42125797.51055096,5295697.120480905,37352600.2491091,42125797.51055096,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,30,During Program
121,2022-11-11 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3397689.9330639453,3789594.485803944,-3204330.2728932775,67513633.77837,391904.55273999274,-6.05359673500061e-09,33954910.31604515,38921467.23765768,9085291.60628485,33954910.31604515,38921467.23765768,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,29,During Program
122,2022-11-12 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-554329.8389235421,-729854.4472964556,-533444.051269314,66229449.492149994,-1284184.2862199992,-1.3969838619232178e-09,33400580.477121606,38388023.18638837,8355437.158988394,33400580.477121606,38388023.18638837,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,28,During Program
123,2022-11-13 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1043574.4407844413,-681172.6204855577,-1030398.8047015899,64504702.43088,-1724747.061269991,7.916241884231567e-09,32357006.036337167,37357624.38168678,7674264.538502836,32357006.036337167,37357624.38168678,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,27,During Program
124,2022-11-14 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,6766.0266356432085,-1287423.9454156433,17600.230090417776,63224044.512099996,-1280657.9187800065,-6.28642737865448e-09,32363772.06297281,37375224.6117772,6386840.593087193,32363772.06297281,37375224.6117772,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,26,During Program
125,2022-11-15 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-2590386.802615307,747255.8912053071,-2539787.2671902566,61380913.60069,-1843130.9114099964,3.259629011154175e-09,29773385.260357503,34835437.34458694,7134096.4842925,29773385.260357503,34835437.34458694,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,25,During Program
126,2022-11-16 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1127165.6504239885,487700.5852460112,1124159.8995114802,62995779.83636,1614866.2356700003,6.984919309616089e-10,30900550.91078149,35959597.244098425,7621797.069538511,30900550.91078149,35959597.244098425,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,24,During Program
127,2022-11-17 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,2029630.0888539513,-581397.7453039507,2030457.0579534248,64444012.17991,1448232.3435499966,-3.958120942115784e-09,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,23,During Program
128,2022-11-18 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1513633.9140386402,-231187.3129486415,1533812.2468342038,65726458.781,1282446.6010900065,7.916241884231567e-09,34443814.91367408,39523866.54888605,6809212.011285919,34443814.91367408,39523866.54888605,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,22,Post-Program
129,2022-11-19 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,368563.8990153161,328307.70499468024,370971.417695018,66423330.38501,696871.6040099934,-3.026798367500305e-09,34812378.8126894,39894837.96658107,7137519.716280599,34812378.8126894,39894837.96658107,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,21,Post-Program
130,2022-11-20 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,320543.7500620256,139361.18502797844,323883.3172510799,66883235.3201,459904.9350900054,1.3387762010097504e-09,35132922.56275143,40218721.28383215,7276880.9013085775,35132922.56275143,40218721.28383215,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,20,Post-Program
131,2022-11-21 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-260112.96865702004,-1769314.816362983,-199711.34610997312,64853807.53508,-2029427.7850200012,1.862645149230957e-09,34872809.5940944,40019009.93772218,5507566.084945594,34872809.5940944,40019009.93772218,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,19,Post-Program
132,2022-11-22 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-147831.43819134877,-412486.13607864745,-143678.05012382712,64293489.96081,-560317.5742700025,-6.28642737865448e-09,34724978.155903056,39875331.88759835,5095079.948866947,34724978.155903056,39875331.88759835,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,18,Post-Program
133,2022-11-23 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,672431.9841003325,160333.61816966534,676066.8444505301,65126255.56308,832765.6022699997,1.862645149230957e-09,35397410.14000339,40551398.73204888,5255413.567036612,35397410.14000339,40551398.73204888,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,17,Post-Program
134,2022-11-24 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1056079.4978054203,1048353.5292445829,1069031.647549727,67230688.59013,2104433.0270500034,0.0,36453489.63780881,41620430.3795986,6303767.096281195,36453489.63780881,41620430.3795986,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,16,Post-Program
135,2022-11-25 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,178273.93693558252,142848.78190441566,185710.99169064034,67551811.30897,321122.718840003,4.831235855817795e-09,36631763.57474439,41806141.371289246,6446615.87818561,36631763.57474439,41806141.371289246,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,15,Post-Program
136,2022-11-26 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,730671.7225663215,191645.41787367794,733039.2068425087,68474128.44940999,922317.1404399872,-1.2223608791828156e-08,37362435.29731071,42539180.57813176,6638261.296059288,37362435.29731071,42539180.57813176,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,14,Post-Program
137,2022-11-27 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,993753.568135511,-100155.16640550876,995538.8680262285,69367726.85114,893598.4017300159,1.3620592653751373e-08,38356188.865446225,43534719.446157984,6538106.12965378,38356188.865446225,43534719.446157984,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,13,Post-Program
138,2022-11-28 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-438313.89059016056,-157294.24191984127,-435321.12651287066,68772118.71863,-595608.1325100064,-4.6566128730773926e-09,37917874.97485606,43099398.319645114,6380811.887733938,37917874.97485606,43099398.319645114,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,12,Post-Program
139,2022-11-29 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-443700.2661509578,-646858.2424990416,-437220.0618745359,67681560.20998,-1090558.5086500049,-5.587935447692871e-09,37474174.708705105,42662178.257770576,5733953.645234897,37474174.708705105,42662178.257770576,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,11,Post-Program
140,2022-11-30 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-299249.55585270305,2209858.6313127037,-276431.31936205295,69592169.28544,1910609.0754600018,1.1641532182693481e-09,37174925.1528524,42385746.938408524,7943812.2765476005,37174925.1528524,42385746.938408524,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,10,Post-Program
141,2022-12-01 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,224939.35236938656,813833.9717306113,253527.6306500674,70630942.60954,1038773.3241000026,4.773028194904327e-09,37399864.50522179,42639274.56905859,8757646.248278212,37399864.50522179,42639274.56905859,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,9,Post-Program
142,2022-12-02 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,411941.19887741,-83328.60592740393,422943.6462694806,70959555.20249,328612.59295000136,-4.6566128730773926e-09,37811805.7040992,43062218.21532807,8674317.642350808,37811805.7040992,43062218.21532807,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,8,Post-Program
143,2022-12-03 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1448043.3566226377,156582.45971735485,1454668.3752227281,72564181.01883,1604625.8163399994,6.984919309616089e-09,39259849.06072184,44516886.5905508,8830900.102068163,39259849.06072184,44516886.5905508,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,7,Post-Program
144,2022-12-04 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1172151.1596596362,-941555.8134296295,1184935.5322107077,72794776.36506,230595.34623000026,-6.402842700481415e-09,40432000.22038147,45701822.12276151,7889344.288638533,40432000.22038147,45701822.12276151,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,6,Post-Program
145,2022-12-05 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,399561.7423779352,829779.989062062,396215.25052441924,74024118.09650001,1229341.7314400077,1.0477378964424133e-08,40831561.962759405,46098037.37328593,8719124.277700596,40831561.962759405,46098037.37328593,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,5,Post-Program
146,2022-12-06 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,115373.31716669849,-602710.6012267012,121515.39925153604,73536780.81244,-487337.2840600163,-1.3620592653751373e-08,40946935.27992611,46219552.77253746,8116413.676473894,40946935.27992611,46219552.77253746,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,4,Post-Program
147,2022-12-07 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1740291.933289955,158708.82867004996,1739839.8285175154,75435781.57440001,1899000.7619600147,9.778887033462524e-09,42687227.21321606,47959392.60105498,8275122.505143944,42687227.21321606,47959392.60105498,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,3,Post-Program
148,2022-12-08 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,643301.7049704262,-790018.4713204325,644874.6107048444,75289064.80805,-146716.7663500011,5.238689482212067e-09,43330528.918186486,48604267.21175982,7485104.033823512,43330528.918186486,48604267.21175982,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,2,Post-Program
149,2022-12-08 16:59:47,velodrome,Velodrome,2022-07-13,2022-11-17,368575.00993270974,208411.99533729148,366385.9469344578,75866051.81332,576987.0052699894,-1.1874362826347351e-08,43699103.9281192,48970653.15869428,7693516.029160803,43699103.9281192,48970653.15869428,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,1,Post-Program
150,2022-07-20 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,6095.915799140495,-127.17991530346222,6144.72136482958,23767.26928935155,,,6095.915799140495,6144.72136482958,-127.17991530346222,6095.915799140495,6144.72136482958,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,142,During Program
151,2022-07-21 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,43479.4763561997,8746.574769310428,34159.325592824025,75993.32041486168,52226.05112551013,0.0,49575.392155340196,40304.046957653605,8619.394854006965,49575.392155340196,40304.046957653605,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,141,During Program
152,2022-07-22 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-1347.9364114460213,-809.8143091351253,-848.936854557392,73835.56969428054,-2157.7507205811416,5.002220859751105e-12,48227.45574389418,39455.110103096216,7809.58054487184,48227.45574389418,39455.110103096216,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,140,During Program
153,2022-07-23 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,22189.875954343286,8029.94607619068,20053.39392256739,104055.3917248145,30219.822030533964,-3.637978807091713e-12,70417.33169823745,59508.5040256636,15839.52662106252,70417.33169823745,59508.5040256636,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,139,During Program
154,2022-07-24 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,6577.543237758469,7278.7508748588525,7303.520174291811,117911.68583743183,13856.294112617325,3.637978807091713e-12,76994.87493599593,66812.02419995541,23118.27749592137,76994.87493599593,66812.02419995541,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,138,During Program
155,2022-07-25 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,21306.263141808733,-6373.972170283759,22602.228466642886,132843.9768089568,14932.29097152497,-3.637978807091713e-12,98301.13807780466,89414.2526665983,16744.305325637615,98301.13807780466,89414.2526665983,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,137,During Program
156,2022-07-26 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,37937.46392148998,-1913.3019287989337,38492.47549980318,168868.13880164784,36024.16199269105,0.0,136238.60199929465,127906.72816640147,14831.00339683868,136238.60199929465,127906.72816640147,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,136,During Program
157,2022-07-27 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-3600.4580780246397,75110.18376234232,-222.14816417716065,240377.86448596552,71509.72568431767,0.0,132638.14392127,127684.5800022243,89941.187159181,132638.14392127,127684.5800022243,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,135,During Program
158,2022-07-28 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,56718.058979782145,125599.3962712189,39914.84565159621,422695.3197369666,182317.45525100105,0.0,189356.20290105214,167599.4256538205,215540.58343039989,189356.20290105214,167599.4256538205,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,134,During Program
159,2022-07-29 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,57149.13478098172,166755.63381280715,44553.520304996186,646600.0883307555,223904.7685937889,2.9103830456733704e-11,246505.33768203386,212152.9459588167,382296.21724320704,246505.33768203386,212152.9459588167,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,133,During Program
160,2022-07-30 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,17296.792172961686,-42525.45455690767,19828.719618322397,621371.4259468095,-25228.662383946008,-2.1827872842550278e-11,263802.1298549955,231981.6655771391,339770.7626862994,263802.1298549955,231981.6655771391,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,132,During Program
161,2022-07-31 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,5432.547876492692,-101046.31335066905,8757.668140183341,525757.6604726331,-95613.76547417638,-2.9103830456733704e-11,269234.67773148825,240739.33371732244,238724.4493356303,269234.67773148825,240739.33371732244,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,131,During Program
162,2022-08-01 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,40527.57528261816,3560.2886054846203,42381.487915383215,569845.5243607359,44087.86388810282,2.9103830456733704e-11,309762.2530141064,283120.8216327056,242284.73794111493,309762.2530141064,283120.8216327056,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,130,During Program
163,2022-08-02 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-8688.809450731025,44729.93489958166,-8012.850818192595,605886.6498095865,36041.125448850566,-7.275957614183426e-11,301073.4435633754,275107.97081451304,287014.6728406966,301073.4435633754,275107.97081451304,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,129,During Program
164,2022-08-03 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,24257.85939521246,84837.39302980658,26015.922395716392,714981.9022346055,109095.25242501905,0.0,325331.3029585878,301123.89321022946,371852.0658705032,325331.3029585878,301123.89321022946,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,128,During Program
165,2022-08-04 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,39194.88940592774,-32021.99140351292,41069.06246216351,722154.8002370204,7172.898002414848,2.9103830456733704e-11,364526.19236451556,342192.95567239297,339830.07446699025,364526.19236451556,342192.95567239297,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,127,During Program
166,2022-08-05 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,128727.03732260846,61992.38801115607,122668.35621414302,912874.2255707849,190719.42533376452,0.0,493253.229687124,464861.31188653596,401822.4624781463,493253.229687124,464861.31188653596,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,126,During Program
167,2022-08-06 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-17145.13752227182,-33144.029610207595,-17411.048080804547,862585.0584383055,-50289.16713247937,4.3655745685100555e-11,476108.0921648522,447450.26380573143,368678.43286793877,476108.0921648522,447450.26380573143,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,125,During Program
168,2022-08-07 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-5676.060490512315,-21836.692627645538,-5031.169957273358,835072.3053201477,-27512.753118157852,0.0,470432.0316743399,442419.0938484581,346841.7402402932,470432.0316743399,442419.0938484581,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,124,During Program
169,2022-08-08 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-24199.87485386147,-42911.9511539022,-23919.12365577935,767960.4793123839,-67111.82600776374,-7.275957614183426e-11,446232.15682047844,418499.97019267874,303929.789086391,446232.15682047844,418499.97019267874,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,123,During Program
170,2022-08-09 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-15739.09067945064,-137837.95994618227,-18050.09134073352,614383.428686751,-153577.05062563287,2.9103830456733704e-11,430493.0661410278,400449.8788519452,166091.82914020872,430493.0661410278,400449.8788519452,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,122,During Program
171,2022-08-10 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-4686.015755481998,4335.001090006672,-3841.43153554731,614032.4140212757,-351.014665475348,-2.1827872842550278e-11,425807.0503855458,396608.4473163979,170426.8302302154,425807.0503855458,396608.4473163979,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,121,During Program
172,2022-08-11 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-125728.71941465265,-54274.35463680313,-133912.50850146118,434029.33996981994,-180003.07405145577,0.0,300078.33097089315,262695.93881493673,116152.47559341227,300078.33097089315,262695.93881493673,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,120,During Program
173,2022-08-12 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,1973.8765529666298,12022.7072066599,1947.7941456596602,448025.9237294465,13996.583759626548,1.8189894035458565e-11,302052.2075238598,264643.7329605964,128175.18280007216,302052.2075238598,264643.7329605964,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,119,During Program
174,2022-08-13 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-9863.148817207037,-28007.861769009825,-10451.885754206658,410154.9131432296,-37871.01058621687,-7.275957614183426e-12,292189.0587066527,254191.84720638974,100167.32103106234,292189.0587066527,254191.84720638974,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,118,During Program
175,2022-08-14 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,7389.096389815294,-17038.873742803982,7903.705842204721,400505.13579024095,-9649.777352988662,2.546585164964199e-11,299578.15509646805,262095.55304859445,83128.44728825835,299578.15509646805,262095.55304859445,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,117,During Program
176,2022-08-15 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,13726.705985098584,27325.100708654914,12925.955418640218,441556.9424839944,41051.80669375346,-3.637978807091713e-11,313304.8610815666,275021.5084672347,110453.54799691326,313304.8610815666,275021.5084672347,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,116,During Program
177,2022-08-16 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,12384.554115442326,-37606.7058298805,13722.82647115952,416334.79076955625,-25222.151714438165,7.275957614183426e-12,325689.41519700893,288744.3349383942,72846.84216703277,325689.41519700893,288744.3349383942,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,115,During Program
178,2022-08-17 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,-97933.64243764673,-60817.596798560066,-113619.08221296142,257583.55153334944,-158751.2392362068,0.0,227755.7727593622,175125.25272543277,12029.2453684727,227755.7727593622,175125.25272543277,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,114,During Program
179,2022-08-18 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,5066.568994173265,-27254.957908604276,5752.633728736507,235395.16261891843,-22188.38891443101,0.0,232822.34175353547,180877.8864541693,-15225.712540131575,232822.34175353547,180877.8864541693,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,113,During Program
180,2022-08-19 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,14479.257292593602,17409.838796263983,14103.392821657475,267284.258707776,31889.096088857594,7.275957614183426e-12,247301.5990461291,194981.27927582676,2184.1262561324074,247301.5990461291,194981.27927582676,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,112,During Program
181,2022-08-20 00:00:00,l2dao,L2Dao - L2DAO/OP: Velodrome,2022-07-20,2022-08-22,14737.644532983519,-17437.215352776493,15792.589501282164,264584.68788798305,-2699.570819792978,-3.637978807091713e-12,262039.2435791126,210773.8687771089,-15253.089096644086,262039.2435791126,210773.8687771089,1,Gov Fund - Phase 0,300000.0,293057.3285750171,241013.10897306332,11676.231754607123,293057.3285750171,241013.10897306332,111,During Program
