,date,protocol,chain,usd_value,net_dollar_flow,rank_desc,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
92814,2022-12-15,octus-bridge,Everscale,0.0,-10591380.5891,1,-23284264.101876087,-1,23284264.101876087,-10591380.5891,-1,10591380.5891,-10695028.196828643,-1,10695028.196828643,-14326112.929119652,-1,14326112.929119652,-23206875.74692101,-1,23206875.74692101,-23284264.101876087,-1,23284264.101876087,-23284264.101876087,-1,23284264.101876087,-inf
92815,2022-12-15,octus-bridge,Fantom,0.0,-3.9121900000000003,1,-3.9121900000000003,-1,3.9121900000000003,-3.9121900000000003,-1,3.9121900000000003,-3.9121900000000003,-1,3.9121900000000003,-3.9121900000000003,-1,3.9121900000000003,-3.9121900000000003,-1,3.9121900000000003,-3.9121900000000003,-1,3.9121900000000003,-3.9121900000000003,-1,3.9121900000000003,-inf
92816,2022-12-15,octus-bridge,Milkomeda,0.0,-0.80893,1,-0.80893,-1,0.80893,-0.80893,-1,0.80893,-0.80893,-1,0.80893,-0.80893,-1,0.80893,-0.80893,-1,0.80893,-0.80893,-1,0.80893,-0.80893,-1,0.80893,-inf
92817,2022-12-15,octus-bridge,Polygon,0.0,-11.77392,1,-11.77392,-1,11.77392,-11.77392,-1,11.77392,-11.77392,-1,11.77392,-11.77392,-1,11.77392,-11.77392,-1,11.77392,-11.77392,-1,11.77392,-11.77392,-1,11.77392,-inf
92818,2022-12-15,okcswap,OKExChain,0.0,-17661152.04264,1,-14669533.399084993,-1,14669533.399084993,-17661152.04264,-1,17661152.04264,-17572905.09082338,-1,17572905.09082338,-15548753.308348933,-1,15548753.308348933,-14669533.399084993,-1,14669533.399084993,-14669533.399084993,-1,14669533.399084993,-14669533.399084993,-1,14669533.399084993,-inf
92819,2022-12-15,olympus-dao,Ethereum,0.0,-207382086.95944,1,-260412293.7988984,-1,260412293.7988984,-207382086.95944,-1,207382086.95944,-207367669.61726916,-1,207367669.61726916,-223752951.40943328,-1,223752951.40943328,-255194258.3301487,-1,255194258.3301487,-260412293.7988984,-1,260412293.7988984,-260412293.7988984,-1,260412293.7988984,-inf
92822,2022-12-15,opyn,Avalanche,0.0,-278482.41309,1,-2569446.30670655,-1,2569446.30670655,-278482.41309,-1,278482.41309,-399002.26676357543,-1,399002.26676357543,-448100.70113426057,-1,448100.70113426057,-2591237.9934375994,-1,2591237.9934375994,-2569446.30670655,-1,2569446.30670655,-2569446.30670655,-1,2569446.30670655,-inf
92823,2022-12-15,opyn,Ethereum,0.0,-55277036.434080005,1,-80804058.23015228,-1,80804058.23015228,-55277036.434080005,-1,55277036.434080005,-59689458.44973217,-1,59689458.44973217,-64859638.92045543,-1,64859638.92045543,-65591730.9425173,-1,65591730.9425173,-80804058.23015228,-1,80804058.23015228,-80804058.23015228,-1,80804058.23015228,-inf
92824,2022-12-15,opyn,Polygon,0.0,-46012.56587,1,-931754.8348056264,-1,931754.8348056264,-46012.56587,-1,46012.56587,-39767.30024423891,-1,39767.30024423891,-888585.0225828134,-1,888585.0225828134,-935544.75086239,-1,935544.75086239,-931754.8348056264,-1,931754.8348056264,-931754.8348056264,-1,931754.8348056264,-inf
92825,2022-12-15,orbit-bridge,Binance,0.0,-3499727.67759,1,-4736405.624990708,-1,4736405.624990708,-3499727.67759,-1,3499727.67759,-3634909.2411069926,-1,3634909.2411069926,-3609576.776903367,-1,3609576.776903367,-4947908.433745748,-1,4947908.433745748,-4736405.624990708,-1,4736405.624990708,-4736405.624990708,-1,4736405.624990708,-inf
92826,2022-12-15,orbit-bridge,Celo,0.0,-59.39601,1,-39.67731866478603,-1,39.67731866478603,-59.39601,-1,59.39601,-59.39601,-1,59.39601,-54.196009999999994,-1,54.196009999999994,-39.67731866478603,-1,39.67731866478603,-39.67731866478603,-1,39.67731866478603,-39.67731866478603,-1,39.67731866478603,-inf
92828,2022-12-15,orbit-bridge,Heco,0.0,-1401935.19815,1,-1528303.7319827457,-1,1528303.7319827457,-1401935.19815,-1,1401935.19815,-1412855.4702619982,-1,1412855.4702619982,-1499056.0088802164,-1,1499056.0088802164,-1528993.5600226745,-1,1528993.5600226745,-1528303.7319827457,-1,1528303.7319827457,-1528303.7319827457,-1,1528303.7319827457,-inf
92984,2022-12-15,solo-top,OKExChain,0.0,-19945.31075,1,-61928.15053664187,-1,61928.15053664187,-19945.31075,-1,19945.31075,-18103.950936211557,-1,18103.950936211557,-17958.134294147352,-1,17958.134294147352,-60019.36298205938,-1,60019.36298205938,-61928.15053664187,-1,61928.15053664187,-61928.15053664187,-1,61928.15053664187,-inf
93089,2022-12-15,synapse,Klaytn,0.0,-39694.59686,1,-2504.813544786135,-1,2504.813544786135,-39694.59686,-1,39694.59686,-39689.518952208746,-1,39689.518952208746,-36342.299170688944,-1,36342.299170688944,-2504.9195855865764,-1,2504.9195855865764,-2504.813544786135,-1,2504.813544786135,-2504.813544786135,-1,2504.813544786135,-inf
92986,2022-12-15,sonne-finance,Optimism,0.0,-16273876.40884,1,-3830638.669178646,-1,3830638.669178646,-16273876.40884,-1,16273876.40884,-15140819.498688953,-1,15140819.498688953,-24842548.609803006,-1,24842548.609803006,-3830638.669178646,-1,3830638.669178646,-3830638.669178646,-1,3830638.669178646,-3830638.669178646,-1,3830638.669178646,-inf
93130,2022-12-15,tokensfarm,Fantom,0.0,-2867.70762,1,-3539.161865476967,-1,3539.161865476967,-2867.70762,-1,2867.70762,-2867.722391722009,-1,2867.722391722009,-2867.7204207732448,-1,2867.7204207732448,-3541.9932123620274,-1,3541.9932123620274,-3539.161865476967,-1,3539.161865476967,-3539.161865476967,-1,3539.161865476967,-inf
93131,2022-12-15,tokensfarm,Polygon,0.0,-2936798.63634,1,-3897679.3972758967,-1,3897679.3972758967,-2936798.63634,-1,2936798.63634,-3074915.8693676325,-1,3074915.8693676325,-3389386.8218402937,-1,3389386.8218402937,-3915350.308773854,-1,3915350.308773854,-3897679.3972758967,-1,3897679.3972758967,-3897679.3972758967,-1,3897679.3972758967,-inf
93132,2022-12-15,tomb-swap,Fantom,0.0,-10303628.34973,1,-14509633.399091367,-1,14509633.399091367,-10303628.34973,-1,10303628.34973,-10608170.263053782,-1,10608170.263053782,-10309763.897600492,-1,10309763.897600492,-14307236.128470372,-1,14307236.128470372,-14509633.399091367,-1,14509633.399091367,-14509633.399091367,-1,14509633.399091367,-inf
93133,2022-12-15,tornado-cash,Arbitrum,0.0,-252789.141,1,-288435.3175008889,-1,288435.3175008889,-252789.141,-1,252789.141,-252534.931,-1,252534.931,-252556.926,-1,252556.926,-288287.9205008889,-1,288287.9205008889,-288435.3175008889,-1,288435.3175008889,-288435.3175008889,-1,288435.3175008889,-inf
93134,2022-12-15,tornado-cash,Avalanche,0.0,-89382.3,1,-92280.2,-1,92280.2,-89382.3,-1,89382.3,-89382.3,-1,89382.3,-92230.40000000001,-1,92230.40000000001,-92099.6,-1,92099.6,-92280.2,-1,92280.2,-92280.2,-1,92280.2,-inf
93135,2022-12-15,tornado-cash,Binance,0.0,-21661779.1,1,-281843.34500000253,-1,281843.34500000253,-21661779.1,-1,21661779.1,-21806810.381,-1,21806810.381,-22408579.226000004,-1,22408579.226000004,-21950004.186,-1,21950004.186,-281843.34500000253,-1,281843.34500000253,-281843.34500000253,-1,281843.34500000253,-inf
93136,2022-12-15,tornado-cash,Ethereum,0.0,-149188195.89545,1,-143165014.21365526,-1,143165014.21365526,-149188195.89545,-1,149188195.89545,-150062492.65545,-1,150062492.65545,-149791049.70545,-1,149791049.70545,-138118979.83165526,-1,138118979.83165526,-143165014.21365526,-1,143165014.21365526,-143165014.21365526,-1,143165014.21365526,-inf
93137,2022-12-15,tornado-cash,Optimism,0.0,-19636.65,1,-20704.211000000003,-1,20704.211000000003,-19636.65,-1,19636.65,-19636.65,-1,19636.65,-19384.821000000004,-1,19384.821000000004,-20704.211000000003,-1,20704.211000000003,-20704.211000000003,-1,20704.211000000003,-20704.211000000003,-1,20704.211000000003,-inf
93138,2022-12-15,tornado-cash,Polygon,0.0,-669772.6046,1,-503199.1525,-1,503199.1525,-669772.6046,-1,669772.6046,-679771.4985999999,-1,679771.4985999999,-374010.965,-1,374010.965,-542853.4365000001,-1,542853.4365000001,-503199.1525,-1,503199.1525,-503199.1525,-1,503199.1525,-inf
93139,2022-12-15,tornado-cash,xDai,0.0,-50245.676,1,-175673.66,-1,175673.66,-50245.676,-1,50245.676,-50245.676,-1,50245.676,-50245.676,-1,50245.676,-175673.66,-1,175673.66,-175673.66,-1,175673.66,-175673.66,-1,175673.66,-inf
93140,2022-12-15,toucan-protocol,Celo,0.0,-449647.04,1,-401417.85199999996,-1,401417.85199999996,-449647.04,-1,449647.04,-452028.30199999997,-1,452028.30199999997,-428498.23199999996,-1,428498.23199999996,-400059.132,-1,400059.132,-401417.85199999996,-1,401417.85199999996,-401417.85199999996,-1,401417.85199999996,-inf
93141,2022-12-15,toucan-protocol,Polygon,0.0,-22735084.19,1,-24814438.545,-1,24814438.545,-22735084.19,-1,22735084.19,-22739060.938,-1,22739060.938,-23056069.255000003,-1,23056069.255000003,-23737433.885,-1,23737433.885,-24814438.545,-1,24814438.545,-24814438.545,-1,24814438.545,-inf
93142,2022-12-15,trader-joe-dex,Avalanche,0.0,-68767170.21639,1,-150698341.3163042,-1,150698341.3163042,-68767170.21639,-1,68767170.21639,-74046094.87832655,-1,74046094.87832655,-82560976.91038612,-1,82560976.91038612,-148065521.34997696,-1,148065521.34997696,-150698341.3163042,-1,150698341.3163042,-150698341.3163042,-1,150698341.3163042,-inf
93145,2022-12-15,trader-joe-lend,Avalanche,0.0,-14665506.52382,1,-12700118.351561744,-1,12700118.351561744,-14665506.52382,-1,14665506.52382,-14704404.324035186,-1,14704404.324035186,-14458943.65192192,-1,14458943.65192192,-12700118.351561744,-1,12700118.351561744,-12700118.351561744,-1,12700118.351561744,-12700118.351561744,-1,12700118.351561744,-inf
93148,2022-12-15,tranchess,Binance,0.0,-45144945.371589996,1,-69221463.92726296,-1,69221463.92726296,-45144945.371589996,-1,45144945.371589996,-45864201.27082751,-1,45864201.27082751,-56858914.09537403,-1,56858914.09537403,-69347248.56724241,-1,69347248.56724241,-69221463.92726296,-1,69221463.92726296,-69221463.92726296,-1,69221463.92726296,-inf
93150,2022-12-15,tranchess,Ethereum,0.0,-190229.35257,1,-138328.71585802123,-1,138328.71585802123,-190229.35257,-1,190229.35257,-190003.68001419646,-1,190003.68001419646,-138328.71585802123,-1,138328.71585802123,-138328.71585802123,-1,138328.71585802123,-138328.71585802123,-1,138328.71585802123,-138328.71585802123,-1,138328.71585802123,-inf
93152,2022-12-15,trisolaris,Aurora,0.0,-12347918.362839999,1,-24057635.021849606,-1,24057635.021849606,-12347918.362839999,-1,12347918.362839999,-12018121.184143249,-1,12018121.184143249,-12562970.867996378,-1,12562970.867996378,-23974401.118943226,-1,23974401.118943226,-24057635.021849606,-1,24057635.021849606,-24057635.021849606,-1,24057635.021849606,-inf
93129,2022-12-15,tokensfarm,Ethereum,0.0,-12467131.07818,1,-13496170.48875296,-1,13496170.48875296,-12467131.07818,-1,12467131.07818,-12515194.938417798,-1,12515194.938417798,-12765421.827317905,-1,12765421.827317905,-13586217.702059532,-1,13586217.702059532,-13496170.48875296,-1,13496170.48875296,-13496170.48875296,-1,13496170.48875296,-inf
93153,2022-12-15,unicrypt,Avalanche,0.0,-15134.32021,1,-77736.0478220605,-1,77736.0478220605,-15134.32021,-1,15134.32021,-15731.431478225477,-1,15731.431478225477,-18312.553841192057,-1,18312.553841192057,-76518.05758709578,-1,76518.05758709578,-77736.0478220605,-1,77736.0478220605,-77736.0478220605,-1,77736.0478220605,-inf
93128,2022-12-15,tokensfarm,Binance,0.0,-21704631.79307,1,-20370025.41692286,-1,20370025.41692286,-21704631.79307,-1,21704631.79307,-22079830.77478155,-1,22079830.77478155,-22236981.724841975,-1,22236981.724841975,-20924228.879723582,-1,20924228.879723582,-20370025.41692286,-1,20370025.41692286,-20370025.41692286,-1,20370025.41692286,-inf
93122,2022-12-15,tokemak,Ethereum,0.0,-40418220.70753,1,-39833768.44329418,-1,39833768.44329418,-40418220.70753,-1,40418220.70753,-41896439.52844867,-1,41896439.52844867,-46899643.83121628,-1,46899643.83121628,-32091192.136088073,-1,32091192.136088073,-39833768.44329418,-1,39833768.44329418,-39833768.44329418,-1,39833768.44329418,-inf
93098,2022-12-15,synthetix,Optimism,0.0,-100495756.87717,1,-124314359.32043912,-1,124314359.32043912,-100495756.87717,-1,100495756.87717,-99338633.13081154,-1,99338633.13081154,-104357167.30783707,-1,104357167.30783707,-108162912.2753514,-1,108162912.2753514,-124314359.32043912,-1,124314359.32043912,-124314359.32043912,-1,124314359.32043912,-inf
93099,2022-12-15,tarot,Fantom,0.0,-9120410.62413,1,-15478852.024816545,-1,15478852.024816545,-9120410.62413,-1,9120410.62413,-9137683.813021958,-1,9137683.813021958,-10441940.095387273,-1,10441940.095387273,-15478852.024816545,-1,15478852.024816545,-15478852.024816545,-1,15478852.024816545,-15478852.024816545,-1,15478852.024816545,-inf
93101,2022-12-15,tarot,Optimism,0.0,-2519891.5597499995,1,-3215829.1674640565,-1,3215829.1674640565,-2519891.5597499995,-1,2519891.5597499995,-2449738.368783377,-1,2449738.368783377,-2595380.189437036,-1,2595380.189437036,-3215829.1674640565,-1,3215829.1674640565,-3215829.1674640565,-1,3215829.1674640565,-3215829.1674640565,-1,3215829.1674640565,-inf
93104,2022-12-15,team-finance,Avalanche,0.0,-1036546.2553999999,1,-1160282.6999223337,-1,1160282.6999223337,-1036546.2553999999,-1,1036546.2553999999,-1071408.8185077214,-1,1071408.8185077214,-1108917.4401775536,-1,1108917.4401775536,-1147279.3398368356,-1,1147279.3398368356,-1160282.6999223337,-1,1160282.6999223337,-1160282.6999223337,-1,1160282.6999223337,-inf
93105,2022-12-15,team-finance,Binance,0.0,-49502705.23031001,1,-67046651.33984533,-1,67046651.33984533,-49502705.23031001,-1,49502705.23031001,-49267781.637510896,-1,49267781.637510896,-52661177.42844996,-1,52661177.42844996,-66737087.6553746,-1,66737087.6553746,-67046651.33984533,-1,67046651.33984533,-67046651.33984533,-1,67046651.33984533,-inf
93106,2022-12-15,team-finance,Ethereum,0.0,-43617004.94426,1,-72713573.44622481,-1,72713573.44622481,-43617004.94426,-1,43617004.94426,-42935921.450674795,-1,42935921.450674795,-47134729.835602075,-1,47134729.835602075,-72374653.4640609,-1,72374653.4640609,-72713573.44622481,-1,72713573.44622481,-72713573.44622481,-1,72713573.44622481,-inf
93107,2022-12-15,team-finance,Polygon,0.0,-801248.54837,1,-1345658.6443829164,-1,1345658.6443829164,-801248.54837,-1,801248.54837,-816256.8307235972,-1,816256.8307235972,-841949.8693205552,-1,841949.8693205552,-1320577.7132260175,-1,1320577.7132260175,-1345658.6443829164,-1,1345658.6443829164,-1345658.6443829164,-1,1345658.6443829164,-inf
93108,2022-12-15,tectonic,Cronos,0.0,-160946928.58595,1,-204549544.8763896,-1,204549544.8763896,-160946928.58595,-1,160946928.58595,-163542721.32797164,-1,163542721.32797164,-187143691.07371265,-1,187143691.07371265,-204878380.78150386,-1,204878380.78150386,-204549544.8763896,-1,204549544.8763896,-204549544.8763896,-1,204549544.8763896,-inf
93111,2022-12-15,terra-bridge,Binance,0.0,-8130769.00865,1,-8837082.332353147,-1,8837082.332353147,-8130769.00865,-1,8130769.00865,-8149320.464910799,-1,8149320.464910799,-7941180.060161994,-1,7941180.060161994,-8873316.566791557,-1,8873316.566791557,-8837082.332353147,-1,8837082.332353147,-8837082.332353147,-1,8837082.332353147,-inf
93112,2022-12-15,terra-bridge,Ethereum,0.0,-72489246.72692,1,-81664669.95516856,-1,81664669.95516856,-72489246.72692,-1,72489246.72692,-72615860.55277902,-1,72615860.55277902,-74480669.04714443,-1,74480669.04714443,-81604384.03238003,-1,81604384.03238003,-81664669.95516856,-1,81664669.95516856,-81664669.95516856,-1,81664669.95516856,-inf
93113,2022-12-15,terra-bridge,Harmony,0.0,-104505.70687,1,-101649.12894220286,-1,101649.12894220286,-104505.70687,-1,104505.70687,-108841.08353501304,-1,108841.08353501304,-105995.17479351077,-1,105995.17479351077,-106191.63780973876,-1,106191.63780973876,-101649.12894220286,-1,101649.12894220286,-101649.12894220286,-1,101649.12894220286,-inf
93114,2022-12-15,tetu-earn,Binance,0.0,-2239.2878099999994,1,-544066.4785353066,-1,544066.4785353066,-2239.2878099999994,-1,2239.2878099999994,-754.2266836924921,-1,754.2266836924921,-4368.9926803312555,-1,4368.9926803312555,-388930.94136091846,-1,388930.94136091846,-544066.4785353066,-1,544066.4785353066,-544066.4785353066,-1,544066.4785353066,-inf
93115,2022-12-15,tetu-earn,Ethereum,0.0,-8020580.27447,1,-7560286.2787712375,-1,7560286.2787712375,-8020580.27447,-1,8020580.27447,-7846043.070651311,-1,7846043.070651311,-7165580.821850903,-1,7165580.821850903,-7560286.2787712375,-1,7560286.2787712375,-7560286.2787712375,-1,7560286.2787712375,-7560286.2787712375,-1,7560286.2787712375,-inf
93116,2022-12-15,tetu-earn,Fantom,0.0,-2519469.53319,1,-3662512.962511471,-1,3662512.962511471,-2519469.53319,-1,2519469.53319,-1698270.127553216,-1,1698270.127553216,-375885.1204317645,-1,375885.1204317645,-3626946.6951162834,-1,3626946.6951162834,-3662512.962511471,-1,3662512.962511471,-3662512.962511471,-1,3662512.962511471,-inf
93117,2022-12-15,tetu-earn,Polygon,0.0,-36376913.61675,1,-4451447.675831728,-1,4451447.675831728,-36376913.61675,-1,36376913.61675,-36030869.278719634,-1,36030869.278719634,-26671516.454119552,-1,26671516.454119552,-4329605.960810039,-1,4329605.960810039,-4451447.675831728,-1,4451447.675831728,-4451447.675831728,-1,4451447.675831728,-inf
93118,2022-12-15,tezos-liquidity-baking,Tezos,0.0,-14325768.90679,1,-11929084.674375474,-1,11929084.674375474,-14325768.90679,-1,14325768.90679,-14863966.025012136,-1,14863966.025012136,-14754541.046200454,-1,14754541.046200454,-12122853.350551136,-1,12122853.350551136,-11929084.674375474,-1,11929084.674375474,-11929084.674375474,-1,11929084.674375474,-inf
93119,2022-12-15,the-tokenized-bitcoin,Ethereum,0.0,-20119715.76061,1,-14043333.803058373,-1,14043333.803058373,-20119715.76061,-1,20119715.76061,-18203423.15715168,-1,18203423.15715168,-19656361.14504689,-1,19656361.14504689,-8482301.777736908,-1,8482301.777736908,-14043333.803058373,-1,14043333.803058373,-14043333.803058373,-1,14043333.803058373,-inf
93127,2022-12-15,tokensfarm,Avalanche,0.0,-0.51728,1,-0.000909531950360476,-1,0.000909531950360476,-0.51728,-1,0.51728,-0.6928190184283959,-1,0.6928190184283959,-0.6863329602718404,-1,0.6863329602718404,-0.000909531950360476,-1,0.000909531950360476,-0.000909531950360476,-1,0.000909531950360476,-0.000909531950360476,-1,0.000909531950360476,-inf
93097,2022-12-15,synthetix,Ethereum,0.0,-213963426.47947,1,-222796060.00623137,-1,222796060.00623137,-213963426.47947,-1,213963426.47947,-211124311.78957108,-1,211124311.78957108,-216849260.6797867,-1,216849260.6797867,-223104871.73388988,-1,223104871.73388988,-222796060.00623137,-1,222796060.00623137,-222796060.00623137,-1,222796060.00623137,-inf
93154,2022-12-15,unicrypt,Binance,0.0,-103461686.20994,1,-143374919.89145982,-1,143374919.89145982,-103461686.20994,-1,103461686.20994,-105262027.20687933,-1,105262027.20687933,-116358590.15000199,-1,116358590.15000199,-147450804.85209993,-1,147450804.85209993,-143374919.89145982,-1,143374919.89145982,-143374919.89145982,-1,143374919.89145982,-inf
93159,2022-12-15,unicrypt,Polygon,0.0,-3422576.4796599997,1,-3648739.967531398,-1,3648739.967531398,-3422576.4796599997,-1,3422576.4796599997,-3363482.924765752,-1,3363482.924765752,-3267288.704133283,-1,3267288.704133283,-3668150.6316884183,-1,3668150.6316884183,-3648739.967531398,-1,3648739.967531398,-3648739.967531398,-1,3648739.967531398,-inf
93198,2022-12-15,w3swap,Binance,0.0,-38442161.25089,1,-52599979.282788396,-1,52599979.282788396,-38442161.25089,-1,38442161.25089,-39476797.06905939,-1,39476797.06905939,-37163307.84677763,-1,37163307.84677763,-52599979.282788396,-1,52599979.282788396,-52599979.282788396,-1,52599979.282788396,-52599979.282788396,-1,52599979.282788396,-inf
93199,2022-12-15,wbtc,Ethereum,0.0,-3539543466.0404105,1,-4374615115.6901865,-1,4374615115.6901865,-3539543466.0404105,-1,3539543466.0404105,-3553345764.680334,-1,3553345764.680334,-4170901146.195934,-1,4170901146.195934,-4374746201.490189,-1,4374746201.490189,-4374615115.6901865,-1,4374615115.6901865,-4374615115.6901865,-1,4374615115.6901865,-inf
93200,2022-12-15,wing-finance,Binance,0.0,-7750129.0,1,-6069803.729931059,-1,6069803.729931059,-7750129.0,-1,7750129.0,-7320956.003753152,-1,7320956.003753152,-6022421.765319151,-1,6022421.765319151,-5461056.339746969,-1,5461056.339746969,-6069803.729931059,-1,6069803.729931059,-6069803.729931059,-1,6069803.729931059,-inf
93203,2022-12-15,wing-finance,Ethereum,0.0,-1759215.0,1,-1847073.889845165,-1,1847073.889845165,-1759215.0,-1,1759215.0,-1767942.61557199,-1,1767942.61557199,-1675619.6539068741,-1,1675619.6539068741,-1781891.4820930809,-1,1781891.4820930809,-1847073.889845165,-1,1847073.889845165,-1847073.889845165,-1,1847073.889845165,-inf
93206,2022-12-15,wing-finance,OKExChain,0.0,-209296.0,1,-231931.38615648707,-1,231931.38615648707,-209296.0,-1,209296.0,-205588.5514740466,-1,205588.5514740466,-186442.0617781151,-1,186442.0617781151,-232999.5038486187,-1,232999.5038486187,-231931.38615648707,-1,231931.38615648707,-231931.38615648707,-1,231931.38615648707,-inf
93209,2022-12-15,wing-finance,Ontology,0.0,-14904105.0,1,-27012960.039961852,-1,27012960.039961852,-14904105.0,-1,14904105.0,-13775066.058578122,-1,13775066.058578122,-13037309.375464186,-1,13037309.375464186,-27712464.805797853,-1,27712464.805797853,-27012960.039961852,-1,27012960.039961852,-27012960.039961852,-1,27012960.039961852,-inf
93212,2022-12-15,wing-finance,OntologyEVM,0.0,-2199518.0,1,-2649437.602471505,-1,2649437.602471505,-2199518.0,-1,2199518.0,-2185950.6860020035,-1,2185950.6860020035,-2303245.6490210025,-1,2303245.6490210025,-2647663.752263514,-1,2647663.752263514,-2649437.602471505,-1,2649437.602471505,-2649437.602471505,-1,2649437.602471505,-inf
93217,2022-12-15,wombat-exchange,Binance,0.0,-124949731.13164,1,-152694209.66840866,-1,152694209.66840866,-124949731.13164,-1,124949731.13164,-140849505.72748834,-1,140849505.72748834,-145190121.41296417,-1,145190121.41296417,-130857558.47259636,-1,130857558.47259636,-152694209.66840866,-1,152694209.66840866,-152694209.66840866,-1,152694209.66840866,-inf
93220,2022-12-15,wombex-finance,Binance,0.0,-78739457.05697,1,-6105860.7989322245,-1,6105860.7989322245,-78739457.05697,-1,78739457.05697,-90911525.12172611,-1,90911525.12172611,-67116151.44094841,-1,67116151.44094841,-6105860.7989322245,-1,6105860.7989322245,-6105860.7989322245,-1,6105860.7989322245,-6105860.7989322245,-1,6105860.7989322245,-inf
93223,2022-12-15,wrapped,Celo,0.0,-2411487.09004,1,-3192265.367770548,-1,3192265.367770548,-2411487.09004,-1,2411487.09004,-2411487.09004,-1,2411487.09004,-2582922.4090634068,-1,2582922.4090634068,-3192265.367770548,-1,3192265.367770548,-3192265.367770548,-1,3192265.367770548,-3192265.367770548,-1,3192265.367770548,-inf
93224,2022-12-15,wrapped,Ethereum,0.0,-9364008.14147,1,-8638734.141469672,-1,8638734.141469672,-9364008.14147,-1,9364008.14147,-9364008.14147,-1,9364008.14147,-9364008.14147,-1,9364008.14147,-8638734.141469672,-1,8638734.141469672,-8638734.141469672,-1,8638734.141469672,-8638734.141469672,-1,8638734.141469672,-inf
93225,2022-12-15,wx.network,Waves,0.0,-12575681.38904,1,-22723024.76815608,-1,22723024.76815608,-12575681.38904,-1,12575681.38904,-13363307.78454276,-1,13363307.78454276,-12485051.337285303,-1,12485051.337285303,-22243309.619402602,-1,22243309.619402602,-22723024.76815608,-1,22723024.76815608,-22723024.76815608,-1,22723024.76815608,-inf
93226,2022-12-15,yearn-finance,Arbitrum,0.0,-268344.24856,1,-184063.23277352378,-1,184063.23277352378,-268344.24856,-1,268344.24856,-267440.09513565595,-1,267440.09513565595,-240247.45466352376,-1,240247.45466352376,-184063.23277352378,-1,184063.23277352378,-184063.23277352378,-1,184063.23277352378,-184063.23277352378,-1,184063.23277352378,-inf
93227,2022-12-15,yearn-finance,Ethereum,0.0,-365686352.34515,1,-475571135.1562836,-1,475571135.1562836,-365686352.34515,-1,365686352.34515,-370116566.21214175,-1,370116566.21214175,-353077151.026982,-1,353077151.026982,-453477743.48455006,-1,453477743.48455006,-475571135.1562836,-1,475571135.1562836,-475571135.1562836,-1,475571135.1562836,-inf
93228,2022-12-15,yearn-finance,Fantom,0.0,-15637016.13593,1,-20657381.098417018,-1,20657381.098417018,-15637016.13593,-1,15637016.13593,-17356523.38706563,-1,17356523.38706563,-16643092.451234393,-1,16643092.451234393,-20441342.386273842,-1,20441342.386273842,-20657381.098417018,-1,20657381.098417018,-20657381.098417018,-1,20657381.098417018,-inf
93229,2022-12-15,yearn-finance,Optimism,0.0,-122958.15616,1,-2895.200967904384,-1,2895.200967904384,-122958.15616,-1,122958.15616,-158039.96487577024,-1,158039.96487577024,-190229.28009861166,-1,190229.28009861166,-2895.200967904384,-1,2895.200967904384,-2895.200967904384,-1,2895.200967904384,-2895.200967904384,-1,2895.200967904384,-inf
93230,2022-12-15,yeti-finance,Avalanche,0.0,-18753347.12401,1,-54637127.45847986,-1,54637127.45847986,-18753347.12401,-1,18753347.12401,-18836362.096677437,-1,18836362.096677437,-21038937.358658064,-1,21038937.358658064,-51504330.30156801,-1,51504330.30156801,-54637127.45847986,-1,54637127.45847986,-54637127.45847986,-1,54637127.45847986,-inf
93197,2022-12-15,vvs-finance,Cronos,0.0,-187663171.78408,1,-351062642.4569218,-1,351062642.4569218,-187663171.78408,-1,187663171.78408,-189029579.5570278,-1,189029579.5570278,-350874941.2243893,-1,350874941.2243893,-347303698.5533875,-1,347303698.5533875,-351062642.4569218,-1,351062642.4569218,-351062642.4569218,-1,351062642.4569218,-inf
93156,2022-12-15,unicrypt,Ethereum,0.0,-89654252.29864001,1,-79548976.43095957,-1,79548976.43095957,-89654252.29864001,-1,89654252.29864001,-90020399.73615219,-1,90020399.73615219,-89340922.12891695,-1,89340922.12891695,-80072306.33866619,-1,80072306.33866619,-79548976.43095957,-1,79548976.43095957,-79548976.43095957,-1,79548976.43095957,-inf
93196,2022-12-15,voltz,Ethereum,0.0,-13103676.84442,1,-8419279.035061715,-1,8419279.035061715,-13103676.84442,-1,13103676.84442,-13015921.325779697,-1,13015921.325779697,-12570493.031249465,-1,12570493.031249465,-8427429.966103591,-1,8427429.966103591,-8419279.035061715,-1,8419279.035061715,-8419279.035061715,-1,8419279.035061715,-inf
