name	chain	nativeCurrency	chainId	explorer
,('Wanchain'	,'WAN'	,'WAN'	,888	,'')
,('Garizon Testnet Stage0'	,'GAR'	,'GAR'	,900	,'https://explorer-testnet.garizon.com')
,('Garizon Testnet Stage1'	,'GAR'	,'GAR'	,901	,'https://explorer-testnet.garizon.com')
,('Garizon Testnet Stage2'	,'GAR'	,'GAR'	,902	,'https://explorer-testnet.garizon.com')
,('Garizon Testnet Stage3'	,'GAR'	,'GAR'	,903	,'https://explorer-testnet.garizon.com')
,('Portal Fantasy Chain'	,'PF'	,'PFT'	,909	,'')
,('PulseChain Testnet'	,'tPLS'	,'tPLS'	,940	,'')
,('PulseChain Testnet v2b'	,'t2bPLS'	,'tPLS'	,941	,'')
,('PulseChain Testnet v3'	,'t3PLS'	,'tPLS'	,942	,'')
,('CCN'	,'CCN'	,'CCN'	,970	,'')
,('CCN Beta'	,'CCN Beta'	,'CCN'	,971	,'')
,('Nepal Blockchain Network'	,'YETI'	,'YETI'	,977	,'')
,('TOP Mainnet EVM'	,'TOP'	,'ETH'	,980	,'https://www.topscan.io')
,('Memo Smart Chain Mainnet'	,'MEMO'	,'CMEMO'	,985	,'https://scan.metamemo.one:8080')
,('TOP Mainnet'	,'TOP'	,'TOP'	,989	,'https://www.topscan.io')
,('Lucky Network'	,'LN'	,'L99'	,998	,'https://explorer.luckynetwork.org')
,('Wanchain Testnet'	,'WAN'	,'WAN'	,999	,'')
,('GTON Mainnet'	,'GTON'	,'GCD'	,1000	,'https://explorer.gton.network')
,('Klaytn Testnet Baobab'	,'KLAY'	,'KLAY'	,1001	,'')
,('Newton Testnet'	,'NEW'	,'NEW'	,1007	,'')
,('Eurus Mainnet'	,'EUN'	,'EUN'	,1008	,'https://explorer.eurus.network')
,('Evrice Network'	,'EVC'	,'EVC'	,1010	,'')
,('Newton'	,'NEW'	,'NEW'	,1012	,'')
,('Sakura'	,'Sakura'	,'SKU'	,1022	,'')
,('Clover Testnet'	,'Clover'	,'CLV'	,1023	,'')
,('CLV Parachain'	,'CLV'	,'CLV'	,1024	,'')
,('BitTorrent Chain Testnet'	,'BTTC'	,'BTT'	,1028	,'https://testscan.bittorrentchain.io')
,('Conflux eSpace'	,'Conflux'	,'CFX'	,1030	,'https://evm.confluxscan.net')
,('Bronos Testnet'	,'Bronos'	,'tBRO'	,1038	,'https://tbroscan.bronos.org')
,('Bronos Mainnet'	,'Bronos'	,'BRO'	,1039	,'https://broscan.bronos.org')
,('Metis Andromeda Mainnet'	,'ETH'	,'METIS'	,1088	,'https://andromeda-explorer.metis.io')
,('MOAC mainnet'	,'MOAC'	,'mc'	,1099	,'https://explorer.moac.io')
,('WEMIX3.0 Mainnet'	,'WEMIX'	,'WEMIX'	,1111	,'https://explorer.wemix.com')
,('WEMIX3.0 Testnet'	,'TWEMIX'	,'tWEMIX'	,1112	,'https://microscope.test.wemix.com')
,('DeFiChain EVM Network Mainnet'	,'defichain-evm'	,'DFI'	,1130	,'')
,('DeFiChain EVM Network Testnet'	,'defichain-evm-testnet'	,'DFI'	,1131	,'')
,('MathChain'	,'MATH'	,'MATH'	,1139	,'')
,('MathChain Testnet'	,'MATH'	,'MATH'	,1140	,'')
,('Iora Chain'	,'IORA'	,'IORA'	,1197	,'https://explorer.iorachain.com')
,('Evanesco Testnet'	,'Evanesco Testnet'	,'AVIS'	,1201	,'')
,('World Trade Technical Chain Mainnet'	,'WTT'	,'WTT'	,1202	,'https://explorer.cadaut.com')
,('Popcateum Mainnet'	,'POPCATEUM'	,'POP'	,1213	,'https://explorer.popcateum.org')
,('EnterChain Mainnet'	,'ENTER'	,'ENTER'	,1214	,'https://explorer.entercoin.net')
,('Ultron Testnet'	,'Ultron'	,'ULX'	,1230	,'https://explorer.ultron-dev.io')
,('Ultron Mainnet'	,'Ultron'	,'ULX'	,1231	,'https://ulxscan.com')
,('Step Network'	,'STEP'	,'FITFI'	,1234	,'https://stepscan.io')
,('OM Platform Mainnet'	,'omplatform'	,'OM'	,1246	,'https://omscan.omplatform.com')
,('HALO Mainnet'	,'HALO'	,'HO'	,1280	,'https://browser.halo.land')
,('Moonbeam'	,'MOON'	,'GLMR'	,1284	,'https://moonbeam.moonscan.io')
,('Moonriver'	,'MOON'	,'MOVR'	,1285	,'https://moonriver.moonscan.io')
,('Moonrock old'	,'MOON'	,'ROC'	,1286	,'')
,('Moonbase Alpha'	,'MOON'	,'DEV'	,1287	,'https://moonbase.moonscan.io')
,('Moonrock'	,'MOON'	,'ROC'	,1288	,'')
,('Boba Network Bobabeam'	,'Bobabeam'	,'BOBA'	,1294	,'https://blockexplorer.bobabeam.boba.network')
,('Boba Network Bobabase Testnet'	,'Bobabase Testnet'	,'BOBA'	,1297	,'https://blockexplorer.bobabase.boba.network')
,('Dos Fuji Subnet'	,'DOS'	,'DOS'	,1311	,'https://test.doscan.io')
,('Alyx Mainnet'	,'ALYX'	,'ALYX'	,1314	,'https://www.alyxscan.com')
,('Aitd Mainnet'	,'AITD'	,'AITD'	,1319	,'https://aitd-explorer-new.aitd.io')
,('Aitd Testnet'	,'AITD'	,'AITD'	,1320	,'https://block-explorer-testnet.aitd.io')
,('Geth Testnet'	,'ETH'	,'ETH'	,1337	,'')
,('Polygon zkEVM Testnet'	,'Polygon'	,'ETH'	,1402	,'https://explorer.public.zkevm-test.net')
,('Sherpax Mainnet'	,'Sherpax Mainnet'	,'KSX'	,1506	,'https://evm.sherpax.io')
,('Sherpax Testnet'	,'Sherpax Testnet'	,'KSX'	,1507	,'https://evm-pre.sherpax.io')
,('Beagle Messaging Chain'	,'BMC'	,'BG'	,1515	,'https://eth.beagle.chat')
,('Catecoin Chain Mainnet'	,'Catechain'	,'CATE'	,1618	,'')
,('Atheios'	,'ATH'	,'ATH'	,1620	,'')
,('Btachain'	,'btachain'	,'BTA'	,1657	,'')
,('LUDAN Mainnet'	,'LUDAN'	,'LUDAN'	,1688	,'')
,('Anytype EVM Chain'	,'ETH'	,'ANY'	,1701	,'https://explorer.anytype.io')
,('TBSI Mainnet'	,'TBSI'	,'JINDA'	,1707	,'')
,('TBSI Testnet'	,'TBSI'	,'JINDA'	,1708	,'')
,('Rabbit Analog Testnet Chain'	,'rAna'	,'rAna'	,1807	,'https://rabbit.analogscan.com')
,('Cube Chain Mainnet'	,'Cube'	,'CUBE'	,1818	,'https://cubescan.network')
,('Cube Chain Testnet'	,'Cube'	,'CUBET'	,1819	,'https://testnet.cubescan.network')
,('Teslafunds'	,'TSF'	,'TSF'	,1856	,'')
,('BON Network'	,'BON'	,'BOY'	,1898	,'https://explorer.boyanet.org:4001')
,('ONUS Chain Testnet'	,'onus'	,'ONUS'	,1945	,'https://explorer-testnet.onuschain.io')
,('ONUS Chain Mainnet'	,'onus'	,'ONUS'	,1975	,'https://explorer.onuschain.io')
,('Eurus Testnet'	,'EUN'	,'EUN'	,1984	,'https://testnetexplorer.eurus.network')
,('EtherGem'	,'EGEM'	,'EGEM'	,1987	,'')
,('Dogechain Mainnet'	,'DC'	,'DOGE'	,2000	,'https://explorer.dogechain.dog')
,('Milkomeda C1 Mainnet'	,'milkAda'	,'mADA'	,2001	,'https://explorer-mainnet-cardano-evm.c1.milkomeda.com')
,('Milkomeda A1 Mainnet'	,'milkALGO'	,'mALGO'	,2002	,'https://explorer-mainnet-algorand-rollup.a1.milkomeda.com')
,('CloudWalk Testnet'	,'CloudWalk Testnet'	,'CWN'	,2008	,'https://explorer.testnet.cloudwalk.io')
,('CloudWalk Mainnet'	,'CloudWalk Mainnet'	,'CWN'	,2009	,'https://explorer.mainnet.cloudwalk.io')
,('PublicMint Devnet'	,'PublicMint'	,'USD'	,2018	,'https://explorer.dev.publicmint.io')
,('PublicMint Testnet'	,'PublicMint'	,'USD'	,2019	,'https://explorer.tst.publicmint.io')
,('PublicMint Mainnet'	,'PublicMint'	,'USD'	,2020	,'https://explorer.publicmint.io')
,('Edgeware Mainnet'	,'EDG'	,'EDG'	,2021	,'')
,('Beresheet Testnet'	,'EDG'	,'tEDG'	,2022	,'')
,('Taycan Testnet'	,'Taycan'	,'tSFL'	,2023	,'https://evmscan-test.hupayx.io')
,('Rangers Protocol Mainnet'	,'Rangers'	,'RPG'	,2025	,'https://scan.rangersprotocol.com')
,('Quokkacoin Mainnet'	,'Qkacoin'	,'QKA'	,2077	,'https://explorer.qkacoin.org')
,('Ecoball Mainnet'	,'ECO'	,'ECO'	,2100	,'https://scan.ecoball.org')
,('Ecoball Testnet Espuma'	,'ECO'	,'ECO'	,2101	,'https://espuma-scan.ecoball.org')
