,date,token,protocol,start_date,program_name,app_name,token_value,usd_value,price_usd,rank_desc,last_price_usd,last_token_value,net_token_flow,net_price_change,net_dollar_flow,last_price_net_dollar_flow,net_price_stock_change
22504,2022-07-14,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,27811534.81253,27839346.34734,1.000999999999909,201,1.000999999999832,27929987.41469,-118452.60215999931,7.704947790898586e-14,-118571.05476214855,-118571.0547621394,2.1519909483064104e-06
22579,2022-07-15,DAI,rubicon,2022-07-15,Rubicon,Rubicon,155809.03439,156120.65246,1.0020000000078302,200,1.001000000035459,155391.03449,417.99989999999525,0.0009999999723711017,418.83589980326826,418.41789991481716,155.3910301967169
22589,2022-07-15,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,200,,0.0,0.0,,,,
22627,2022-07-15,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,200,,0.0,0.0,,,,
22645,2022-07-15,SNX,rubicon,2022-07-15,Rubicon,Rubicon,2167.46684,5852.16046,2.6999999963090553,200,2.5599999995229425,838.47309,1328.99375,0.13999999678611275,3588.2831200947576,3402.2239993659937,117.38622990524202
22660,2022-07-15,SUSD,thales,2022-07-15,Thales,Thales,172156.25606,173533.50611,1.008000000008829,200,1.0089999999824055,162552.14254,9604.113520000014,-0.0009999999735765819,9680.946428244808,9690.550541511035,-162.55213824481677
22678,2022-07-15,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,27897413.6948,27925311.1085,1.0010000000001864,200,1.000999999999909,27811534.81253,85878.88227000087,2.773337115513641e-13,85964.76115228688,85964.76115226306,7.713076173498916e-06
22681,2022-07-15,USDC,rubicon,2022-07-15,Rubicon,Rubicon,309593.04398,309902.63703,1.0010000000194448,200,1.0009999999810555,310908.85589,-1315.8119099999894,3.838929174548866e-11,-1317.1277219355752,-1317.127721885062,1.19355707750173e-05
22707,2022-07-15,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,0.86112,17595.33995,20433.08708426236,200,20312.983690977282,0.87191,-0.010789999999999966,120.10339328507689,-220.47300963919017,-219.17709402564418,104.71934963919139
22717,2022-07-15,USDT,rubicon,2022-07-15,Rubicon,Rubicon,58591.29988,58591.29988,1.0,200,1.0,58822.92512,-231.6252400000012,0.0,-231.6252400000012,-231.6252400000012,0.0
22720,2022-07-15,WETH,rubicon,2022-07-15,Rubicon,Rubicon,129.04573,153253.42125,1187.5900213823427,200,1112.1100245025896,128.48438,0.5613500000000045,75.47999687975312,666.6536585029834,624.2829622545336,9698.000601497013
22755,2022-07-16,DAI,rubicon,2022-07-15,Rubicon,Rubicon,160430.59022,160591.02081,1.0009999999986285,199,1.0020000000078302,155809.03439,4621.555830000027,-0.0010000000092016403,4626.177385823688,4630.798941696215,-155.80903582369868
22765,2022-07-16,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,199,,0.0,0.0,,,,
22803,2022-07-16,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,199,,0.0,0.0,,,,
22820,2022-07-16,SNX,rubicon,2022-07-15,Rubicon,Rubicon,1947.86258,4967.04957,2.549999995379551,199,2.6999999963090553,2167.46684,-219.60426000000007,-0.15000000092950438,-559.9908619853298,-592.931501189453,-325.1200280146699
22836,2022-07-16,SUSD,thales,2022-07-15,Thales,Thales,206371.76592,208229.11181,1.0089999999841064,199,1.008000000008829,172156.25606,34215.50985999999,0.0009999999752774436,34523.44944819618,34489.23393918208,172.15625180385726
22854,2022-07-16,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,27906868.21788,27906868.21788,1.0,199,1.0010000000001864,27897413.6948,9454.523079998791,-0.0010000000001864073,9454.523079998791,9463.977603080553,-27897.413700000285
22857,2022-07-16,USDC,rubicon,2022-07-15,Rubicon,Rubicon,300666.40073,300666.40073,1.0,199,1.0010000000194448,309593.04398,-8926.643250000023,-0.00100000001944478,-8926.643250000023,-8935.569893423599,-309.5930499999686
22881,2022-07-16,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,1.41285,29262.97115,20712.015535973387,199,20433.08708426236,0.86112,0.5517299999999999,278.9284517110282,11427.440331662596,11273.54713700007,240.1908683374006
22893,2022-07-16,USDT,rubicon,2022-07-15,Rubicon,Rubicon,123385.95839,123509.34434,1.000999999932002,199,1.0,58591.29988,64794.65851,0.0009999999320020603,64859.453164104096,64794.65851,58.591295895912324
22896,2022-07-16,WETH,rubicon,2022-07-15,Rubicon,Rubicon,132.08854,161206.13817,1220.4400031221483,199,1187.5900213823427,129.04573,3.042810000000003,32.84998173980557,3713.5670459001076,3613.6107929624095,4239.1498740998795
22933,2022-07-17,DAI,rubicon,2022-07-15,Rubicon,Rubicon,162218.27309,162062.86799,0.999042000034646,198,1.0009999999986285,160430.59022,1787.6828699999896,-0.001957999963982493,1785.970269872466,1789.470552867538,-314.1230898724501
22945,2022-07-17,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,198,,0.0,0.0,,,,
23000,2022-07-17,SNX,rubicon,2022-07-15,Rubicon,Rubicon,1159.7258,3247.23225,2.800000008622728,198,2.549999995379551,1947.86258,-788.13678,0.2500000132431772,-2206.7829907958894,-2009.7487853584541,486.96567079588937
23001,2022-07-17,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,198,,0.0,0.0,,,,
23016,2022-07-17,SUSD,thales,2022-07-15,Thales,Thales,217924.92904,219450.40354,1.006999999984949,198,1.0089999999841064,206371.76592,11553.163119999983,-0.0019999999991573425,11634.035261666097,11657.141587896362,-412.7435316660993
23032,2022-07-17,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,27970379.82939,27962771.88607,0.9997279999997709,198,1.0,27906868.21788,63511.61151000112,-0.000272000000229089,63494.33635165585,63511.61151000112,-7590.6681616565165
23035,2022-07-17,USDC,rubicon,2022-07-15,Rubicon,Rubicon,300248.89897,300167.23126,0.9997279999684257,198,1.0,300666.40073,-417.50176000001375,-0.0002720000315743487,-417.38819950811137,-417.50176000001375,-81.78127049190579
23050,2022-07-17,WETH,rubicon,2022-07-15,Rubicon,Rubicon,145.13387,197612.82558,1361.589996738873,198,1220.4400031221483,132.08854,13.045330000000007,141.14999361672471,17762.390832157533,15921.042585929463,18644.296577842488
23051,2022-07-17,USDT,rubicon,2022-07-15,Rubicon,Rubicon,142705.24678,142705.24678,1.0,198,1.000999999932002,123385.95839,19319.288389999987,-0.0009999999320020603,19319.288389999987,19338.607677076314,-123.38595000000903
23061,2022-07-17,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,3.18537,67838.8004,21296.992311725167,198,20712.015535973387,1.41285,1.7725199999999999,584.9767757517802,37749.34481237909,36712.46177782355,826.4844376209027
23107,2022-07-18,DAI,rubicon,2022-07-15,Rubicon,Rubicon,180431.47647,180204.13281,0.9987400000019521,197,0.999042000034646,162218.27309,18213.20337999999,-0.0003020000326939831,18190.254743776746,18195.75513179297,-48.989923776741485
23118,2022-07-18,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,197,,0.0,0.0,,,,
23140,2022-07-18,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,197,,0.0,0.0,,,,
23173,2022-07-18,SNX,rubicon,2022-07-15,Rubicon,Rubicon,2024.61002,5405.70874,2.6699999933814413,197,2.800000008622728,1159.7258,864.8842200000001,-0.1300000152412868,2309.2408616757134,2421.675823457662,-150.7643716757135
23198,2022-07-18,SUSD,thales,2022-07-15,Thales,Thales,211046.87842,213157.34721,1.010000000027482,197,1.006999999984949,217924.92904,-6878.0506199999945,0.00300000004253298,-6946.831126389017,-6926.196974236474,653.7747963889966
23205,2022-07-18,USDC,rubicon,2022-07-15,Rubicon,Rubicon,299902.39257,300202.29496,1.0009999999914305,197,0.9997279999684257,300248.89897,-346.50639999995474,0.0012720000230048711,-346.8529063969853,-346.41215024821406,381.9166063970272
23208,2022-07-18,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,27976766.04707,28004742.81312,1.0010000000001047,197,0.9997279999997709,27970379.82939,6386.217679999769,0.001272000000333784,6392.6038976804375,6384.480628789346,35578.32315232015
23235,2022-07-18,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.01707,83619.3974,20816.016997463325,197,21296.992311725167,3.18537,0.8317000000000005,-480.97531426184287,17312.681336790258,17712.708505661834,-1532.0843367902464
23245,2022-07-18,USDT,rubicon,2022-07-15,Rubicon,Rubicon,144807.06939,145096.68353,1.002000000008425,197,1.0,142705.24678,2101.822610000003,0.0020000000084250402,2106.0262552377108,2101.822610000003,285.4104947622974
23247,2022-07-18,WETH,rubicon,2022-07-15,Rubicon,Rubicon,142.69938,191787.9707,1344.000027890801,197,1361.589996738873,145.13387,-2.434490000000011,-17.589968848071976,-3271.954627899891,-3314.7772311608337,-2552.900252100128
23284,2022-07-19,DAI,rubicon,2022-07-15,Rubicon,Rubicon,186512.47898,187445.04137,1.0049999999737282,196,0.9987400000019521,180431.47647,6081.00251000002,0.006259999971776176,6111.407522390262,6073.340446849291,1129.5010376097337
23295,2022-07-19,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,196,,0.0,0.0,,,,
23320,2022-07-19,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,196,,0.0,0.0,,,,
23348,2022-07-19,SNX,rubicon,2022-07-15,Rubicon,Rubicon,1808.09577,5297.7206,2.929999996626285,196,2.6699999933814413,2024.61002,-216.51425000000017,0.26000000324484374,-634.3867517695431,-578.0930460669882,526.3986117695432
23375,2022-07-19,SUSD,thales,2022-07-15,Thales,Thales,208034.81862,209699.09717,1.0080000000049991,196,1.010000000027482,211046.87842,-3012.059799999988,-0.002000000022482906,-3036.1562784150456,-3042.1803980827654,-422.0937615849472
23381,2022-07-19,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,21470454.26079,21556336.07783,1.0039999999998528,196,1.0010000000001047,27976766.04707,-6506311.786279999,0.002999999999748093,-6532337.03342416,-6512818.0980669595,83930.29813416245
23384,2022-07-19,USDC,rubicon,2022-07-15,Rubicon,Rubicon,329695.07733,331013.85764,1.0040000000020626,196,1.0009999999914305,299902.39257,29792.684759999975,0.0030000000106320535,29911.855499101424,29822.477444504668,899.7071808985784
23409,2022-07-19,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.01702,89884.88673,22376.011752493145,196,20816.016997463325,4.01707,-5.000000000077165e-05,1559.9947550298202,-1.1188005876419236,-1.040800849889229,6266.6081305876405
23421,2022-07-19,USDT,rubicon,2022-07-15,Rubicon,Rubicon,167561.02449,168063.70756,1.0029999999792911,196,1.002000000008425,144807.06939,22753.95510000002,0.0009999999708660834,22822.21696482881,22799.463010391722,144.8070651712029
23423,2022-07-19,WETH,rubicon,2022-07-15,Rubicon,Rubicon,149.62485,235445.18225,1573.5700470209326,196,1344.000027890801,142.69938,6.9254700000000184,229.57001913013164,10897.712153542087,9307.83187315693,32759.499396457923
23461,2022-07-20,DAI,rubicon,2022-07-15,Rubicon,Rubicon,199086.87217,200281.3934,1.0059999999848308,195,1.0049999999737282,186512.47898,12574.393189999973,0.0010000000111025642,12649.83954894923,12637.265155619622,186.51248105076678
23473,2022-07-20,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,195,,0.0,0.0,,,,
23527,2022-07-20,SNX,rubicon,2022-07-15,Rubicon,Rubicon,1986.73407,5900.6002,2.9700000060903973,195,2.929999996626285,1808.09577,178.63830000000007,0.040000009464112196,530.5557520879785,523.4102183973255,72.32384791202122
23529,2022-07-20,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,195,,0.0,0.0,,,,
23544,2022-07-20,SUSD,thales,2022-07-15,Thales,Thales,206723.27945,208790.51225,1.0100000000266056,195,1.0080000000049991,208034.81862,-1311.5391700000037,0.002000000021606496,-1324.654561734898,-1322.0314833665602,416.06964173490354
23560,2022-07-20,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,21948862.30962,22036657.75886,1.0040000000000693,195,1.0039999999998528,21470454.26079,478408.0488299988,2.1649348980190553e-13,480321.681025352,480321.68102524837,4.648213570550619e-06
23563,2022-07-20,USDC,rubicon,2022-07-15,Rubicon,Rubicon,330225.23301,331546.13394,1.0039999999938225,195,1.0040000000020626,329695.07733,530.1556800000253,-8.240075288767912e-12,532.2763027167504,532.2763027211189,-2.7167122595353586e-06
23578,2022-07-20,WETH,rubicon,2022-07-15,Rubicon,Rubicon,149.10503,229650.08025,1540.1900274591676,195,1573.5700470209326,149.62485,-0.5198200000000099,-33.38001956176504,-800.6215800738398,-817.9731818424368,-4994.48041992616
23579,2022-07-20,USDT,rubicon,2022-07-15,Rubicon,Rubicon,167287.18655,167621.76092,1.0019999999814688,195,1.0029999999792911,167561.02449,-273.8379399999976,-0.0009999999978222984,-274.3856158749231,-274.65945381432675,-167.5610241251021
23588,2022-07-20,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.22358,97138.04282,22998.982574024878,195,22376.011752493145,4.01702,0.20656000000000052,622.9708215317332,4750.669840490591,4621.988987594996,2502.4862495094026
23637,2022-07-21,DAI,rubicon,2022-07-15,Rubicon,Rubicon,197393.1013,197280.58723,0.9994299999885559,194,1.0059999999848308,199086.87217,-1693.7708699999785,-0.0065699999962749445,-1692.8054205846947,-1703.9334951942851,-1308.0007494152903
23649,2022-07-21,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,194,,0.0,0.0,,,,
23703,2022-07-21,SNX,rubicon,2022-07-15,Rubicon,Rubicon,2653.96317,7590.33465,2.8599999938959213,194,2.9700000060903973,1986.73407,667.2291,-0.11000001219447597,1908.275221927181,1981.6704310636903,-218.54077192718088
23705,2022-07-21,OP,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,194,,0.0,0.0,,,,
23720,2022-07-21,SUSD,thales,2022-07-15,Thales,Thales,200759.6499,201964.2078,1.0060000000029887,194,1.0100000000266056,206723.27945,-5963.629550000012,-0.00400000002361689,-5999.411327317836,-6023.265845658679,-826.8931226821609
23735,2022-07-21,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,22061654.5861,22035114.41563,0.9987969999998676,194,1.0040000000000693,21948862.30962,112792.27648000047,-0.005203000000201685,112656.5873713801,113243.44558592828,-114199.93060137962
23738,2022-07-21,USDC,rubicon,2022-07-15,Rubicon,Rubicon,339061.08537,338653.19488,0.9987969999873184,194,1.0039999999938225,330225.23301,8835.85235999996,-0.005203000006504088,8825.222829498829,8871.195769385376,-1718.1618894988442
23754,2022-07-21,USDT,rubicon,2022-07-15,Rubicon,Rubicon,192775.0272,192750.73755,0.9998740000177782,194,1.0019999999814688,167287.18655,25487.84065,-0.0021259999636906723,25484.629182531226,25538.816330827678,-355.6525525312148
23762,2022-07-21,WETH,rubicon,2022-07-15,Rubicon,Rubicon,148.45486,226211.06046,1523.769989476936,194,1540.1900274591676,149.10503,-0.6501700000000028,-16.420037982231634,-990.7095340582238,-1001.3853501531313,-2448.310255941787
23764,2022-07-21,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.21882,97901.97475,23206.008966962323,194,22998.982574024878,4.22358,-0.0047600000000000975,207.02639293744505,-110.46060268274292,-109.47515705236066,874.3925326827342
23811,2022-07-22,DAI,rubicon,2022-07-15,Rubicon,Rubicon,197313.48951,197195.10141,0.9993999999681015,193,0.9994299999885559,197393.1013,-79.61178999999538,-3.000002045439043e-05,-79.56402292345588,-79.5664112787843,-5.9217970765555625
23821,2022-07-22,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,193,,0.0,0.0,,,,
23859,2022-07-22,OP,rubicon,2022-07-15,Rubicon,Rubicon,446196.17383,350023.94291,0.7844619999887281,193,0.7844619999887281,0.0,446196.17383,0.0,350023.94291,350023.94291,0.0
23876,2022-07-22,SNX,rubicon,2022-07-15,Rubicon,Rubicon,30452.72041,100189.45014,3.2899999997077436,193,2.8599999938959213,2653.96317,27798.757240000003,0.4300000058118223,91457.91131147565,79504.4455367142,1141.2041785243623
23892,2022-07-22,SUSD,thales,2022-07-15,Thales,Thales,199416.82524,201012.15984,1.007999999990372,193,1.0060000000029887,200759.6499,-1342.8246599999839,0.0019999999873832053,-1353.5672572670549,-1350.881607963997,401.5192972670567
23910,2022-07-22,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,21802496.53483,21792445.58393,0.9995390000001173,193,0.9987969999998676,22061654.5861,-259158.05127000064,0.0007420000002497096,-259038.57940839557,-258846.28413428852,16369.747708395207
23912,2022-07-22,USDC,pooltogether,2022-07-22,Pooltogether,Pooltogether,2561731.09609,2560550.13806,0.9995390000020679,184,0.9987970000002744,2499044.39791,62686.6981800003,0.0007420000017934747,62657.799612268944,62611.286082106955,1854.2909477311928
23913,2022-07-22,USDC,rubicon,2022-07-15,Rubicon,Rubicon,313620.29239,313475.71344,0.999539000015279,193,0.9987969999873184,339061.08537,-25440.79297999997,0.0007420000279605432,-25429.0647748249,-25410.1877057224,251.5833348248721
23937,2022-07-22,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.22767,97815.58182,23136.995512894813,193,23206.008966962323,4.21882,0.008849999999999802,-69.01345406750988,204.7624102891145,205.37317935761197,-291.15534028909207
23949,2022-07-22,USDT,rubicon,2022-07-15,Rubicon,Rubicon,194207.13507,193978.94168,0.9988249999675978,193,0.9998740000177782,192775.0272,1432.107869999978,-0.001049000050180382,1430.4251432063245,1431.9274244338183,-202.22101320632453
23952,2022-07-22,WETH,rubicon,2022-07-15,Rubicon,Rubicon,147.92756,230119.07507,1555.6200282760021,193,1523.769989476936,148.45486,-0.5272999999999968,31.85003879906617,-820.2784409099309,-803.4839154511834,4728.293050909936
23989,2022-07-23,DAI,rubicon,2022-07-15,Rubicon,Rubicon,211178.02677,211389.20479,1.0009999999679418,192,0.9993999999681015,197313.48951,13864.537259999983,0.0015999999998402847,13878.40179681551,13856.218537201725,315.701583184486
24001,2022-07-23,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,192,,0.0,0.0,,,,
24056,2022-07-23,SNX,rubicon,2022-07-15,Rubicon,Rubicon,30371.82327,92330.34275,3.040000000302912,192,3.2899999997077436,30452.72041,-80.89714000000095,-0.24999999940483164,-245.9273056245076,-266.1515905763604,-7613.1800843755045
24057,2022-07-23,OP,rubicon,2022-07-15,Rubicon,Rubicon,458542.70687,381328.70046,0.8316099999996496,192,0.7844619999887281,446196.17383,12346.53304000001,0.047148000010921454,10267.500341390081,9685.386001485318,21037.25720860995
24072,2022-07-23,SUSD,thales,2022-07-15,Thales,Thales,249323.90478,250819.84821,1.0060000000052942,192,1.007999999990372,199416.82524,49907.079540000006,-0.001999999985077716,50206.52201750423,50306.3361758395,-398.83364750424556
24088,2022-07-23,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,21685861.40924,21729233.13206,1.00200000000007,192,0.9995390000001173,21802496.53483,-116635.1255900003,0.00246099999995264,-116868.39584118847,-116581.356797117,53655.94397118406
24090,2022-07-23,USDC,pooltogether,2022-07-22,Pooltogether,Pooltogether,2942710.47548,2948595.89643,1.0019999999996738,183,0.9995390000020679,2561731.09609,380979.3793899999,0.0024609999976059616,381741.3381486556,380803.74789688893,6304.420221344608
24091,2022-07-23,USDC,rubicon,2022-07-15,Rubicon,Rubicon,392804.97394,393590.58389,1.002000000005397,192,0.999539000015279,313620.29239,79184.68154999998,0.0024609999901180624,79343.05091352735,79148.17741301529,771.8195364726139
24106,2022-07-23,WETH,rubicon,2022-07-15,Rubicon,Rubicon,150.94821,241517.13312,1599.9999809206088,192,1555.6200282760021,147.92756,3.020649999999989,44.37995264460665,4833.03994236782,4698.983638411889,6565.018107632209
24107,2022-07-23,USDT,rubicon,2022-07-15,Rubicon,Rubicon,196101.09054,196297.19163,1.0009999999972463,192,0.9988249999675978,194207.13507,1893.9554700000153,0.002175000029648544,1895.8494254648,1891.730072261397,422.4005245352087
24117,2022-07-23,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.24471,96609.66287,22760.014905611923,192,23136.995512894813,4.22767,0.01704000000000061,-376.98060728289056,387.83065399164104,394.25440353974176,-1593.749603991658
24163,2022-07-24,DAI,rubicon,2022-07-15,Rubicon,Rubicon,217076.20978,217053.85093,0.999896999998191,191,1.0009999999679418,211178.02677,5898.183010000008,-0.0011029999697507176,5897.575497139308,5904.081192820922,-232.9293571393262
24174,2022-07-24,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,191,,0.0,0.0,,,,
24200,2022-07-24,OP,rubicon,2022-07-15,Rubicon,Rubicon,469745.02474,446389.30211,0.9502800000001549,191,0.8316099999996496,458542.70687,11202.317870000028,0.11867000000050532,10645.338625505361,9315.959563866798,54415.263024494605
24229,2022-07-24,SNX,rubicon,2022-07-15,Rubicon,Rubicon,28363.55651,91614.28754,3.230000000447758,191,3.040000000302912,30371.82327,-2008.2667600000023,0.19000000014484586,-6486.701635699224,-6105.130951008335,5770.646425699233
24254,2022-07-24,SUSD,thales,2022-07-15,Thales,Thales,263735.78849,265581.93901,1.007000000002161,191,1.0060000000052942,249323.90478,14411.883709999995,0.0009999999968668405,14512.76689600114,14498.355012336295,249.32390399882846
24261,2022-07-24,USDC,rubicon,2022-07-15,Rubicon,Rubicon,375852.89252,375852.89252,1.0,191,1.002000000005397,392804.97394,-16952.081420000002,-0.002000000005397018,-16952.081420000002,-16985.985582931495,-785.6099499999755
24264,2022-07-24,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,22014534.37167,22014534.37167,1.0,191,1.00200000000007,21685861.40924,328672.9624300003,-0.002000000000069946,328672.9624300003,329330.3083548833,-43371.72281999684
24265,2022-07-24,USDC,pooltogether,2022-07-22,Pooltogether,Pooltogether,3759276.32902,3759276.32902,1.0,182,1.0019999999996738,2942710.47548,816565.85354,-0.0019999999996738183,816565.85354,818198.9852468137,-5885.420950000142
24291,2022-07-24,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.24971,95911.76773,22569.014763360323,191,22760.014905611923,4.24471,0.004999999999999893,-191.00014225159975,112.84507381679921,113.80007452805718,-810.7402138167881
24301,2022-07-24,USDT,rubicon,2022-07-15,Rubicon,Rubicon,215887.56926,216103.45683,1.0010000000034278,191,1.0009999999972463,196101.09054,19786.478719999985,6.1814997565079466e-12,19806.26519878781,19806.2651986655,1.2121988434239529e-06
24303,2022-07-24,WETH,rubicon,2022-07-15,Rubicon,Rubicon,151.35134,236884.51581,1565.1299539865324,191,1599.9999809206088,150.94821,0.40313000000000443,-34.87002693407635,630.9508383505978,645.0079923085322,-5263.568148350612
24339,2022-07-25,DAI,rubicon,2022-07-15,Rubicon,Rubicon,251554.40665,252309.06987,1.0030000000001988,190,0.999896999998191,217076.20978,34478.196869999985,0.0031030000020078052,34581.63146061684,34474.64561566,673.5874793831867
24349,2022-07-25,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,190,,0.0,0.0,,,,
24387,2022-07-25,OP,rubicon,2022-07-15,Rubicon,Rubicon,458237.47675,417759.98572,0.9116670000082004,190,0.9502800000001549,469745.02474,-11507.54799000005,-0.038612999991954444,-10491.051753493743,-10935.39270393903,-18138.26463650626
24404,2022-07-25,SNX,rubicon,2022-07-15,Rubicon,Rubicon,28730.48183,96247.11413,3.3499999999825967,190,3.230000000447758,28363.55651,366.9253200000021,0.11999999953483886,1229.1998219936213,1185.1687837643005,3403.6267680063756
24420,2022-07-25,SUSD,thales,2022-07-15,Thales,Thales,263239.47877,265345.3946,1.0079999999993923,190,1.007000000002161,263735.78849,-496.3097200000193,0.0009999999972312157,-500.28019775971785,-499.783888041092,263.7357877597725
24438,2022-07-25,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,22002092.26068,22024094.35294,1.000999999999969,190,1.0,22014534.37167,-12442.110989999026,0.0009999999999690257,-12454.55310098864,-12442.110989999026,22014.534370988116
24440,2022-07-25,USDC,pooltogether,2022-07-22,Pooltogether,Pooltogether,4019529.06955,4023548.59862,1.0010000000001118,181,1.0,3759276.32902,260252.74053000007,0.0010000000001118003,260512.99327055918,260252.74053000007,3759.2763294402885
24441,2022-07-25,USDC,rubicon,2022-07-15,Rubicon,Rubicon,403785.84907,404189.63492,1.0010000000023032,190,1.0,375852.89252,27932.956550000003,0.0010000000023031586,27960.889506614338,27932.956550000003,375.85289338564877
24465,2022-07-25,WBTC,rubicon,2022-07-15,Rubicon,Rubicon,4.25242,95118.18245,22368.01220246354,190,22569.014763360323,4.24971,0.002709999999999546,-201.00256089678442,60.617313068666036,61.16203000869623,-854.2025930686738
24477,2022-07-25,USDT,rubicon,2022-07-15,Rubicon,Rubicon,259978.56225,260758.49794,1.003000000012501,190,1.0010000000034278,215887.56926,44090.99299,0.0020000000090731884,44223.26596952118,44135.083983141136,431.77514047878856
24480,2022-07-25,WETH,rubicon,2022-07-15,Rubicon,Rubicon,206.25749,322755.84616,1564.820003191157,190,1565.1299539865324,151.35134,54.90615,-0.309950795375471,85918.24181821414,85935.26002307764,-46.91146821414333
24517,2022-07-26,DAI,rubicon,2022-07-15,Rubicon,Rubicon,254247.81715,255264.80842,1.0040000000055065,189,1.0030000000001988,251554.40665,2693.410499999998,0.001000000005307644,2704.1841420148294,2701.490731500534,251.55440798516125
24529,2022-07-26,ETH,rubicon,2022-07-15,Rubicon,Rubicon,0.0,0.0,,189,,0.0,0.0,,,,
24583,2022-07-26,SNX,rubicon,2022-07-15,Rubicon,Rubicon,26592.44365,80309.17981,3.019999999511139,189,3.3499999999825967,28730.48183,-2138.0381799999996,-0.3300000004714576,-6456.875302554795,-7162.42790296279,-9481.059017445205
24585,2022-07-26,OP,rubicon,2022-07-15,Rubicon,Rubicon,474197.75654,382297.28292,0.8061979999851647,189,0.9116670000082004,458237.47675,15960.27979,-0.10546900002303572,12867.145645901644,14550.460395440812,-48329.848445901574
24600,2022-07-26,SUSD,thales,2022-07-15,Thales,Thales,259570.48098,261906.61531,1.009000000004546,189,1.0079999999993923,263239.47877,-3668.997789999994,0.0010000000051537672,-3702.018770126673,-3698.3497723177643,263.23948012667495
24616,2022-07-26,USDC,perpetual-protocol,2022-07-14,Perpetual Protocol,Perpetual Protocol,22017561.19828,22083613.88188,1.0030000000002344,189,1.000999999999969,22002092.26068,15468.937599997967,0.002000000000265345,15515.344412801587,15484.406537597486,44004.18452719815
24618,2022-07-26,USDC,pooltogether,2022-07-22,Pooltogether,Pooltogether,4379863.82702,4393003.41851,1.0030000000020414,180,1.0010000000001118,4019529.06955,360334.7574699996,0.0020000000019295694,361415.7617431452,360695.0922275099,8039.05814685596
24619,2022-07-26,USDC,rubicon,2022-07-15,Rubicon,Rubicon,423899.03419,425170.7313,1.0030000000175279,189,1.0010000000023032,403785.84907,20113.18511999998,0.002000000015224712,20173.52467571252,20133.298305166303,807.5717042875233
24634,2022-07-26,WETH,rubicon,2022-07-15,Rubicon,Rubicon,208.93945,303551.40983,1452.8199908155211,189,1564.820003191157,206.25749,2.6819600000000037,-112.00001237563583,3896.4051025676004,4196.784655758561,-23100.841432567584
24635,2022-07-26,USDT,rubicon,2022-07-15,Rubicon,Rubicon,253578.83309,254085.99075,1.0019999999756288,189,1.003000000012501,259978.56225,-6399.729159999988,-0.0010000000368721729,-6412.5286181640195,-6418.928347559991,-259.9785718359745
