,date,protocol,chain,usd_value,net_dollar_flow,net_dollar_flow_latest_price,rank_desc,mark_at_latest_price,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
265584,2023-01-03,plutusdao,Arbitrum,11646186.46263,26281.023236476154,26281.023236476154,1,1,1305796.9378438955,1,1305796.9378438955,26281.023236476154,1,26281.023236476154,361149.63009614777,1,361149.63009614777,2323613.984603085,1,2323613.984603085,1305796.9378438955,1,1305796.9378438955,1305796.9378438955,1,1305796.9378438955,1305796.9378438955,1,1305796.9378438955,0.22566205101391829
265589,2023-01-03,pnetwork,Algorand,68182.3765,118.34931000000506,118.34931000000506,1,1,9507.270619999996,1,9507.270619999996,118.34931000000506,1,118.34931000000506,9415.928269999997,1,9415.928269999997,9507.270619999996,1,9507.270619999996,9507.270619999996,1,9507.270619999996,9507.270619999996,1,9507.270619999996,9507.270619999996,1,9507.270619999996,0.17357756663117346
265590,2023-01-03,pnetwork,Arbitrum,8252.71079,37.933250000000044,37.933250000000044,1,1,144.8512499999988,1,144.8512499999988,37.933250000000044,1,37.933250000000044,-70.85250000000087,-1,70.85250000000087,144.8512499999988,1,144.8512499999988,144.8512499999988,1,144.8512499999988,144.8512499999988,1,144.8512499999988,144.8512499999988,1,144.8512499999988,0.4596459389557749
265591,2023-01-03,pnetwork,Binance,8418317.53585,102988.96372999996,102988.96372999996,1,1,-64777405.77223001,-1,64777405.77223001,102988.96372999996,1,102988.96372999996,-244271.1345700007,-1,244271.1345700007,-1920199.7276799995,-1,1920199.7276799995,-2271507.0269900057,-1,2271507.0269900057,-43053284.003709994,-1,43053284.003709994,-64777405.77223001,-1,64777405.77223001,1.2233912927543322
265592,2023-01-03,pnetwork,EOS,533634.6155,3788.7001499999315,3788.7001499999315,1,1,-3673016.2857700004,-1,3673016.2857700004,3788.7001499999315,1,3788.7001499999315,6165.279609999852,1,6165.279609999852,123641.60945999995,1,123641.60945999995,-997443.283,-1,997443.283,-1566646.8139,-1,1566646.8139,-3673016.2857700004,-1,3673016.2857700004,0.7099802074215202
265603,2023-01-03,pooltogether,Polygon,4297143.30484,23678.848740000278,23678.848740000278,1,1,-18981754.205700003,-1,18981754.205700003,23678.848740000278,1,23678.848740000278,-36107.46848999988,-1,36107.46848999988,-452338.30932,-1,452338.30932,-2182888.31013,-1,2182888.31013,-18205792.0991,-1,18205792.0991,-18981754.205700003,-1,18981754.205700003,0.5510369810876469
265593,2023-01-03,pnetwork,Ethereum,4694706.81143,46497.786139999516,46497.786139999516,1,1,-59722963.9473,-1,59722963.9473,46497.786139999516,1,46497.786139999516,-324727.95825000014,-1,324727.95825000014,-23124286.807690002,-1,23124286.807690002,-33089125.29489,-1,33089125.29489,-11157043.30232,-1,11157043.30232,-59722963.9473,-1,59722963.9473,0.9904300312597448
265595,2023-01-03,pnetwork,Polygon,2998999.19638,339.4524199999869,339.4524199999869,1,1,-8053410.97246,-1,8053410.97246,339.4524199999869,1,339.4524199999869,-907.993259999901,-1,907.993259999901,-7178419.359819999,-1,7178419.359819999,-7271099.14215,-1,7271099.14215,-8079194.59811,-1,8079194.59811,-8053410.97246,-1,8053410.97246,0.011318856650903058
265596,2023-01-03,pnetwork,Telos,113667.87764,144.08909000000858,144.08909000000858,1,1,-667854.2971600002,-1,667854.2971600002,144.08909000000858,1,144.08909000000858,-20880.468240000002,-1,20880.468240000002,-6615486.57591,-1,6615486.57591,-8169409.010620001,-1,8169409.010620001,-479075.64547000005,-1,479075.64547000005,-667854.2971600002,-1,667854.2971600002,0.12676324480725878
265597,2023-01-03,pnetwork,Ultra,5248116.65171,58507.236820000224,58507.236820000224,1,1,-1287880.8274400001,-1,1287880.8274400001,58507.236820000224,1,58507.236820000224,-124792.81463000085,-1,124792.81463000085,-618921.5152400015,-1,618921.5152400015,-15122247.031980002,-1,15122247.031980002,-1121900.97817,-1,1121900.97817,-1287880.8274400001,-1,1287880.8274400001,1.114823482457021
265598,2023-01-03,pooltogether,Avalanche,191130.56498,-40.955549917838205,-40.955549917838205,1,1,191130.56498,1,191130.56498,-40.955549917838205,-1,40.955549917838205,-21224.170907790303,-1,21224.170907790303,-32438.463396418872,-1,32438.463396418872,-107273.70256497759,-1,107273.70256497759,191130.56498,1,191130.56498,191130.56498,1,191130.56498,-0.021428048372129187
265599,2023-01-03,pooltogether,Binance,4977.49967,0.0,0.0,1,1,-6434.065364009464,-1,6434.065364009464,0.0,1,0.0,-25.75535450392191,-1,25.75535450392191,-27.7872887914401,-1,27.7872887914401,-280.0012764619547,-1,280.0012764619547,-549.5801124597868,-1,549.5801124597868,-6434.065364009464,-1,6434.065364009464,0.0
265600,2023-01-03,pooltogether,Celo,100330.62391,-65.75395199013627,-65.75395199013627,1,1,-3215551.5925631695,-1,3215551.5925631695,-65.75395199013627,-1,65.75395199013627,-4331.326693207662,-1,4331.326693207662,-6072.125672405984,-1,6072.125672405984,-29712.225259409286,-1,29712.225259409286,-402983.77389287355,-1,402983.77389287355,-3215551.5925631695,-1,3215551.5925631695,-0.06553727010520718
265601,2023-01-03,pooltogether,Ethereum,5299380.47524,-1084.595734978279,-1084.595734978279,1,1,-29378741.790239476,-1,29378741.790239476,-1084.595734978279,-1,1084.595734978279,-21045.442730784558,-1,21045.442730784558,-578690.6021227624,-1,578690.6021227624,-4999653.9454343375,-1,4999653.9454343375,-9452086.459945042,-1,9452086.459945042,-29378741.790239476,-1,29378741.790239476,-0.020466462826094017
265594,2023-01-03,pnetwork,LBRY,1146024.26466,16866.99785000016,16866.99785000016,1,1,1130276.1989600002,1,1130276.1989600002,16866.99785000016,1,16866.99785000016,61855.57276000013,1,61855.57276000013,1118310.33177,1,1118310.33177,1117962.43157,1,1117962.43157,1130276.1989600002,1,1130276.1989600002,1130276.1989600002,1,1130276.1989600002,1.4717836585252602
265620,2023-01-03,radiant,Arbitrum,28207491.88685,182249.59581511552,182249.59581511552,1,1,15739413.859000608,1,15739413.859000608,182249.59581511552,1,182249.59581511552,423844.12706565345,1,423844.12706565345,4882663.536073469,1,4882663.536073469,-15243363.609275764,-1,15243363.609275764,15739413.859000608,1,15739413.859000608,15739413.859000608,1,15739413.859000608,0.6461035123086507
265652,2023-01-03,rex-staking,Telos,17460519.01704,6035.734078293909,6035.734078293909,1,1,-925228.1709283558,-1,925228.1709283558,6035.734078293909,1,6035.734078293909,31236.71807629526,1,31236.71807629526,-190894.8300914026,-1,190894.8300914026,-925228.1709283558,-1,925228.1709283558,-925228.1709283558,-1,925228.1709283558,-925228.1709283558,-1,925228.1709283558,0.03456789613415008
265628,2023-01-03,rari-capital,Arbitrum,831.9079599999999,0.0,0.0,1,1,-25877.461967769657,-1,25877.461967769657,0.0,1,0.0,0.0,1,0.0,0.20303999999999983,1,0.20303999999999983,149.19297,1,149.19297,-25877.461967769657,-1,25877.461967769657,-25877.461967769657,-1,25877.461967769657,0.0
265657,2023-01-03,ribbon,Ethereum,46912911.77409,6952.984867141116,6952.984867141116,1,1,-114379510.13282035,-1,114379510.13282035,6952.984867141116,1,6952.984867141116,-1030673.506773025,-1,1030673.506773025,1001500.673541195,1,1001500.673541195,-18412911.34824343,-1,18412911.34824343,-20659961.376220986,-1,20659961.376220986,-114379510.13282035,-1,114379510.13282035,0.014821047349657904
265660,2023-01-03,ribbon,Solana,65635.00719,0.0,0.0,1,1,65633.76419000095,1,65633.76419000095,0.0,1,0.0,-3651.481997440927,-1,3651.481997440927,-4137.439740100273,-1,4137.439740100273,-141050.7812401452,-1,141050.7812401452,-234195.6630448649,-1,234195.6630448649,65633.76419000095,1,65633.76419000095,0.0
265663,2023-01-03,ribbon-lend,Ethereum,18457992.3071,0.0,0.0,1,1,10779550.41657,1,10779550.41657,0.0,1,0.0,-1176839.9336399985,-1,1176839.9336399985,-5844005.131209999,-1,5844005.131209999,14347624.168140002,1,14347624.168140002,10779550.41657,1,10779550.41657,10779550.41657,1,10779550.41657,0.0
265666,2023-01-03,rocket-pool,Ethereum,587081391.33084,1041219.1770608922,1041219.1770608922,1,1,446553314.2277753,1,446553314.2277753,1041219.1770608922,1,1041219.1770608922,6649319.778906091,1,6649319.778906091,28240781.969161574,1,28240781.969161574,86234719.77314855,1,86234719.77314855,217001277.32098043,1,217001277.32098043,444118135.21454555,1,444118135.21454555,0.17735516615516952
265667,2023-01-03,saber,Solana,20967261.41596,39689.47706052376,39689.47706052376,1,1,-60014694.510125116,-1,60014694.510125116,39689.47706052376,1,39689.47706052376,301635.23387663515,1,301635.23387663515,-3957758.3045818103,-1,3957758.3045818103,-25594176.119376212,-1,25594176.119376212,-59338335.4097755,-1,59338335.4097755,-60014694.510125116,-1,60014694.510125116,0.18929261324663343
265668,2023-01-03,saddle-finance,Arbitrum,1870729.4114100002,1067.0768782961568,1067.0768782961568,1,1,-1463436.5745714514,-1,1463436.5745714514,1067.0768782961568,1,1067.0768782961568,-17304.361554973773,-1,17304.361554973773,-309861.18369394686,-1,309861.18369394686,-3848732.2317378386,-1,3848732.2317378386,-2250198.017063583,-1,2250198.017063583,-1463436.5745714514,-1,1463436.5745714514,0.05704068540259294
265669,2023-01-03,saddle-finance,Ethereum,8145857.26418,77.19328965816129,77.19328965816129,1,1,-100292666.5905878,-1,100292666.5905878,77.19328965816129,1,77.19328965816129,-20250.200671242408,-1,20250.200671242408,-5385473.958838706,-1,5385473.958838706,-19036043.798936725,-1,19036043.798936725,-15913168.876428062,-1,15913168.876428062,-100292666.5905878,-1,100292666.5905878,0.0009476386235934362
265656,2023-01-03,ribbon,Avalanche,434241.44663,52.71197180399737,52.71197180399737,1,1,434241.44663000037,1,434241.44663000037,52.71197180399737,1,52.71197180399737,25017.692606013912,1,25017.692606013912,-108554.85819731191,-1,108554.85819731191,-1342681.6729739322,-1,1342681.6729739322,-762258.1769804036,-1,762258.1769804036,434241.44663000037,1,434241.44663000037,0.012138862426209436
265670,2023-01-03,saddle-finance,Evmos,2490.3558399999997,0.0,0.0,1,1,-206545.44675,-1,206545.44675,0.0,1,0.0,0.0,1,0.0,-26.004190000014717,-1,26.004190000014717,165.7625399999999,1,165.7625399999999,-125004.68195999999,-1,125004.68195999999,-206545.44675,-1,206545.44675,0.0
265672,2023-01-03,saddle-finance,Kava,18.84396,0.0,0.0,1,1,18.693960000013416,1,18.693960000013416,0.0,1,0.0,0.0043199999999998795,1,0.0043199999999998795,0.018729999979663958,1,0.018729999979663958,18.643960000013415,1,18.643960000013415,18.693960000013416,1,18.693960000013416,18.693960000013416,1,18.693960000013416,0.0
265673,2023-01-03,saddle-finance,Optimism,644218.64586,3.66379000004963,3.66379000004963,1,1,599316.6651199999,1,599316.6651199999,3.66379000004963,1,3.66379000004963,-720.7283499999985,-1,720.7283499999985,-655630.8742100002,-1,655630.8742100002,-2593880.25165,-1,2593880.25165,641344.2329199999,1,641344.2329199999,599316.6651199999,1,599316.6651199999,0.0005687184038516383
265674,2023-01-03,sashimiswap,Binance,270470.44104,0.0,0.0,1,1,259049.88098846682,1,259049.88098846682,0.0,1,0.0,-0.36461407007340796,-1,0.36461407007340796,250572.48000715234,1,250572.48000715234,250603.91538525242,1,250603.91538525242,261662.8706019524,1,261662.8706019524,258975.6642284668,1,258975.6642284668,0.0
265676,2023-01-03,sashimiswap,Ethereum,15506191.63868,-52.334925547465105,-52.334925547465105,1,1,10989153.55050056,1,10989153.55050056,-52.334925547465105,-1,52.334925547465105,270.0175464734373,1,270.0175464734373,9000425.488796055,1,9000425.488796055,9001091.813680658,1,9001091.813680658,8989831.4329051,1,8989831.4329051,10983710.508181859,1,10983710.508181859,-0.00033750985907407647
265679,2023-01-03,sashimiswap,Heco,750143.4734799999,0.0,0.0,1,1,743852.0830935824,1,743852.0830935824,0.0,1,0.0,-0.003020779044614827,-1,0.003020779044614827,-1.7107822599010325,-1,1.7107822599010325,746419.5108483712,1,746419.5108483712,747042.3033974342,1,747042.3033974342,743835.3640286009,1,743835.3640286009,0.0
265683,2023-01-03,scream,Fantom,11633380.4933,-61.79147174752798,-61.79147174752798,1,1,-73702450.68696962,-1,73702450.68696962,-61.79147174752798,-1,61.79147174752798,-1168.536973352561,-1,1168.536973352561,65922.31788437575,1,65922.31788437575,72340.78446785739,1,72340.78446785739,-33346.53886457535,-1,33346.53886457535,-86949504.98042771,-1,86949504.98042771,-0.0005311566296925943
265578,2023-01-03,pinksale,Ethereum,5151463.18641,-45624.4775280669,-45624.4775280669,1,1,1728004.8769316322,1,1728004.8769316322,-45624.4775280669,-1,45624.4775280669,103531.74750646504,1,103531.74750646504,9597.41724064527,1,9597.41724064527,127096.31482953504,1,127096.31482953504,1271419.8656178606,1,1271419.8656178606,1728004.8769316322,1,1728004.8769316322,-0.8856605565663008
265671,2023-01-03,saddle-finance,Fantom,241.80783,-0.02823000000000775,-0.02823000000000775,1,1,-6259088.3754699845,-1,6259088.3754699845,-0.02823000000000775,-1,0.02823000000000775,0.22262999999999522,1,0.22262999999999522,0.9272099999999952,1,0.9272099999999952,-50.16755000000002,-1,50.16755000000002,-3011707.2975199893,-1,3011707.2975199893,-6259088.3754699845,-1,6259088.3754699845,-0.011674559918100149
265627,2023-01-03,rage-trade,Arbitrum,13389945.817,33475.735309999436,33475.735309999436,1,1,13389945.817,1,13389945.817,33475.735309999436,1,33475.735309999436,-131137.32878000103,-1,131137.32878000103,13389945.817,1,13389945.817,13389945.817,1,13389945.817,13389945.817,1,13389945.817,13389945.817,1,13389945.817,0.25000650314430944
265655,2023-01-03,rhino.fi,Polygon,675091.2605099999,14.3449989931189,14.3449989931189,1,1,33121.79580394394,1,33121.79580394394,14.3449989931189,1,14.3449989931189,-3585.206188635615,-1,3585.206188635615,-43093.33084344843,-1,43093.33084344843,33121.79580394394,1,33121.79580394394,33121.79580394394,1,33121.79580394394,33121.79580394394,1,33121.79580394394,0.0021248977482365753
265653,2023-01-03,rhino.fi,Arbitrum,356767.3705,11.866120541319194,11.866120541319194,1,1,31359.473840000006,1,31359.473840000006,11.866120541319194,1,11.866120541319194,1326.6337054198978,1,1326.6337054198978,9831.353694807,1,9831.353694807,31359.473840000006,1,31359.473840000006,31359.473840000006,1,31359.473840000006,31359.473840000006,1,31359.473840000006,0.0033260105947158624
265630,2023-01-03,rari-capital,Ethereum,11931896.392220002,-25782.41306455075,-25782.41306455075,1,1,-351749569.2542379,-1,351749569.2542379,-25782.41306455075,-1,25782.41306455075,-766072.9257882595,-1,766072.9257882595,-3597902.626821001,-1,3597902.626821001,-8856492.586137762,-1,8856492.586137762,-44416387.299656,-1,44416387.299656,-348446641.8945189,-1,348446641.8945189,-0.21607975980550542
265635,2023-01-03,realt-tokens,xDai,62572393.5,0.0,0.0,1,1,33604356.5,1,33604356.5,0.0,1,0.0,88847.5,1,88847.5,1141360.1000000015,1,1141360.1000000015,6418775.3999999985,1,6418775.3999999985,12779471.5,1,12779471.5,33604356.5,1,33604356.5,0.0
265636,2023-01-03,reaper-farm,Fantom,8911450.0208,424852.3557099998,424852.3557099998,1,1,-9910677.07831,-1,9910677.07831,424852.3557099998,1,424852.3557099998,582791.5530200005,1,582791.5530200005,-3531702.9573599994,-1,3531702.9573599994,-563016.6520499997,-1,563016.6520499997,-9910677.07831,-1,9910677.07831,-9910677.07831,-1,9910677.07831,4.767488508810151
265637,2023-01-03,reaper-farm,Optimism,14178921.42363,2686757.87342,2686757.87342,1,1,13900422.80913,1,13900422.80913,2686757.87342,1,2686757.87342,426868.5298799984,1,426868.5298799984,221461.5008699987,1,221461.5008699987,13470142.448339999,1,13470142.448339999,13900422.80913,1,13900422.80913,13900422.80913,1,13900422.80913,18.948958056445402
265638,2023-01-03,redacted-protocol,Ethereum,12605678.01748,-1266.818361803678,-1266.818361803678,1,1,11401592.186023828,1,11401592.186023828,-1266.818361803678,-1,1266.818361803678,-189536.8358531608,-1,189536.8358531608,-113796.50325129682,-1,113796.50325129682,-632177.4016496006,-1,632177.4016496006,11808374.76742936,1,11808374.76742936,11155748.862638455,1,11155748.862638455,-0.010049585274564449
265641,2023-01-03,ref-finance,Near,53877255.90348,-89873.84142081205,-89873.84142081205,1,1,-156133843.56704864,-1,156133843.56704864,-89873.84142081205,-1,89873.84142081205,-276785.2462362868,-1,276785.2462362868,-2219157.7288345355,-1,2219157.7288345355,-156133843.56704864,-1,156133843.56704864,-156133843.56704864,-1,156133843.56704864,-156133843.56704864,-1,156133843.56704864,-0.1668122102985705
265642,2023-01-03,reflexer,Ethereum,28280767.90712,153257.58002519145,153257.58002519145,1,1,-5943016.064647672,-1,5943016.064647672,153257.58002519145,1,153257.58002519145,-2340218.920384669,-1,2340218.920384669,-3047020.0611100458,-1,3047020.0611100458,-5943016.064647672,-1,5943016.064647672,-5943016.064647672,-1,5943016.064647672,-5943016.064647672,-1,5943016.064647672,0.5419144930170271
265654,2023-01-03,rhino.fi,Ethereum,18464523.10153,94004.6052081784,94004.6052081784,1,1,-19798001.229600787,-1,19798001.229600787,94004.6052081784,1,94004.6052081784,48940.72699519081,1,48940.72699519081,86445.8178531642,1,86445.8178531642,2616270.233645448,1,2616270.233645448,-1864780.2436472708,-1,1864780.2436472708,-19798001.229600787,-1,19798001.229600787,0.5091093048614347
265643,2023-01-03,renvm,Arbitrum,394748.44655,0.0,0.0,1,1,-10759459.093000866,-1,10759459.093000866,0.0,1,0.0,-97.62136471554128,-1,97.62136471554128,-129040.02035455644,-1,129040.02035455644,-7407925.7852977775,-1,7407925.7852977775,-7196940.435211768,-1,7196940.435211768,-10787599.438879486,-1,10787599.438879486,0.0
265645,2023-01-03,renvm,Binance,269994.99003,0.0,0.0,1,1,-7343044.238393786,-1,7343044.238393786,0.0,1,0.0,-7246.737371622713,-1,7246.737371622713,-123993.24823036543,-1,123993.24823036543,-1619945.4569130666,-1,1619945.4569130666,-2030188.2782620331,-1,2030188.2782620331,-7331728.629248526,-1,7331728.629248526,0.0
265646,2023-01-03,renvm,Ethereum,23473953.88595,-112740.47229549887,-112740.47229549887,1,1,-320135985.504866,-1,320135985.504866,-112740.47229549887,-1,112740.47229549887,-3329411.8404188976,-1,3329411.8404188976,-17522472.397259377,-1,17522472.397259377,-53503960.818053335,-1,53503960.818053335,-82256467.01695171,-1,82256467.01695171,-323900724.4746413,-1,323900724.4746413,-0.48027900558745695
