,date,protocol,chain,usd_value,net_dollar_flow,net_dollar_flow_latest_price,rank_desc,mark_at_latest_price,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
260405,2022-12-29 16:59:35,tornado-cash,Avalanche,72521.4,0.0,0.0,1,1,-41217.99999999999,-1,41217.99999999999,0.0,1,0.0,0.0,1,0.0,557.0000000000036,1,557.0000000000036,-2339.3999999999996,-1,2339.3999999999996,-50464.19999999999,-1,50464.19999999999,-41217.99999999999,-1,41217.99999999999,0.0
260408,2022-12-29 16:59:35,tornado-cash,Optimism,18164.394,0.0,0.0,1,1,6616.169999999999,1,6616.169999999999,0.0,1,0.0,0.0,1,0.0,360.8820000000001,1,360.8820000000001,360.88199999999864,1,360.88199999999864,1563.8219999999974,1,1563.8219999999974,6616.169999999999,1,6616.169999999999,0.0
260403,2022-12-29 16:59:35,makerdao,Ethereum,5921360130.19167,-4289922.97760484,-4289922.97760484,1,1,-2118556730.0654829,-1,2118556730.0654829,-4289922.97760484,-1,4289922.97760484,-94711682.66771233,-1,94711682.66771233,-577635143.7134244,-1,577635143.7134244,-902254482.2129915,-1,902254482.2129915,-1667787063.2278388,-1,1667787063.2278388,-2118556730.0654829,-1,2118556730.0654829,-0.07244827004747603
260402,2022-12-29 16:59:35,liquity,Ethereum,412976872.46601,401239.698710456,401239.698710456,1,1,-174995366.190262,-1,174995366.190262,401239.698710456,1,401239.698710456,-7493228.525778065,-1,7493228.525778065,-6709775.06798539,-1,6709775.06798539,27178414.604302622,1,27178414.604302622,8139693.546161268,1,8139693.546161268,-176886044.76773214,-1,176886044.76773214,0.09715791015475814
260401,2022-12-29 16:59:35,liqee,Ethereum,5237102.54753,4906.871199223502,4906.871199223502,1,1,2148995.6824007547,1,2148995.6824007547,4906.871199223502,1,4906.871199223502,-8507.676717528417,-1,8507.676717528417,-43195.42174942364,-1,43195.42174942364,-73279.16404799392,-1,73279.16404799392,90325.75398835122,1,90325.75398835122,2389094.8420007406,1,2389094.8420007406,0.09369438835101201
260400,2022-12-29 16:59:35,liqee,Binance,22265746.71013,99700.55390296453,99700.55390296453,1,1,-19235804.775059525,-1,19235804.775059525,99700.55390296453,1,99700.55390296453,165674.52837938594,1,165674.52837938594,-999964.9183825657,-1,999964.9183825657,-2797668.345462372,-1,2797668.345462372,588015.6806424723,1,588015.6806424723,-14412310.965124058,-1,14412310.965124058,0.44777547863510403
260395,2022-12-29 16:59:35,dydx,Ethereum,397255759.62201005,-926295.0352455535,-926295.0352455535,1,1,-593206367.9922178,-1,593206367.9922178,-926295.0352455535,-1,926295.0352455535,1564362.998378165,1,1564362.998378165,-16227999.762671089,-1,16227999.762671089,3298241.6483320827,1,3298241.6483320827,-230479091.0335848,-1,230479091.0335848,-593206367.9922178,-1,593206367.9922178,-0.23317346893269103
260404,2022-12-29 16:59:35,tornado-cash,Arbitrum,230002.128,-1443.5280000000205,-1443.5280000000205,1,1,-328041.73799999995,-1,328041.73799999995,-1443.5280000000205,-1,1443.5280000000205,-2285.5860000000066,-1,2285.5860000000066,-2165.2919999999845,-1,2165.2919999999845,-8661.16799999999,-1,8661.16799999999,-329725.854,-1,329725.854,-328041.73799999995,-1,328041.73799999995,-0.6276150627615152
260416,2022-12-29 16:59:47,flamincome,Ethereum,47123890.10166,0.0,0.0,1,1,-1721.4057782453015,-1,1721.4057782453015,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,-1721.5058882554708,-1,1721.5058882554708,-1721.4057782453015,-1,1721.4057782453015,-1721.4057782453015,-1,1721.4057782453015,0.0
260418,2022-12-29 16:59:47,reaper-farm,Optimism,12961837.87262,-276158.61747466266,-276158.61747466266,1,1,12683060.759505577,1,12683060.759505577,-276158.61747466266,-1,276158.61747466266,-2019308.533061251,-1,2019308.533061251,-3172812.0835702387,-1,3172812.0835702387,12179119.792986728,1,12179119.792986728,12683060.759505577,1,12683060.759505577,12683060.759505577,1,12683060.759505577,-2.1305513939347107
260417,2022-12-29 16:59:47,reaper-farm,Fantom,8688108.14268,231991.87536514475,231991.87536514475,1,1,-10152841.083520502,-1,10152841.083520502,231991.87536514475,1,231991.87536514475,245027.313100458,1,245027.313100458,-2655837.817841997,-1,2655837.817841997,-643715.2994869668,-1,643715.2994869668,-10152841.083520502,-1,10152841.083520502,-10152841.083520502,-1,10152841.083520502,2.6702231550905022
260711,2022-12-29 17:59:35,revert-compoundor,Polygon,2845646.00412,37245.067120598076,37245.067120598076,1,1,2755550.795377629,1,2755550.795377629,37245.067120598076,1,37245.067120598076,93453.50330061064,1,93453.50330061064,2596019.7546594343,1,2596019.7546594343,1791866.4508861634,1,1791866.4508861634,2755550.795377629,1,2755550.795377629,2755550.795377629,1,2755550.795377629,1.3088440047241892
260716,2022-12-29 17:59:35,saddle-finance,Fantom,241.98880000000003,0.03939091058596489,0.03939091058596489,1,1,-6265347.675430332,-1,6265347.675430332,0.03939091058596489,1,0.03939091058596489,0.22235391954885397,1,0.22235391954885397,-51.089636410676256,-1,51.089636410676256,-50.31422096250504,-1,50.31422096250504,-3014671.955266929,-1,3014671.955266929,-6265347.675430332,-1,6265347.675430332,0.016277989140805228
260715,2022-12-29 17:59:35,saddle-finance,Evmos,2492.5583699999997,0.0,0.0,1,1,-206752.28009146848,-1,206752.28009146848,0.0,1,0.0,0.0,1,0.0,-26.030194198555357,-1,26.030194198555357,134.26053677307584,1,134.26053677307584,-126934.69771728426,-1,126934.69771728426,-206752.28009146848,-1,206752.28009146848,0.0
260714,2022-12-29 17:59:35,saddle-finance,Ethereum,8148119.22595,16.919256180580078,16.919256180580078,1,1,-100449477.45606895,-1,100449477.45606895,16.919256180580078,1,16.919256180580078,24810.75298377838,1,24810.75298377838,-5385124.584922521,-1,5385124.584922521,-29428895.12341845,-1,29428895.12341845,-16200325.754878627,-1,16200325.754878627,-100449477.45606895,-1,100449477.45606895,0.0002076461538105125
260713,2022-12-29 17:59:35,saddle-finance,Arbitrum,1891373.9298800002,6.374469921281992,6.374469921281992,1,1,-1445495.9540060419,-1,1445495.9540060419,6.374469921281992,1,6.374469921281992,-362.8932485197984,-1,362.8932485197984,-871057.5228489436,-1,871057.5228489436,-3496474.9839417352,-1,3496474.9839417352,-1933891.866160869,-1,1933891.866160869,-1445495.9540060419,-1,1445495.9540060419,0.0003370285389143767
260712,2022-12-29 17:59:35,saber,Solana,20741039.97458,21562.02409502168,21562.02409502168,1,1,-59493658.557840735,-1,59493658.557840735,21562.02409502168,1,21562.02409502168,-4611952.434000475,-1,4611952.434000475,-3512994.3508397914,-1,3512994.3508397914,-25547883.25645983,-1,25547883.25645983,-58788693.0036372,-1,58788693.0036372,-59493658.557840735,-1,59493658.557840735,0.1039582591878125
260746,2022-12-29 17:59:35,stafi,Binance,66051.8794,2.459299999997764,2.459299999997764,1,1,16944.576999999997,1,16944.576999999997,2.459299999997764,1,2.459299999997764,14.755800000000562,1,14.755800000000562,614.8249999999964,1,614.8249999999964,-2889.6775000000007,-1,2889.6775000000007,-4291.478499999997,-1,4291.478499999997,16905.228199999998,1,16905.228199999998,0.0037232854270574526
260709,2022-12-29 17:59:35,revert-compoundor,Ethereum,1094588.2448,-34.54989229477951,-34.54989229477951,1,1,1042891.4603550197,1,1042891.4603550197,-34.54989229477951,-1,34.54989229477951,-22524.19254898688,-1,22524.19254898688,343838.2352724178,1,343838.2352724178,936015.1309262287,1,936015.1309262287,1042891.4603550197,1,1042891.4603550197,1042891.4603550197,1,1042891.4603550197,-0.0031564282239384335
260708,2022-12-29 17:59:35,revert-compoundor,Arbitrum,785382.18846,-2859.649119597069,-2859.649119597069,1,1,684096.619560514,1,684096.619560514,-2859.649119597069,-1,2859.649119597069,111380.61588283056,1,111380.61588283056,120184.09560383746,1,120184.09560383746,296035.4309091917,1,296035.4309091917,684096.619560514,1,684096.619560514,684096.619560514,1,684096.619560514,-0.3641092402673851
260707,2022-12-29 17:59:35,ref-finance,Near,54004495.789249994,200785.20617069295,200785.20617069295,1,1,-156766918.37585294,-1,156766918.37585294,200785.20617069295,1,200785.20617069295,-545605.8546469096,-1,545605.8546469096,-10450003.421871927,-1,10450003.421871927,-156766918.37585294,-1,156766918.37585294,-156766918.37585294,-1,156766918.37585294,-156766918.37585294,-1,156766918.37585294,0.37179350207110123
260704,2022-12-29 17:59:35,redacted-protocol,Ethereum,12269739.06017,117.17424036169993,117.17424036169993,1,1,11895552.808924789,1,11895552.808924789,117.17424036169993,1,117.17424036169993,-198993.88737252468,-1,198993.88737252468,-818366.8138479184,-1,818366.8138479184,-546979.28160876,-1,546979.28160876,11577019.970894312,1,11577019.970894312,11456086.008148711,1,11456086.008148711,0.0009549855933128251
260703,2022-12-29 17:59:35,realt-tokens,xDai,62546029.546,0.0,0.0,1,1,34287208.95599999,1,34287208.95599999,0.0,1,0.0,91765.67399999998,1,91765.67399999998,1121280.7606000013,1,1121280.7606000013,6336257.827899997,1,6336257.827899997,12703314.624,1,12703314.624,33549024.508999996,1,33549024.508999996,0.0
260702,2022-12-29 17:59:35,rage-trade,Arbitrum,13410567.462,5913.736128300346,5913.736128300346,1,1,13410567.461999997,1,13410567.461999997,5913.736128300346,1,5913.736128300346,-95285.65980932814,-1,95285.65980932814,13410567.461999997,1,13410567.461999997,13410567.461999997,1,13410567.461999997,13410567.461999997,1,13410567.461999997,13410567.461999997,1,13410567.461999997,0.04409758308183026
260717,2022-12-29 17:59:35,saddle-finance,Kava,18.85842,0.0,0.0,1,1,18.708320048587513,1,18.708320048587513,0.0,1,0.0,0.0,1,0.0,0.014422179636858434,1,0.014422179636858434,18.658270092959278,1,18.658270092959278,18.708320048587513,1,18.708320048587513,18.708320048587513,1,18.708320048587513,0.0
260710,2022-12-29 17:59:35,revert-compoundor,Optimism,5564439.77416,-14923.13562238708,-14923.13562238708,1,1,5449798.254652587,1,5449798.254652587,-14923.13562238708,-1,14923.13562238708,56263.85070402261,1,56263.85070402261,2386965.896509122,1,2386965.896509122,5162555.34067015,1,5162555.34067015,5449798.254652587,1,5449798.254652587,5449798.254652587,1,5449798.254652587,-0.26818756654868925
260718,2022-12-29 17:59:35,saddle-finance,Optimism,642767.54306,-3702.356444301018,-3702.356444301018,1,1,597845.5749886351,1,597845.5749886351,-3702.356444301018,-1,3702.356444301018,31717.814672203323,1,31717.814672203323,-658083.8233496934,-1,658083.8233496934,-2828113.1006011562,-1,2828113.1006011562,639891.0135844336,1,639891.0135844336,597845.5749886351,1,597845.5749886351,-0.5760023953100284
260737,2022-12-29 17:59:35,sphere-finance,Polygon,10071560.04771,0.0,0.0,1,1,10071087.558102408,1,10071087.558102408,0.0,1,0.0,405424.55129179335,1,405424.55129179335,-800.2615420803195,-1,800.2615420803195,10071087.558102408,1,10071087.558102408,10071087.558102408,1,10071087.558102408,10071087.558102408,1,10071087.558102408,0.0
260721,2022-12-29 17:59:35,sashimiswap,Ethereum,15265294.259569999,0.0,0.0,1,1,11600198.512339348,1,11600198.512339348,0.0,1,0.0,8859582.129026502,1,8859582.129026502,8860299.247309921,1,8860299.247309921,8860995.43773253,1,8860995.43773253,8850052.208108867,1,8850052.208108867,11612645.020515366,1,11612645.020515366,0.0
260724,2022-12-29 17:59:35,sashimiswap,Heco,770436.5692299999,0.0,0.0,1,1,762429.253185212,1,762429.253185212,0.0,1,0.0,-0.02998579647746269,-1,0.02998579647746269,-0.6983939973586929,-1,0.6983939973586929,766717.5292400037,1,766717.5292400037,767338.148932638,1,767338.148932638,762751.8433632054,1,762751.8433632054,0.0
260728,2022-12-29 17:59:35,scream,Fantom,11615572.85879,-634.8170154333245,-634.8170154333245,1,1,-72181173.54131153,-1,72181173.54131153,-634.8170154333245,-1,634.8170154333245,-1914.4286960022268,-1,1914.4286960022268,48501.29719205267,1,48501.29719205267,67664.75711300067,1,67664.75711300067,-37138.70400696691,-1,37138.70400696691,-81077286.53675662,-1,81077286.53675662,-0.005465223481878737
260733,2022-12-29 17:59:35,set-protocol,Ethereum,60746788.58723,-12294.080367456121,-12294.080367456121,1,1,-3298519.4129416603,-1,3298519.4129416603,-12294.080367456121,-1,12294.080367456121,-178734.97442416052,-1,178734.97442416052,302670.1221407004,1,302670.1221407004,-3440945.8215879686,-1,3440945.8215879686,-4373376.319968313,-1,4373376.319968313,-3298519.4129416603,-1,3298519.4129416603,-0.0202382391783597
260734,2022-12-29 17:59:35,shell-protocol,Arbitrum,16311787.69394,-315168.8221185363,-315168.8221185363,1,1,15509522.965933498,1,15509522.965933498,-315168.8221185363,-1,315168.8221185363,-147650.68095416843,-1,147650.68095416843,1629359.714794054,1,1629359.714794054,13907078.494264713,1,13907078.494264713,15509522.965933498,1,15509522.965933498,15509522.965933498,1,15509522.965933498,-1.9321537775753714
260735,2022-12-29 17:59:35,shibaswap,Ethereum,23383064.89699,-15809.798712600901,-15809.798712600901,1,1,-76127970.28694968,-1,76127970.28694968,-15809.798712600901,-1,15809.798712600901,-94653.56066875388,-1,94653.56066875388,4760996.123757681,1,4760996.123757681,-526833.5002720092,-1,526833.5002720092,-11704033.16067374,-1,11704033.16067374,-76127970.28694968,-1,76127970.28694968,-0.0676121748036376
260736,2022-12-29 17:59:35,sicx,Icon,10997969.66662,-3733.0661317583613,-3733.0661317583613,1,1,8339530.637857571,1,8339530.637857571,-3733.0661317583613,-1,3733.0661317583613,14110.80087871845,1,14110.80087871845,-136157.2873495789,-1,136157.2873495789,-413995.3802748707,-1,413995.3802748707,-2994160.5522520198,-1,2994160.5522520198,8339530.637857571,1,8339530.637857571,-0.03394322993169013
260701,2022-12-29 17:59:35,quickswap-v3,Polygon,32235033.47554,691986.6093493705,691986.6093493705,1,1,7711707.930474888,1,7711707.930474888,691986.6093493705,1,691986.6093493705,197066.46984604798,1,197066.46984604798,353164.979578108,1,353164.979578108,7711707.930474888,1,7711707.930474888,7711707.930474888,1,7711707.930474888,7711707.930474888,1,7711707.930474888,2.146691145441034
260740,2022-12-29 17:59:35,stader,Binance,4181356.32652,12477.40856850221,12477.40856850221,1,1,788694.2195325946,1,788694.2195325946,12477.40856850221,1,12477.40856850221,538795.7700635166,1,538795.7700635166,-3653057.7022345955,-1,3653057.7022345955,-8483594.35542865,-1,8483594.35542865,788694.2195325946,1,788694.2195325946,788694.2195325946,1,788694.2195325946,0.2984057706195714
260741,2022-12-29 17:59:35,stader,Ethereum,29390657.69532,5569.704118000379,5569.704118000379,1,1,19366967.94812332,1,19366967.94812332,5569.704118000379,1,5569.704118000379,68934.69004700468,1,68934.69004700468,-45637.71347800292,-1,45637.71347800292,-4159982.6915022833,-1,4159982.6915022833,19366967.94812332,1,19366967.94812332,19366967.94812332,1,19366967.94812332,0.018950593674149953
260742,2022-12-29 17:59:35,stader,Fantom,4401418.19755,-466.18017299947036,-466.18017299947036,1,1,2078070.501219639,1,2078070.501219639,-466.18017299947036,-1,466.18017299947036,-4226.9155919951945,-1,4226.9155919951945,-35743.03729195951,-1,35743.03729195951,-960537.6970099087,-1,960537.6970099087,2175211.2237995286,1,2175211.2237995286,2078070.501219639,1,2078070.501219639,-0.01059159007564799
260743,2022-12-29 17:59:35,stader,Hedera,53331856.19126,24919.816041748483,24919.816041748483,1,1,43376259.638171025,1,43376259.638171025,24919.816041748483,1,24919.816041748483,94467.51072286465,1,94467.51072286465,-497355.619243729,-1,497355.619243729,-5431739.582004573,-1,5431739.582004573,29832209.80138841,1,29832209.80138841,43376259.638171025,1,43376259.638171025,0.046725949219506686
260744,2022-12-29 17:59:35,stader,Near,1960128.11,1666.3200000000002,1666.3200000000002,1,1,1943665.34,1,1943665.34,1666.3200000000002,1,1666.3200000000002,-31115.119999999988,-1,31115.119999999988,-112694.06000000006,-1,112694.06000000006,143194.78999999983,1,143194.78999999983,1943665.34,1,1943665.34,1943665.34,1,1943665.34,0.0850107700358422
260745,2022-12-29 17:59:35,stader,Terra2,1300204.99902,880.5017187960024,880.5017187960024,1,1,846079.8409546957,1,846079.8409546957,880.5017187960024,1,880.5017187960024,4771.799740078066,1,4771.799740078066,45097.720383291846,1,45097.720383291846,-369228.412975096,-1,369228.412975096,341611.47660392366,1,341611.47660392366,846079.8409546957,1,846079.8409546957,0.06772022253872739
260719,2022-12-29 17:59:35,sashimiswap,Binance,270327.98166,0.0,0.0,1,1,228774.3985513204,1,228774.3985513204,0.0,1,0.0,0.0,1,0.0,250506.84879701468,1,250506.84879701468,250533.97751498577,1,250533.97751498577,261545.06085326607,1,261545.06085326607,229868.3846117331,1,229868.3846117331,0.0
260700,2022-12-29 17:59:35,quickswap-v3,Dogechain,1344753.53432,14.542607092551748,14.542607092551748,1,1,-35412.95403904877,-1,35412.95403904877,14.542607092551748,1,14.542607092551748,3628.4232269691215,1,3628.4232269691215,14639.029008290423,1,14639.029008290423,-35412.95403904877,-1,35412.95403904877,-35412.95403904877,-1,35412.95403904877,-35412.95403904877,-1,35412.95403904877,0.0010814328961704861
260686,2022-12-29 17:59:35,parallel-liquid-crowdloan,Heiko,2038169.42236,0.0,0.0,1,1,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0
260698,2022-12-29 17:59:35,pooltogether,Polygon,4316806.96084,-5775.012192955658,-5775.012192955658,1,1,-18686804.154223908,-1,18686804.154223908,-5775.012192955658,-1,5775.012192955658,-37120.13804501942,-1,37120.13804501942,-537877.8295695339,-1,537877.8295695339,-2352089.274587028,-1,2352089.274587028,-18132274.51920408,-1,18132274.51920408,-18686804.154223908,-1,18686804.154223908,-0.13377971832754618
260667,2022-12-29 17:59:35,moonwell-artemis,Moonbeam,29489849.2444,53529.91278635725,53529.91278635725,1,1,29489806.153191827,1,29489806.153191827,53529.91278635725,1,53529.91278635725,-435792.112826142,-1,435792.112826142,6595136.968380956,1,6595136.968380956,8611268.353959564,1,8611268.353959564,-55484766.03746916,-1,55484766.03746916,29489806.153191827,1,29489806.153191827,0.18151979124315926
260666,2022-12-29 17:59:35,moneyonchain,RSK,27371492.04365,-923.9635270711736,-923.9635270711736,1,1,27371492.04365,1,27371492.04365,-923.9635270711736,-1,923.9635270711736,-51458.732515167685,-1,51458.732515167685,-368919.1356213335,-1,368919.1356213335,1199057.7482856205,1,1199057.7482856205,1568524.7617772783,1,1568524.7617772783,27371492.04365,1,27371492.04365,-0.003375641801322726
