,chain,pool_address,pool_name,pool_symbol,pool_assetType_mapped,pool_poolType,pool_coinNames,latest_tvl_usd,avg_daily_volume_usd,totalDailyFeesUSD,days_of_trading
110,mainnet,0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,Curve.fi Factory USD Metapool: STABLEx,STABLEx3CRV-f,USD,METAPOOL_FACTORY,"3Crv,STABLEx",212591.3741928938,4830.771965741863,1.9323087862967454,179
111,mainnet,0x326290a1b0004eee78fa6ed4f1d8f4b2523ab669,Curve.fi Factory USD Metapool: XAI/FRAXBP,XAIFRAXBP3CRV-f,USD,STABLE_FACTORY,"XAI,crvFRAX",7617518.285390202,76433.63076959718,30.573452307838874,86
112,mainnet,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,Curve.fi Factory USD Metapool: TUSDFRAXBP,TUSDFRAXBP3CRV-f,USD,STABLE_FACTORY,"TUSD,crvFRAX",13509207.70098048,440857.3137407543,176.34292549630175,179
113,mainnet,0x342d1c4aa76ea6f5e5871b7f11a019a0eb713a4f,Curve.fi Factory Crypto Pool: CLEV/ETH,CLEVETH-f,Crypto,CRYPTO_FACTORY,"CLEV,WETH",1999795.924136958,14001.639191222652,84.64229370409994,121
114,mainnet,0x383ad525211b8a1a9c13532cc021773052b2f4f8,Curve.fi Factory Crypto Pool: CTR/ETH,CTRETH-f,Crypto,CRYPTO_FACTORY,"CTR,WETH",72787.00388075999,5028.150646449607,19.1471908935359,5
115,mainnet,0x3a70dfa7d2262988064a2d051dd47521e43c9bdd,Curve.fi Factory USD Metapool: Bean,BEAN3CRV-f,USD,METAPOOL_FACTORY,"3Crv,BEAN",13005.849585181557,309.20547094734576,0.12368218837893831,58
116,mainnet,0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,Curve.fi USDK/3Crv,usdk3CRV,USD,REGISTRY_V1,"3Crv,USDK",112220.87746700556,5917.093813605437,2.366837525442175,179
117,mainnet,0x3e3c6c7db23cddef80b694679aaf1bcd9517d0ae,Curve.fi Factory Crypto Pool: SDT / FRAXBP,sdtfraxbp-f,Crypto,CRYPTO_FACTORY,"SDT,crvFRAX",838629.8583032615,3950.330134939211,15.765966017145512,129
118,mainnet,0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,Curve.fi HUSD/3Crv,husd3CRV,USD,REGISTRY_V1,"3Crv,HUSD",18229.358303830166,12303.670941307619,4.921468376523047,84
119,mainnet,0x3f1b0278a9ee595635b61817630cc19de792f506,Curve.fi Factory Plain Pool: ibAUD/sAUD,ibAUD+sAUD-f,Other,STABLE_FACTORY,"ibAUD,sAUD",290290.2953897805,34688.20894356648,13.875283577426593,179
120,mainnet,0x3fb78e61784c9c637d560ede23ad57ca1294c14a,Curve.fi Factory Plain Pool: Neutrino EUR,EURN/EURT-f,Other,STABLE_FACTORY,"EURN,EURT",11135.34153739406,17288.408982481866,6.915363592992747,164
121,mainnet,0x413928a25d6ea1a26f2625d633207755f67bf97c,Curve.fi Factory Plain Pool: agEUR/EURe,agEUREURe-f,Other,STABLE_FACTORY,"EURe,agEUR",19865.257954787354,612.7256993193171,0.24509027972772685,79
122,mainnet,0x4149d1038575ce235e03e03b39487a80fd709d31,Curve.fi Factory Crypto Pool: ALCX/FraxBP,ALCXFRAXBP-f,Crypto,CRYPTO_FACTORY,"ALCX,crvFRAX",1449417.813990538,11052.400282680452,41.91207150728469,160
123,mainnet,0x42d7025938bec20b69cbae5a77421082407f053a,Curve.fi USDP/3Crv,usdp3CRV,USD,REGISTRY_V1,"3Crv,USDP",3475426.747772593,111846.28838980668,44.73851535592267,179
124,mainnet,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,Curve.fi Factory USD Metapool: Alchemix USD,alUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,alUSD",33162488.91601608,1712674.669926318,685.0698679705272,179
125,mainnet,0x447ddd4960d9fdbf6af9a790560d0af76795cb08,Curve.fi Factory Plain Pool: rETH/wstETH,rETHwstETH-f,ETH,STABLE_FACTORY,"rETH,wstETH",3068587.809957387,138992.64418123773,55.59705767249509,179
126,mainnet,0x4535913573d299a6372ca43b90aa6be1cf68f779,Curve.fi Factory Crypto Pool: CXD/USDC,CXDUSDC-f,Crypto,CRYPTO_FACTORY,"CXD,USDC",231797.27626099563,1411.958678809154,5.42852723786336,179
127,mainnet,0x453d92c7d4263201c69aacfaf589ed14202d83a4,Curve.fi Factory Plain Pool: yCRV,yCRV-f,Other,STABLE_FACTORY,"CRV,yCRV",5934677.864541536,320092.8065724982,480.1392098587472,128
128,mainnet,0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,USD,LENDING,"yDAI,yTUSD,yUSDC,yUSDT",6510444.895252285,121108.22545158163,48.44329018063265,179
129,mainnet,0x4606326b4db89373f5377c316d3b0f6e55bc6a20,Curve.fi Factory USD Metapool: USDDFRAXBP,USDDFRAXBP3CRV-f,USD,STABLE_FACTORY,"USDD,crvFRAX",1422563.9028660618,194370.01348151945,77.74800539260778,179
130,mainnet,0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a,Curve.fi Factory USD Metapool: Binance USD,BUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,BUSD",18688803.44663698,2216338.432791439,886.5353731165757,179
131,mainnet,0x48536ec5233297c367fd0b6979b75d9270bb6b15,Curve.fi Factory Crypto Pool: AAVE/palStkAAVE,palStkAAVE-f,Crypto,CRYPTO_FACTORY,"AAVE,palStkAAVE",10091.330844906099,288.2767382456466,0.4512254235015561,24
132,mainnet,0x48ff31bbbd8ab553ebe7cbd84e1ea3dba8f54957,Curve.fi Factory Plain Pool: sdANGLE,sdAGAG-f,Other,STABLE_FACTORY,"ANGLE,sdANGLE",692566.5696469767,4607.974532395581,1.8431898129582325,179
133,mainnet,0x497ce58f34605b9944e6b15ecafe6b001206fd25,Curve.fi Factory USD Metapool: LUSDFRAXBP,LUSDFRAXBP3CRV-f,USD,STABLE_FACTORY,"LUSD,crvFRAX",4229133.953185865,251799.41730066767,100.71976692026708,179
134,mainnet,0x4ca9b3063ec5866a4b82e437059d2c43d1be596f,Curve.fi hBTC/wBTC,hCRV,BTC,REGISTRY_V1,"HBTC,WBTC",4973489.232591549,294521.8880617297,117.80875522469188,179
135,mainnet,0x4cc9385d9909d2bf529a4c1e847dc4ee01f4927a,Curve.fi Factory Crypto Pool: EURS/FRAXBP,EURSFRAXBP-f,Crypto,CRYPTO_FACTORY,"EURS,crvFRAX",10215.387919708966,5.467083293198108,0.01117237451268914,25
136,mainnet,0x4d19e7fd118fd751fea7c0324d7e7b0a3d05eba4,Curve.fi Factory Crypto Pool: ZARP/USDC,ZARPUSDC-f,Crypto,CRYPTO_FACTORY,"USDC,ZARP",33894.30767468861,0.0,0.0,15
137,mainnet,0x4df9e1a764fb8df1113ec02fc9dc75963395b508,Curve.fi Factory USD Metapool: VUSD,VUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,VUSD",38096.15242724488,929.5300404490285,0.37181201617961146,179
138,mainnet,0x4e43151b78b5fbb16298c1161fcbf7531d5f8d93,Curve.fi Factory USD Metapool: GUSDFRAXBP,GUSDFRAXBP3CRV-f,USD,STABLE_FACTORY,"GUSD,crvFRAX",9576643.655727085,364687.583620862,145.8750334483448,179
139,mainnet,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,Curve.fi GUSD/3Crv,gusd3CRV,USD,REGISTRY_V1,"3Crv,GUSD",18090466.525101606,2105345.781527403,842.138312610961,179
140,mainnet,0x50b0d9171160d6eb8aa39e090da51e7e078e81c4,Curve.fi Factory Plain Pool: Tokemak tSNX/SNX,tSNX-f,Other,STABLE_FACTORY,"SNX,tSNX",87490.68981976806,687.5353282010441,0.2750141312804177,179
141,mainnet,0x50e29cd32bedf8adf6c58cf0f8f2c64cb98c62ac,Curve.fi Factory Crypto Pool: USV/FRAXBP,USVFRAXBP-f,Crypto,CRYPTO_FACTORY,"USV,crvFRAX",100024.1380144159,0.013984951650065101,7.0050636800127746e-06,18
142,mainnet,0x50f3752289e1456bfa505afd37b241bca23e685d,Curve.fi Factory Crypto Pool: BADGER/WBTC,BADGERWBTC-f,Crypto,CRYPTO_FACTORY,"BADGER,WBTC",620750.6984830911,15092.435959228957,59.51859595938949,179
143,mainnet,0x51bcba35e5fa277592cea83ad14408a0963b86f8,Curve.fi Factory Crypto Pool: TRYB/USD (3crv),TRYB3POOL-f,Crypto,CRYPTO_FACTORY,"3Crv,TRYB",428775.4783077981,2207.6477081561447,1.6738276136674768,50
144,mainnet,0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,Curve.fi cDAI/cUSDC/USDT,cDAI+cUSDC+USDT,USD,LENDING,"USDT,cDAI,cUSDC",355650.8408135942,19237.176112904282,7.694870445161713,179
145,mainnet,0x55a8a39bc9694714e2874c1ce77aa1e599461e18,Curve.fi Factory Plain Pool: MIM-UST,MIM-UST-f,USD,STABLE_FACTORY,"MIM,UST",162097.77884365356,2107.359133942858,0.8429436535771433,179
146,mainnet,0x58257e4291f95165184b4bea7793a1d6f8e7b627,Curve.fi Factory Crypto Pool: agEUR/FRAXBP,agEURFRAXB-f,Crypto,CRYPTO_FACTORY,"agEUR,crvFRAX",1110800.9814593042,27978.662457268434,29.131167876741124,159
147,mainnet,0x592ae00d0dee274d74faedc6760302f54a5db67e,Curve.fi Factory USD Metapool: EfrontierUSD,EfrontUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,EfrontierUSD",97525.67368941124,101.5300888906541,0.04061203555626164,8
148,mainnet,0x5a6a4d54456819380173272a5e8e9b9904bdf41b,Curve.fi Factory USD Metapool: Magic Internet Money 3Pool,MIM-3LP3CRV-f,USD,METAPOOL_FACTORY,"3Crv,MIM",125068288.65113634,5210036.378766366,2084.0145515065465,179
149,mainnet,0x5b3b5df2bf2b6543f78e053bd91c4bdd820929f1,Curve.fi Factory USD Metapool: USDM,USDM3CRV-f,USD,STABLE_FACTORY,"3Crv,USDM",2102367.44814521,22489.860925700512,8.995944370280204,179
150,mainnet,0x5b692073f141c31384fae55856cfb6cbffe91e60,Curve.fi Factory Crypto Pool: ibAUD/USDC,ibAUDUSDC-f,Crypto,CRYPTO_FACTORY,"USDC,ibAUD",12196.362729364917,1976.1279247126959,3.906473627968616,12
151,mainnet,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,Curve.fi Factory USD Metapool: home,HOME+3crv3CRV-f,USD,STABLE_FACTORY,"3Crv,HOME",429311.3421689057,23248.457134415996,9.2993828537664,179
152,mainnet,0x5d898fd41875b14c1781fb497aecab8e9b24dfc9,Curve.fi Factory Crypto Pool: CXD/ETH,CXDETH-f,Crypto,CRYPTO_FACTORY,"CXD,WETH",12069.47326121917,88.0200154356706,0.354381453054173,165
153,mainnet,0x5fae7e604fc3e24fd43a72867cebac94c65b404a,Curve.fi Factory Crypto Pool: cbETH/ETH,cbETH/ETH-f,Crypto,CRYPTO_FACTORY,"WETH,cbETH",5789329.68737467,131694.69625511768,178.6559349171156,170
154,mainnet,0x5fba071ad473265df860271998e45fdb3d3e5812,Curve.fi Factory Crypto Pool: RAI/DAI-6,RAIDAI-6-f,Crypto,CRYPTO_FACTORY,"DAI,RAI",61331.72984079757,0.0,0.0,1
155,mainnet,0x611a95bf3cc0ef593f22c4e4d8eb4d6c937e006c,Curve.fi Factory Crypto Pool: jpyusd,GYENUSDC-f,Crypto,CRYPTO_FACTORY,"GYEN,USDC",119464.44101640527,1056.9761009485644,1.413187505172055,16
156,mainnet,0x618788357d0ebd8a37e763adab3bc575d54c2c7d,RAI3CRV,RAI3CRV,Other,REGISTRY_V1,"3Crv,RAI",4991672.065520473,414601.1814674019,165.8404725869608,179
157,mainnet,0x63594b2011a0f2616586bf3eef8096d42272f916,Curve.fi Factory USD Metapool: USDi,USDi-3CRV3CRV-f,USD,STABLE_FACTORY,"3Crv,USDI",38069.39522103284,19503.17295113262,7.8012691804530485,179
158,mainnet,0x6575ad173801f2d58961b3d7f3628c72346ea84a,Curve.fi Factory Crypto Pool: GBPT,GBPT3Crv-f,Crypto,CRYPTO_FACTORY,"3Crv,GBPT",23770.566301602554,19.660359528342035,0.026784304869392078,71
159,mainnet,0x66e335622ad7a6c9c72c98dbfcce684996a20ef9,Curve.fi Factory USD Metapool: MAI+FRAXBP,MAIPool3CRV-f,USD,STABLE_FACTORY,"MAI,crvFRAX",1391709.1732621358,88220.4363482839,35.288174539313566,141
160,mainnet,0x6788f608cfe5cfcd02e6152ec79505341e0774be,Curve.fi Factory Plain Pool: sdAPW,sdAPWAPW-f,Other,STABLE_FACTORY,"APW,sdAPW",191283.3453622353,519.4459064784207,0.20777836259136828,164
161,mainnet,0x67d9eae741944d4402eb0d1cb3bc3a168ec1764c,Curve.fi Factory USD Metapool: NAOS USD,nUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,nUSD",10631.192107170995,387.86275468529664,0.15514510187411865,179
162,mainnet,0x6870f9b4dd5d34c7fc53d0d85d9dbd1aab339bf7,Curve.fi Factory USD Metapool: DEI,DEI3CRV-f,USD,STABLE_FACTORY,"3Crv,DEI",21016.196444881283,517.2023339511188,0.20688093358044754,179
163,mainnet,0x6a6283ab6e31c2aec3fa08697a8f806b740660b2,Curve.fi Factory Crypto Pool: RSR+FRAX/USDC (FRAXBP),RSRcrvFRAX-f,Crypto,CRYPTO_FACTORY,"RSR,crvFRAX",5263900.307115475,86140.27938438777,309.8228487734406,127
164,mainnet,0x6bfe880ed1d639bf80167b93cc9c56a39c1ba2dc,Curve.fi Factory Crypto Pool: PAIR_ETH_MATIC,ETH MATIC-f,Crypto,CRYPTO_FACTORY,"MATIC,WETH",6738705.2853449285,45723.99714405184,93.0306888501277,10
165,mainnet,0x6df0d77f0496ce44e72d695943950d8641fca5cf,Curve.fi Factory Crypto Pool: ibCHF/USDC,ibCHFUSDC-f,Crypto,CRYPTO_FACTORY,"USDC,ibCHF",403441.1831421748,75.36258624432902,0.27661119911484483,15
166,mainnet,0x6e314039f4c56000f4ebb3a7854a84cc6225fb92,Curve.fi Factory Crypto Pool: BTRFLY/ETH,BTRFLYETH-f,Crypto,CRYPTO_FACTORY,"BTRFLY,WETH",4249001.671147732,87182.14325437655,327.53821335909464,179
167,mainnet,0x6ec38b3228251a0c5d491faf66858e2e23d7728b,Curve.fi Factory Crypto Pool: OHM/ETH,OHMETH-f,Crypto,CRYPTO_FACTORY,"OHM,WETH",2276526.2520247237,35737.2675093745,133.4725048874956,179
168,mainnet,0x6f682319f4ee0320a53cc72341ac28408c4bed19,Curve.fi Factory USD Metapool: NibbioUSD,NibbioUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,NibbioUSD",542487.2401665966,11804.498401528623,4.721799360611449,179
169,mainnet,0x74ed5d42203806c8cdcf2f04ca5f60dc777b901c,Curve.fi Factory Crypto Pool: bLUSD_LUSD3CRV,bLUSDLUSD3-f,Crypto,CRYPTO_FACTORY,"LUSD3CRV-f,bLUSD",2165602.8366330485,21514.30699423349,62.855349221786646,13
170,mainnet,0x752ebeb79963cf0732e9c0fec72a49fd1defaeac,Curve T-ETH,crvTETH,Crypto,REGISTRY_V2,"T,WETH",2380680.1271593818,118430.53324044858,434.20713703534756,179
171,mainnet,0x75a6787c7ee60424358b449b539a8b774c9b4862,Curve.fi Factory Crypto Pool: PAL/ETH,PALETH-f,Crypto,CRYPTO_FACTORY,"PAL,WETH",293985.32432378,1731.9651030670757,7.296234421166292,179
172,mainnet,0x76264772707c8bc24261516b560cbf3cbe6f7819,Curve.fi Factory USD Metapool: dForce,USX3CRV3CRV-f,USD,STABLE_FACTORY,"3Crv,USX",671974.5425914046,24075.66651355556,9.630266605422223,179
173,mainnet,0x799d141e83d88996c48b98a4f8eb3d96ab422dd3,Curve.fi Factory Crypto Pool: MATIC/FLEET,MATICFLEET-f,Crypto,CRYPTO_FACTORY,"FLEET,MATIC",714026.0973743842,0.0,0.0,179
174,mainnet,0x79a8c46dea5ada233abaffd40f3a0a2b1e5a4f27,Curve.fi yDAI/yUSDC/yUSDT/yBUSD,yDAI+yUSDC+yUSDT+yBUSD,USD,LENDING,"yBUSD,yDAI,yUSDC,yUSDT",6177297.204648587,81039.39192580873,32.41575677032349,179
175,mainnet,0x79e281bc69a03dabccd66858c65ef6724e50aebe,Curve.fi Factory Plain Pool: sdYFI,sdYFIYFI-f,Other,STABLE_FACTORY,"YFI,sdYFI",633805.8733761687,3110.7387512852456,1.2442955005140983,59
176,mainnet,0x7abd51bba7f9f6ae87ac77e1ea1c5783ada56e5c,Curve.fi Factory USD Metapool: USDV,USDV3CRV-f,USD,STABLE_FACTORY,"3Crv,USDV",1883500.389764966,27634.45606410162,11.053782425640648,129
177,mainnet,0x7c0316c925e12ebfc55e0f325794b43ead425157,Curve.fi Factory Pool: frxETH,frxETH-f,ETH,STABLE_FACTORY,"ETH,frxETH",207692.6344939146,0.0077312321335087,3.0924928534034797e-06,22
178,mainnet,0x7e050cf658777cc1da4a4508e79d71859044b60e,Curve.fi Factory Crypto Pool: JPEG/ETH,JPEGETH-f,Crypto,CRYPTO_FACTORY,"JPEG,WETH",974562.1103195339,9298.314467135682,37.372246213549346,179
179,mainnet,0x7f55dde206dbad629c080068923b36fe9d6bdbef,Curve.fi pBTC/sbtcCRV,pBTC/sbtcCRV,BTC,REGISTRY_V1,"crvRenWSBTC,pBTC",326840.50122712046,31557.659243962797,12.623063697585119,179
180,mainnet,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,Curve.fi renBTC/wBTC/sBTC,crvRenWSBTC,BTC,REGISTRY_V1,"WBTC,renBTC,sBTC",5430231.494377614,2781235.9710117364,1112.4943884046945,179
181,mainnet,0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,Curve.fi DUSD/3Crv,dusd3CRV,USD,REGISTRY_V1,"3Crv,DUSD",74312.94441670038,4038.305622076219,1.615322248830488,179
182,mainnet,0x80466c64868e1ab14a1ddf27a676c3fcbe638fe5,Curve.fi USD-BTC-ETH,crvTricrypto,USD,REGISTRY_V1,"USDT,WBTC,WETH",122216.7575699108,1095.8489652291614,1.8177471694953309,179
183,mainnet,0x808db6e464279c6a77a1164e0b34d64bd6fb526e,Curve.fi Factory Crypto Pool: JPEG/pETH,JPEGpETH-f,Crypto,CRYPTO_FACTORY,"JPEG,pETH",868837.590586471,5750.29360051537,23.056381476987323,93
184,mainnet,0x80aa1a80a30055daa084e599836532f3e58c95e2,Curve.fi Factory Crypto Pool: Goldfinch FIDU/USDC,fidu-usdc-f,Crypto,CRYPTO_FACTORY,"FIDU,USDC",508351.25561638956,24914.157728097354,35.403834709673525,179
185,mainnet,0x825722af244432319c1e32b6b18aded2d4a014df,Curve.fi Factory Crypto Pool: BENT/FraxBP,BENTFRAXBP-f,Crypto,CRYPTO_FACTORY,"BENT,crvFRAX",53777.07857305903,494.7353478501059,2.0947376340215484,115
186,mainnet,0x828b154032950c8ff7cf8085d841723db2696056,Curve.fi Factory Plain Pool: stETH concentrated,STETHETH_C-f,ETH,STABLE_FACTORY,"WETH,stETH",2398318.5769568114,140777.8819481341,56.311152779253646,179
187,mainnet,0x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,Curve CRV-ETH,crvCRVETH,Crypto,REGISTRY_V2,"CRV,WETH",70667238.31497197,1849901.2870804234,6242.132830804502,179
188,mainnet,0x838af967537350d2c44abb8c010e49e32673ab94,Curve.fi Factory Crypto Pool: CNC/ETH,CNCETH-f,Crypto,CRYPTO_FACTORY,"CNC,WETH",4770203.282322363,70371.0351077773,267.1173319600124,179
189,mainnet,0x83d78bf3f861e898cca47bd076b3839ab5469d70,Curve.fi Factory Plain Pool: Tokemak tMYC/MYC,tMYC-f,Other,STABLE_FACTORY,"MYC,tMYC",159812.05046097247,323.6464384346172,0.1294585753738469,170
190,mainnet,0x8461a004b50d321cb22b7d034969ce6803911899,Curve.fi Factory Plain Pool: ibKRW/sKRW,ibKRW+sKRW-f,Other,STABLE_FACTORY,"ibKRW,sKRW",725612.5837559117,18741.542034115548,7.496616813646219,179
191,mainnet,0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,Curve.fi MUSD/3Crv,musd3CRV,USD,REGISTRY_V1,"3Crv,mUSD",3644211.5450693984,534735.8822973478,213.89435291893912,179
192,mainnet,0x84c333e94aea4a51a21f6cf0c7f528c50dc7592c,Curve.fi Factory USD Metapool: clevUSDFRAXBP,clevUSD3CRV-f,USD,STABLE_FACTORY,"clevUSD,crvFRAX",1447239.5518117978,8665.013552703764,3.4660054210815052,64
193,mainnet,0x867fe27fc2462cff8890b54dfd64e6d42a9d1ac8,Curve.fi Factory Crypto Pool: STG/FRAX-USDC,STG/FRAXBP-f,Crypto,CRYPTO_FACTORY,"STG,crvFRAX",146957.80476522993,831.1630634166071,3.9626961338363498,71
194,mainnet,0x87650d7bbfc3a9f10587d7778206671719d9910d,Curve.fi Factory USD Metapool: Origin Dollar,OUSD3CRV-f,USD,METAPOOL_FACTORY,"3Crv,OUSD",36274740.34804013,1231317.6080776313,492.5270432310525,179
195,mainnet,0x8818a9bb44fbf33502be7c15c500d0c783b73067,Curve.fi Factory Plain Pool: ibJPY/sJPY,ibJPY+sJPY-f,Other,STABLE_FACTORY,"ibJPY,sJPY",200684.00617479483,20778.548488748656,8.311419395499463,179
196,mainnet,0x8b0afa4b63a3581b731da9d79774a3eae63b5abd,Curve.fi Factory Crypto Pool: DYDX/ETH,DYDXETH-f,Crypto,CRYPTO_FACTORY,"DYDX,WETH",12489.448094079286,126.69433061708526,0.5008156816730379,59
197,mainnet,0x8c524635d52bd7b1bd55e062303177a7d916c046,Curve.fi Factory Plain Pool: sdFXS,sdFXSFXS-f,Other,STABLE_FACTORY,"FXS,sdFXS",555412.666384962,3159.8201806950033,1.2639280722780013,179
198,mainnet,0x8ee017541375f6bcd802ba119bddc94dad6911a1,Curve.fi Factory USD Metapool: PUSd,PUSd-3CRV-f,USD,STABLE_FACTORY,"3Crv,PUSd",37993.66458277557,337534.784107355,135.01391364294201,179
199,mainnet,0x8fdb0bb9365a46b145db80d0b1c5c5e979c84190,Curve.fi Factory USD Metapool: BUSDFRAXBP,BUSDFRAXBP3CRV-f,USD,STABLE_FACTORY,"BUSD,crvFRAX",10343913.215663087,483695.25998992036,193.47810399596818,179
200,mainnet,0x9001a452d39a8710d27ed5c2e10431c13f5fba74,Curve.fi Factory Plain Pool: Tokemak tALCX/ALCX,tALCX-f,Other,STABLE_FACTORY,"ALCX,tALCX",7330578.374239755,22476.238594900675,8.99049543796027,179
201,mainnet,0x93054188d876f558f4a66b2ef1d97d16edf0895b,Curve.fi renBTC/wBTC,crvRenWBTC,BTC,REGISTRY_V1,"WBTC,renBTC",5049072.59283745,3111063.2327087424,1244.425293083497,179
202,mainnet,0x9409280dc1e6d33ab7a8c6ec03e5763fb61772b5,Curve.fi Factory Crypto Pool: LDO/ETH,LDOETH-f,Crypto,CRYPTO_FACTORY,"LDO,WETH",25033744.84721237,1513787.109942861,5357.816634540381,16
203,mainnet,0x941eb6f616114e4ecaa85377945ea306002612fe,Curve.fi Factory Crypto Pool: FXS/ETH,FXSETH-f,Crypto,CRYPTO_FACTORY,"FXS,WETH",779942.0797581101,10676.15207431536,40.96221746083736,179
204,mainnet,0x9462f2b3c9beea8afc334cdb1d1382b072e494ea,Curve.fi Factory Plain Pool: Tokemak tGAMMA/GAMMA,tGAMMA-f,Other,STABLE_FACTORY,"GAMMA,tGAMMA",93436.08793388834,270.74491382908764,0.10829796553163507,179
205,mainnet,0x961226b64ad373275130234145b96d100dc0b655,Curve.fi Factory Plain Pool: Tokemak tFXS/FXS,tFXS-f,Other,STABLE_FACTORY,"FXS,tFXS",9603165.949459525,3890.497698666866,1.5561990794667466,179
206,mainnet,0x96a3f551c99797998dc33e2d816d567db61ee1c2,Curve.fi Factory Crypto Pool: RAI/USDC,RAIUSDC-f,Crypto,CRYPTO_FACTORY,"RAI,USDC",61513.2159885506,3856.209995498235,1.7195579723354533,4
207,mainnet,0x9838eccc42659fa8aa7daf2ad134b53984c9427b,Curve EURT-3Crv,crvEURTUSD,Crypto,REGISTRY_V1,"3Crv,EURT",5849537.649023448,28649.299000825355,72.6357455832183,179
208,mainnet,0x9848482da3ee3076165ce6497eda906e66bb85c5,Curve.fi Factory Pool: pETH,pETH-ETH-f,ETH,STABLE_FACTORY,"ETH,pETH",17036406.612151105,102714.35816983679,41.08574326793472,136
209,mainnet,0x98638facf9a3865cd033f36548713183f6996122,Curve SPELL-ETH,crvSPELLETH,Crypto,REGISTRY_V2,"SPELL,WETH",81303.41454519138,3464.0411082109126,12.87207275898786,179
210,mainnet,0x98a7f18d4e56cfe84e3d081b40001b3d5bd3eb8b,Curve EURS-USDC,crvEURSUSDC,Crypto,REGISTRY_V1,"EURS,USDC",20268868.72592977,89021.35786088211,199.77274546283968,179
211,mainnet,0x9a22cdb1ca1cdd2371cd5bb5199564c4e89465eb,Curve.fi Factory Crypto Pool: SILO/FRAX,silofrax-f,Crypto,CRYPTO_FACTORY,"FRAX,Silo",148764.44846862034,14079.29409643591,55.16330583881309,179
212,mainnet,0x9c2c8910f113181783c249d8f6aa41b51cde0f0c,Curve.fi Factory Plain Pool: ibCHF/sCHF,ibCHF+sCHF-f,Other,STABLE_FACTORY,"ibCHF,sCHF",862147.8493799431,84423.41197026859,33.76936478810744,179
213,mainnet,0x9ca41a2dab3cee15308998868ca644e2e3be5c59,Curve.fi Factory Plain Pool: dfxCAD/CADC,dfx2CAD-f,Other,STABLE_FACTORY,"CADC,DFXCADC",92235.54420976221,158.04620473443353,0.06321848189377342,179
214,mainnet,0x9d0464996170c6b9e75eed71c68b99ddedf279e8,Curve.fi Factory Plain Pool: cvxCRV,cvxcrv-f,Other,STABLE_FACTORY,"CRV,cvxCRV",50320375.08391277,1547914.455910785,2321.871683866177,179
215,mainnet,0x9d259ca698746586107c234e9e9461d385ca1041,Curve.fi Factory Plain Pool: sdBPT,sdBPTBPT-f,Other,STABLE_FACTORY,"BPT,sdBPT",30145.46465315567,786.1144218568573,0.31444576874274294,157
216,mainnet,0x9d7ee35a38952bd5ad36db0bf435a298363ac1aa,Curve.fi Factory USD Metapool: RC_bBADGER_17_DAI_2021_5_31,RC_bBADGER3CRV-f,USD,METAPOOL_FACTORY,"3Crv,RC_bBADGER_17_DAI_2021_5_31",104235.3151589142,4606.517138464601,1.8426068553858406,179
217,mainnet,0xa148bd19e26ff9604f6a608e22bfb7b772d0d1a3,Curve.fi Factory Crypto Pool: bSTBL/DAI,bSTBLDAI-f,Crypto,CRYPTO_FACTORY,"DAI,bSTBL",856889.8587785779,272.510137822907,0.07772780774838148,179
218,mainnet,0xa1f8a6807c402e4a15ef4eba36528a3fed24e577,Curve.fi ETH/frxETH,frxETHCRV,ETH,REGISTRY_V1,"ETH,frxETH",128449543.17194921,823446.974477614,329.3787897910457,114
219,mainnet,0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,Curve.fi cDAI/cUSDC,cDAI+cUSDC,USD,LENDING,"cDAI,cUSDC",22631469.966077797,139025.7703334548,55.61030813338193,179
220,mainnet,0xa500cd4e520682e1b1113e1055d55bacead61122,Curve.fi Factory USD Metapool: cUSD/FRAXBP,cusdfraxbp3CRV-f,USD,STABLE_FACTORY,"cUSD,crvFRAX",1001458.4345480611,4211.332591192766,1.6845330364771065,80
221,mainnet,0xa5407eae9ba41422680e2e00537571bcc53efbfd,Curve.fi DAI/USDC/USDT/sUSD,crvPlain3andSUSD,USD,LENDING,"DAI,USDC,USDT,sUSD",69250568.01049876,10276756.833467009,3162.538078246856,179
